@relation 'Station 46001_X150.214.94.234.71.3.25.57_3.arff'

@attribute air numeric
@attribute WVHT numeric

@data
276.299988,2.6
275.299988,3
274.700012,3.34
273.5,4.24
273.400024,3.52
273.299988,3.02
274,2.65
273.900024,3.22
274.700012,2.89
276.299988,3.1
276,2.32
274,2.32
274.299988,1.57
275.200012,1.6
275.200012,1.25
275.100006,1.05
275.600006,0.99
276.400024,1.47
276.100006,1.82
274.900024,?
274,3.33
274.100006,3.1
273.600006,2.91
273.400024,2.74
274.700012,2.34
276.200012,1.96
276.799988,2.26
274.5,2.03
274.700012,1.57
274.700012,1.38
275.5,1.42
274.600006,2.18
276.100006,4.25
277.700012,3.79
278.299988,3.67
277,4.19
277.900024,3.24
278.100006,2.67
278.600006,2.05
276.799988,1.72
277.400024,1.36
277.100006,1.47
277.299988,2.06
276.600006,2.26
278.299988,2.53
278.799988,2.02
278,2.17
277.700012,3.02
277.900024,3.56
278.600006,3.18
279.299988,3.29
278.5,3.14
278.400024,2.95
278.200012,2.68
278.900024,2.6
278.100006,2.85
278.900024,2.92
279.100006,3.26
279.200012,2.71
278.200012,2.62
278.799988,2.4
278.299988,2.54
278,2.72
277.600006,2.61
278,2.2
277.600006,2.13
278.799988,1.63
278,1.77
278.299988,1.73
278.900024,2.2
279.700012,2.62
278,2.68
278.200012,3.61
278.299988,3.89
278.900024,3.75
277.5,2.99
277.100006,2.61
277.600006,2.6
277.299988,1.94
278.100006,1.98
278.600006,1.74
278.400024,1.83
278.5,2.62
277.799988,3.21
278.600006,2.71
278.200012,2.59
278.100006,2.43
277.700012,2.13
277.799988,1.8
276.700012,1.43
277.700012,1.37
277.400024,1.18
277.600006,1.04
277.299988,1.35
277.700012,1.34
277.299988,1.17
277.900024,1.14
277.799988,1.4
278.100006,1.94
277.5,2.37
277.200012,1.79
277.700012,1.77
278.299988,2.3
277.5,2.07
278.5,2.12
279.900024,1.75
280.299988,?
279,3.78
279,2.71
280.200012,2.52
279.400024,2.07
278.5,1.68
278.100006,1.35
278.400024,1.34
278.600006,1.08
277.700012,1.11
278.600006,1.66
279.400024,3.09
279.400024,5.27
279,4.94
279.200012,3.52
279,3.98
278.700012,4.21
278.900024,3.9
278.900024,3.62
279.100006,3.76
279.5,2.78
279.400024,2.5
278.799988,1.98
279,1.83
278.900024,1.59
278.600006,1.63
279.299988,1.23
279.299988,1.27
279.200012,1.74
278.900024,2.37
279.600006,2.36
280.5,2.59
280.5,2.52
279.600006,2.32
280.5,1.83
281.100006,1.51
280,1.46
280.200012,2.31
280.100006,2.04
281,1.82
280.200012,1.52
279.299988,1.43
279.5,1.49
279.299988,1.42
279.700012,1.43
279.299988,1.16
279,1.15
278.200012,0.94
278.299988,0.79
278.5,0.84
278.5,1.4
279,2.06
279.5,2.77
279,2.8
278.900024,2.53
280.799988,2.07
279.900024,2.2
280.700012,?
280,2.02
281.299988,1.8
281.400024,1.57
281.100006,?
278.799988,1.1
279.200012,1.11
278.700012,0.99
278.700012,?
279,1.44
279.900024,2.44
279.5,2.89
279.299988,?
279.200012,3.03
279.799988,2.56
279.400024,2.37
279.400024,?
279.600006,2.1
280,2.56
280.5,2.32
280.299988,?
280.200012,2
280.799988,2.03
280.400024,2.29
279.100006,?
279.600006,3.51
279.5,4.13
279.299988,3.26
279,2.2
278.600006,2.07
278.600006,1.58
278.700012,1.19
278,1.26
277.600006,1.23
278.5,1.32
278.400024,1.78
278.700012,1.76
279,1.83
279.400024,1.42
278.5,1.24
278.5,1.21
278.799988,1.23
279.5,1.31
279.299988,1.44
279.5,2.28
278.600006,3.21
279.100006,2.65
278.799988,2.32
279.200012,1.64
278.600006,1.75
280.299988,1.65
280.400024,1.82
280.700012,1.86
279.700012,2.3
279.200012,2.08
278.200012,2.06
278.400024,2.36
279.100006,2.92
279.700012,3.35
279.600006,3.93
279.400024,3.67
279.100006,3.5
279.100006,3.64
278.600006,2.94
279.100006,3.31
278.5,2.95
278.5,2.57
279,2.5
278.700012,2.38
278.799988,2.97
278.799988,3.54
277.700012,3.11
276.600006,2.53
277.200012,2.59
277.900024,3.06
279.400024,2.99
279.5,2.75
279.600006,2.18
280,1.74
279.799988,1.57
278.900024,1.48
278.600006,1.03
279.299988,1.06
279.400024,0.91
279.700012,1.16
278.900024,1.03
279.700012,1.03
279.400024,1.34
279,1.8
279,2.46
278.600006,2.25
279.299988,2.4
279,2.64
279.700012,2.09
280.799988,1.83
280.5,1.57
280.299988,1.57
280,1.63
280.100006,1.71
280.400024,1.6
280.200012,1.34
280.400024,1.5
280.299988,1.71
281,2.33
280.600006,2.56
280.900024,2.5
280.600006,1.94
281.299988,1.85
280.700012,1.65
280.600006,1.69
280.299988,1.39
280.900024,1.22
280.5,1.19
280.100006,1.06
280.100006,0.8
280.900024,1.02
280.299988,1.08
280.900024,1.07
280.5,1.5
280.5,1.75
280.799988,1.69
280.799988,2.03
280.799988,1.73
280.700012,1.57
280.799988,1.82
280.799988,2.82
280.400024,2.77
281.200012,2.1
280.799988,2.28
280.5,1.53
281.400024,1.73
281,1.37
280.700012,1.28
281.100006,1.34
281,1.55
280.400024,2.96
280.799988,3.97
281.100006,3.22
280.600006,3.4
280.799988,2.97
280.700012,3.55
280.700012,3.1
280.900024,3.02
280.900024,2.54
281,2.76
281.200012,2.3
281.400024,2.02
281.200012,1.81
281.100006,1.47
280.799988,1.26
280.799988,1.23
280.900024,0.99
281.700012,1.07
281,0.97
280.900024,0.96
281.100006,1.08
280.5,0.91
280.5,?
280.900024,0.77
281.600006,0.74
281.600006,0.58
281.400024,0.54
281.900024,0.48
282,0.43
281.299988,0.55
281.400024,0.67
281.400024,1.07
282,1.33
281.5,1.43
282,2.44
281.700012,2.1
282.5,2.25
282.200012,1.66
282.400024,1.72
282.700012,1.68
282.299988,1.74
282.600006,1.93
282.100006,1.85
282.400024,1.62
282.200012,1.2
281.600006,1.04
281.5,0.89
281.700012,1.33
281.799988,1.73
282.400024,1.83
282.299988,2.39
282.799988,2.41
282.600006,2.25
282.5,1.99
282.100006,1.48
281.600006,1.27
282.700012,1.2
281.799988,1.38
282,?
281.600006,1.57
282.200012,1.36
281.900024,1.66
282,1.19
282,1.37
282.600006,0.97
281.900024,0.99
281.900024,0.87
282.299988,1.1
282.200012,2.3
281.600006,3.53
282.600006,4.1
283,3.64
282.799988,3.32
283.100006,3.22
282.600006,2.68
283.799988,2.5
283.5,2.16
284.799988,2.96
283.799988,3.12
284.700012,2.76
284.100006,2.32
282.900024,2.55
282.799988,2.41
282.799988,1.94
282.799988,1.57
282.200012,1.56
281.600006,1.42
281.700012,1.03
282.400024,0.97
281.5,0.88
282.100006,0.78
282.5,0.69
282.900024,0.62
282.799988,0.77
282.600006,0.62
282.900024,0.6
282.200012,0.63
282.600006,0.69
282.299988,0.89
283.200012,0.91
283.299988,0.89
283.400024,0.82
282.600006,0.9
283.400024,1.08
283.200012,1.79
283.200012,1.5
282.600006,1.62
283.400024,1.89
283.5,1.68
283.100006,1.9
282.700012,1.68
283.200012,2.29
283.200012,2.32
283,2.19
282.900024,2.03
283.299988,1.85
283.400024,1.44
283.900024,1.33
283.299988,0.98
283.600006,0.94
284.100006,0.81
283.900024,0.73
284,0.75
284.299988,0.87
284.5,1.31
283.900024,1.58
283.5,1.46
283.5,1.37
282.5,1.11
282.700012,1.12
282.299988,0.9
282.600006,0.87
283,0.82
283.299988,1.14
283.400024,1.04
283.900024,0.95
283.799988,0.88
283.200012,0.95
283.799988,1.05
284.299988,1.05
283.700012,0.98
283.100006,0.84
283.100006,0.8
283.700012,0.74
283.799988,1.16
283.799988,1.29
283.900024,1.31
283.600006,1.4
283.700012,1.66
283.400024,1.51
283.100006,1.53
283.799988,1.25
283.799988,1.09
283.400024,1.11
282.900024,0.96
283.5,1.05
283.5,1
282.799988,1.05
283,1.22
283.799988,1.4
284.200012,1.73
284,1.33
283.700012,1.34
284,1.25
284.100006,1.26
283.400024,0.97
283.200012,1.01
283.600006,0.77
284.400024,0.88
283.900024,1.18
283.900024,1.53
284,3.05
283.600006,4.29
283.100006,3.94
283.700012,3.55
284.400024,2.85
284.200012,2.92
284.100006,2.33
283.799988,1.98
284.200012,1.76
284,1.47
283.600006,1.4
283.400024,1.16
284,1.06
283.299988,0.9
282.799988,1
283,2.07
284.700012,2.2
284.299988,2.65
284.600006,2.93
283.900024,3.1
284.799988,3.28
284.400024,2.59
284.299988,2.22
283.799988,1.85
283.299988,1.57
282.799988,1.32
281.799988,1.02
281.799988,1.01
282.700012,0.94
282.799988,1.63
281.900024,1.72
283.600006,2.23
285.299988,2.39
284,1.98
284.299988,1.8
284,1.57
283.700012,1.82
283.299988,1.56
283,1.26
283,1.18
284.299988,1.33
283.700012,1.51
283.600006,1.55
283.799988,1.5
283.900024,1.62
283.5,1.52
284,1.62
283.700012,1.56
284.299988,1.44
283.400024,1.48
284.200012,1.47
284,1.28
283.600006,1.3
283.400024,1.21
283,1.2
282.799988,0.87
283,0.78
284,0.72
284.100006,0.65
283.799988,0.68
284.700012,0.57
284,0.56
283.299988,0.63
283.5,0.71
283.900024,0.73
284.100006,0.81
284.400024,0.84
285.400024,0.75
284.5,0.78
284.400024,0.86
284.100006,0.87
284.799988,0.67
285.200012,0.63
284.5,0.54
284.299988,0.55
284.5,0.88
284.400024,1.37
284.600006,?
284.5,1.69
284.600006,1.3
284.900024,1.16
285.200012,1.38
285,1.28
284.900024,1.01
285,0.88
285.700012,1.05
286.100006,1.52
285.799988,2.29
285.900024,2.45
285.299988,2.49
285.5,1.93
284.799988,1.95
285.400024,1.62
285.100006,1.41
285.200012,1.2
285.700012,0.91
285.299988,0.95
284.900024,0.86
283.900024,1.15
283.799988,1.16
284.200012,1.38
285.200012,1.18
284.700012,1.38
284.700012,1.32
284.900024,1.69
285.100006,1.43
283.799988,1.61
283.900024,1.62
284.900024,1.6
284.900024,1.59
284.600006,1.17
284.600006,1.04
284.600006,0.99
285,1.01
285.299988,0.87
284.900024,0.8
284.700012,0.74
284,0.8
283.600006,0.61
284.200012,0.62
285,1.29
285.400024,2.03
283.600006,1.67
284.799988,1.39
285.200012,1.27
285.900024,1.63
284.799988,1.78
285.200012,1.55
285.600006,1.53
285.900024,1.18
284.299988,1.18
285.700012,1.17
285.700012,1.12
286,1.16
284.700012,1.67
285.600006,2.01
286.200012,2.19
285.700012,2.45
284.900024,2.05
285.600006,2.12
285.799988,1.67
285.5,1.91
285,1.39
285.299988,1.51
285.799988,1.64
285.799988,1.33
285.5,1.35
285.700012,1.38
286,1.26
285.700012,1.39
285.400024,1.03
285.900024,0.98
285.600006,0.88
285.200012,0.91
285.900024,0.81
285.5,0.88
285.900024,1.05
285.600006,1.5
285.700012,2.06
286.400024,1.74
286.600006,1.54
286.299988,1.16
285.600006,1.18
285.799988,1.27
286,1.32
286.100006,1.28
286.100006,2.01
286.200012,1.88
286.200012,1.59
286,1.61
285.100006,1.34
285.400024,?
285.600006,2.52
286,2.92
285.5,2.59
285.799988,2.5
286.400024,2.31
286.400024,2.03
286,1.66
286.600006,1.27
286.100006,1.31
286.299988,1.02
286.200012,0.98
285.900024,1.01
286.5,1.05
286,0.97
286.5,1.25
286,1.4
286.600006,2.07
286.799988,2.88
287,2.18
287.799988,1.88
287.799988,2.91
286.700012,3.26
286.5,2.87
286.5,1.93
287,1.73
287.299988,1.25
285.900024,1.13
285.5,1.07
286.600006,0.93
286.200012,1.25
286,2.07
286.700012,2.42
286.299988,1.87
286.100006,1.52
285.700012,1.49
285.5,1.49
285.600006,1.58
285.400024,2.64
285,2.26
285,1.88
285.900024,1.91
286,2.72
285.5,2.76
286.700012,2.62
286.799988,2.81
286.400024,2.65
285.700012,3.04
285.799988,3.38
285.900024,2.87
285.299988,2.25
285.600006,2.58
287.400024,2.85
287.299988,3.33
285.900024,2.97
285.600006,4.52
285,4.33
285.400024,3.83
284.799988,3.45
285.299988,2.61
284.799988,2.28
283.900024,1.57
284.400024,1.29
283.700012,1.33
284.200012,1.31
284,1.69
283.299988,1.83
283.200012,1.84
284.900024,2.06
286.100006,3.13
285.700012,3.6
285.200012,3.7
286.299988,3.15
285.799988,2.62
285.700012,2.23
284.600006,1.6
284.600006,1.12
285.400024,1.6
285.400024,1.29
285.200012,1.34
285.299988,1.79
285.299988,2.21
284.700012,2.6
284.5,2.57
284.900024,2.34
285,1.76
285.600006,1.65
285,1.46
285,1.95
285.200012,2.19
284.900024,1.99
284.900024,2.22
285.200012,2.68
285.5,2.79
285.100006,3.06
285,3.44
286.400024,6.13
287.200012,6.35
285.799988,4.95
285.200012,4.53
284.600006,3.81
284.700012,4.53
284.700012,4.25
285.299988,2.89
284.900024,2.64
285.100006,2.83
284.799988,3.51
285.100006,3.4
285.600006,2.79
286.200012,2.93
286.799988,2.83
287,3.49
286.200012,3.38
286.299988,3.76
286,3.45
285.799988,3.17
285,3.04
285,2.61
285.400024,2.37
285.799988,3.06
285.5,3.82
285.5,4.03
285.700012,3.67
285.700012,3.36
284.700012,3.39
284.5,3.87
284.700012,3.63
284.700012,3.37
284.5,3.85
284.100006,3.04
283.799988,2.63
282.700012,2.11
283.5,3.29
284.700012,3.93
284.799988,3.8
284,3.55
283.299988,4.03
284.299988,4.53
283.799988,?
283.299988,9.08
284,8.52
284,7.61
284.100006,6.16
284.299988,4.59
284.100006,4.25
283.5,3.97
283,4
282,3.82
281.600006,3.39
281,2.89
281.299988,2.37
281.799988,2
281.100006,2.45
281.799988,2.61
282,2.72
281.299988,2.03
281.5,1.61
281.700012,1.62
282.900024,1.59
282.900024,1.61
283.200012,1.38
283.600006,1.48
283.200012,?
282.299988,3.41
283.5,3.36
283.799988,3.56
283.799988,3.31
284.400024,2.44
284.799988,2.57
285.100006,2.31
285.200012,2.76
285.5,2.55
284.400024,2.75
284.600006,2.8
284.799988,3.06
284.799988,3.32
284.200012,3.23
284.400024,2.88
283.799988,2.76
283.900024,2.28
283.799988,1.85
284.5,1.61
283.299988,1.71
283.400024,1.2
281.900024,1.48
282.400024,1.22
282.200012,1.53
281.799988,1.42
281.900024,1.31
281.600006,1.35
281.799988,1.26
282,1.43
282.200012,1.5
283.299988,1.51
282.5,1.85
281.700012,1.88
283.100006,2.19
283.700012,2.04
283.600006,2.13
283.299988,2.34
284.299988,2.21
285.100006,2.37
284.700012,2.44
283.5,2.64
284.5,2.72
284.100006,2.78
283.600006,3.53
283.299988,3.07
283.600006,2.64
283.700012,2.52
283,1.79
281.799988,2.64
280.700012,2.41
280.5,3.24
280.700012,2.85
280.400024,2.94
280.700012,3.58
278.900024,3.77
278.5,5.82
277.200012,5.29
276.799988,4.06
278.200012,3.3
279,3.09
279.100006,3.3
279.700012,?
279.600006,2.26
279.799988,2.23
279.799988,1.76
280.5,2.21
280.700012,2.66
280.900024,2.72
281,2.54
281.600006,2.82
282.200012,2.37
281.799988,2.13
281.600006,2.07
281.600006,2.47
281.600006,2.76
280.900024,2.27
280.799988,1.88
279.900024,1.82
280.600006,1.6
280.900024,1.53
280.400024,1.11
280.600006,1.03
281.299988,0.94
280.900024,1.07
281.5,1
281.700012,0.96
282.900024,0.87
282.200012,0.89
282.799988,0.77
282.5,0.8
282.400024,0.8
282.299988,0.73
281.5,2.14
281.299988,?
281.200012,2.7
281.100006,3.28
280.700012,3.08
281.100006,3.03
282,3.18
281.200012,2.92
280.799988,2.77
281,2.47
280.299988,2.39
281.100006,2.32
281.100006,2.58
281.600006,2.23
282.299988,2.17
282,1.41
281.200012,1.76
280.799988,2.49
280.600006,2.68
278.600006,2.27
277.100006,2.91
277.400024,3.1
277,2.85
276.900024,2.23
276.799988,2.55
277.299988,1.85
277.200012,1.4
281,1.91
282.600006,4.64
282.400024,5.27
283.100006,7.33
282,5.71
280.799988,6.14
280.799988,7.29
281.5,6.11
281.600006,4.99
281.5,?
281.799988,2.95
281.900024,2.74
281.900024,2.13
282.5,1.94
282.600006,2.13
282,2
281.299988,2.84
280.100006,3.53
280.200012,3.57
279.5,2.59
279.799988,2.51
280.600006,2.14
281.900024,1.86
281.600006,2.89
280.799988,2.9
281,2.44
280.299988,1.87
280.299988,1.45
280.600006,1.14
281.700012,1.95
282.400024,2.7
282.700012,2.8
282.400024,2.83
281.600006,2.99
282.100006,3.56
282.299988,3.32
282.5,3.27
281.799988,2.94
282.200012,2.49
282.299988,2.74
282.200012,2.68
281.799988,2.53
281.700012,2.6
282.400024,2.44
282.100006,2.19
282.400024,1.58
281.799988,1.73
281.700012,1.98
281.100006,1.51
281.200012,1.61
281.700012,2.08
281.5,2.68
280.600006,3.1
280.5,3.23
281,4.56
281.200012,4.53
280.600006,4.32
281,2.91
281.100006,3.04
283,2.52
283.700012,3.75
282.700012,4.69
281.100006,3.3
280.700012,3.19
279.900024,2.25
280.299988,2.18
279.600006,1.71
280,1.61
279.400024,1.74
280.299988,1.67
280,1.95
280.900024,2.75
281,2.61
282,2.59
282.200012,2.8
283,2.97
282.299988,3.64
282.799988,2.85
282,2.61
282.799988,2.26
282.400024,1.83
282.5,2
282.299988,2.22
282.200012,2.73
281.299988,?
280.900024,6.39
282.200012,8.49
282.900024,6.07
282.700012,4.92
282.799988,3.91
283,4.5
282.700012,3.4
281.200012,3.08
280.100006,2.71
279.299988,1.92
280.100006,1.83
280.700012,2.02
281.799988,1.65
282,1.88
283.100006,2.05
282.400024,2.03
282.100006,1.55
281.299988,1.67
281.200012,1.61
280.700012,2.41
281.600006,5.02
281.700012,?
282.200012,5.24
282.700012,4.53
283.600006,4.17
282.799988,3.61
282.299988,3.51
281,3.69
281.100006,2.87
280.700012,3.27
282.600006,3.31
281.600006,3.8
280.299988,3.19
278.900024,3.37
279.100006,2.87
278.700012,2.4
278.900024,2.79
278.700012,2.77
279.200012,2.98
279.100006,2.66
278.799988,2.67
278.100006,2.63
278.900024,2.88
279,2.54
280.700012,2.41
279.5,2.19
280,2.19
280.100006,2.76
280.400024,2.86
279.5,3.07
279,2.77
278.5,3.34
277.600006,2.54
277.100006,3.93
277.200012,3.87
278.400024,3.35
278.799988,3.36
279,2.57
279.5,2.02
278.400024,1.99
277.400024,1.67
278.5,1.62
279.799988,2.63
279.700012,3.16
280.700012,2.74
281,3.46
279.900024,4.45
280.5,5.2
280.299988,7.73
280,6.58
279.400024,5.05
279.799988,4.36
280,3.59
279.900024,3.78
280.200012,4.88
279.600006,4.84
279.200012,4.62
279.799988,3.51
280.600006,3.23
280.100006,2.92
281.100006,3.56
280.299988,4.01
280,4.85
280.400024,4.13
280.400024,3.79
279.600006,2.96
278.799988,2.86
279.299988,2.37
278.600006,3.3
278.700012,2.99
279.5,3.45
278.299988,4.83
276.100006,4.96
274.200012,4.72
274.5,4.92
275.5,5.28
275.799988,6.36
275.600006,6.16
276.900024,5.94
276.799988,5.12
277.100006,4.31
276.799988,2.69
278.200012,3.03
277.5,4.79
278.5,3.63
279.200012,5.22
279.700012,5.44
280.700012,8.56
280.200012,7.08
278.5,6.07
277.600006,?
277.100006,4.44
278.5,3.61
277.799988,2.84
277.799988,2.68
276.5,?
277.100006,2.32
276.200012,1.9
277,1.95
276.700012,1.8
278.200012,2.03
277.200012,2.15
276.600006,1.93
277.700012,1.82
277,2.17
277.600006,2.84
277.600006,?
278,2.58
277,2.64
277,2.85
276.900024,2.89
276.900024,4.61
276.299988,4.01
277.400024,3.05
278.900024,?
279.100006,?
279.600006,4.12
279.799988,3.83
280,4.86
279.5,7.3
278.799988,6.38
279.900024,5.98
279.900024,6.13
278.600006,4.92
279.299988,3.43
280.200012,3.43
280.400024,4.94
279.299988,4.59
280.600006,?
280.799988,?
280.299988,7.53
279.700012,11.14
280.5,9.32
279.5,6.82
279.5,4.7
279.299988,3.88
280,4.98
