@relation 'Station 46001_X150.214.94.234.71.3.2_1.arff'

@attribute air numeric
@attribute pres numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute WVHT numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric
@attribute WDIR numeric

@data
278.02858,100157.763652,9,10.9,3.35,9.09,6.67,?,997.9,5.3,4.9,?,?,?,190
278.140391,99995.251394,10.9,13.9,3.93,11.43,7.18,?,996.9,5,4.9,?,?,?,176
278.158901,99677.650213,8.4,10.4,3.67,10.81,6.99,?,991.2,5.7,4.9,?,?,?,164
277.683961,99764.282718,9.8,11.9,3.5,10,6.91,?,993.6,4.8,4.9,?,?,?,226
277.215347,100223.87293,8.7,10.8,3.64,10,6.91,?,999,4.1,4.8,?,?,?,218
277.265874,100646.721394,6.5,8.3,2.94,10.81,6.87,?,1002.5,4.2,4.9,?,?,?,192
277.772583,100636.923727,3.1,4.1,3.31,10,7.16,?,1003.1,5,5,?,?,?,194
277.575702,100528.054493,3.7,4.8,2.95,9.09,7.43,?,1001.9,4.2,5.1,?,?,?,205
277.102531,100479.237235,1.3,2.8,2.57,10.81,7.05,?,1001.4,3.2,5,?,?,?,184
277.885317,100566.370934,8.3,10.1,2.5,10,6.5,?,1001.8,4.4,5,?,?,?,210
277.525817,100844.247797,8.8,10.2,2.38,10,5.99,?,1005.5,4.8,5.1,?,?,?,209
277.256209,101008.929049,8.9,11.1,2.97,9.09,6.37,?,1006.1,3.2,5,?,?,?,205
276.432227,101181.528781,13.4,16.2,3.54,10,6.32,?,1007.6,3.6,4.9,?,?,?,216
276.663018,101478.103512,8.6,10.8,3.11,9.09,6.62,?,1010.8,3.9,4.9,?,?,?,197
275.891288,101726.397835,8,9.5,2.53,9.09,5.86,?,1011.4,1.8,4.9,?,?,?,242
276.272462,101913.540181,11.3,14.1,2.59,8.33,5.7,?,1014.5,2.8,4.9,?,?,?,243
276.763789,102075.620533,11.5,13.7,3.06,9.09,6.08,?,1015.5,3.4,4.8,?,?,?,249
278.398113,102472.931567,11,13.5,2.99,7.14,5.63,?,1018.7,5.5,4.8,?,?,?,270
278.505308,102847.041648,8.2,10.3,2.75,8.33,5.91,?,1022.8,5.5,4.9,?,?,?,288
277.937807,103055.207933,5.9,7.9,2.18,6.67,5.61,?,1025.8,5.4,4.9,?,?,?,284
277.788377,103213.988174,7.9,9.6,1.74,6.67,4.89,?,1028.5,4.7,4.9,?,?,?,286
277.943257,103465.676691,6.7,7.9,1.57,6.25,4.96,?,1030.6,4.5,4.8,?,?,?,285
278.004928,103570.160953,7,8.1,1.48,5.88,4.73,?,1032.4,4.8,5,?,?,?,259
277.629373,103589.778066,5.4,7.5,1.03,6.25,4.63,?,1032.4,4.2,5,?,?,?,246
277.889122,103519.343146,5.8,7.6,1.06,5.56,4.34,?,1032,4.4,4.9,?,?,?,257
278.198183,103466.629773,6.6,8,0.91,5,3.99,?,1031.1,4,4.9,?,?,?,198
278.720749,103407.399046,6.1,7.3,1.16,5.56,4.18,?,1030.9,5.1,5.1,?,?,?,232
277.967571,103212.494936,4.8,5.9,1.03,17.39,4.74,?,1029.1,4.9,5,?,?,?,195
277.965619,103006.292927,4.2,5.1,1.03,5.26,4.45,?,1027.1,4.6,5,?,?,?,176
278.258402,102693.58281,7.9,9.5,1.34,5.26,4.68,?,1024.4,4.9,5,?,?,?,138
278.459313,102426.200389,7.4,8.5,1.8,10.81,5.72,?,1021.3,5.6,5.1,?,?,?,123
278.264153,102005.229411,8.6,10.1,2.46,10,6.06,?,1017.4,5.2,5.1,?,?,?,122
277.77866,101682.844806,9.5,12.1,2.25,7.69,5.51,?,1013.5,5.1,5.1,?,?,?,107
278.469205,101412.449473,10.2,12.2,2.4,10,5.6,?,1010.2,5.6,5,?,?,?,119
278.476779,101215.831957,9.8,12.1,2.64,7.69,5.66,?,1007.5,5.7,5.1,?,?,?,109
278.642069,101120.914234,3.3,4.1,2.09,8.33,5.77,?,1005.7,5.5,5,?,?,?,178
278.728698,101109.345291,4.4,5.3,1.83,7.69,6.07,?,1006.6,5.1,5,?,?,?,241
278.645897,101177.685027,3.9,4.5,1.57,7.69,5.88,?,1007.7,5.6,5.1,?,?,?,198
278.830816,101264.080663,4.4,5.3,1.57,7.69,6.18,?,1008.7,6.1,5.4,?,?,?,195
278.647909,101249.197705,3.5,4.3,1.63,7.14,5.97,?,1008.7,5.5,5.8,?,?,?,166
278.621603,101130.766406,4.7,5.4,1.71,10.81,6.78,?,1007.9,5.5,5.9,?,?,?,103
279.10143,100945.377489,5.6,6.9,1.6,7.69,5.72,?,1006,5.7,5.7,?,?,?,76
279.2557,100756.752563,7.9,9.5,1.34,7.69,4.85,?,1003.1,6.7,5.9,?,?,?,40
279.498567,100448.845118,9.1,10.6,1.5,7.14,4.47,?,999.9,6.3,5.9,?,?,?,49
279.422016,100160.401616,9.3,10.7,1.71,6.67,4.68,?,996.2,6.3,5.5,?,?,?,44
279.861972,100005.884626,10.5,12.8,2.33,6.67,5.14,?,994.8,6.6,5.7,?,?,?,43
279.943655,100035.995011,10,11.5,2.56,8.33,5.51,?,994.9,7,5.8,?,?,?,42
279.630163,100318.869874,6.5,7.5,2.5,9.09,6.18,?,997.9,6.6,5.8,?,?,?,30
279.209119,100656.795456,5,5.7,1.94,8.33,6.02,?,1001.1,6.4,5.7,?,?,?,5
279.945147,101011.407022,5.7,7.1,1.85,9.09,5.98,?,1004.6,6.9,5.9,?,?,?,37
280.116937,101325.886811,4.8,5.8,1.65,8.33,6.23,?,1008.2,6.6,6.1,?,?,?,106
279.799751,101487.688041,3.2,4.3,1.69,9.09,6.41,?,1010.8,6.5,6.2,?,?,?,96
279.370191,101623.549707,3.2,4.3,1.39,8.33,6.65,?,1012.2,6.6,6.1,?,?,?,127
280.110524,101902.510019,1.1,1.5,1.22,8.33,6.38,?,1014.3,7,6.1,?,?,?,111
280.341169,102154.733725,1.9,2.4,1.19,8.33,6.5,?,1017.6,7.8,6.6,?,?,?,173
279.729358,102381.298339,4.7,6.1,1.06,7.69,6.69,?,1020.2,6.8,6.4,?,?,?,254
279.414707,102513.616621,5.7,7.4,0.8,7.14,4.8,?,1021.8,6.6,6,?,?,?,249
279.74225,102655.067449,7.5,8.7,1.02,6.67,4.38,?,1023.2,6,5.8,?,?,?,218
279.617927,102593.678712,4.4,5.6,1.08,11.43,5.02,?,1022.9,6.7,5.9,?,?,?,209
279.310733,102265.305272,5.2,6.6,1.07,7.14,5.42,?,1020.1,6.4,5.9,?,?,?,167
279.197465,101740.483053,8,9.5,1.5,4.76,4.59,?,1014.4,5.8,5.8,?,?,?,139
279.869863,101224.658588,7.7,9,1.75,5.56,5.1,?,1008.7,6.2,5.8,?,?,?,133
279.744708,100848.454541,5,6.2,1.69,6.67,5.16,?,1004.1,6.2,5.9,?,?,?,186
279.391764,100571.604921,6.5,7.8,2.03,7.69,5.75,?,1001.6,6.3,5.9,?,?,?,228
279.411148,100363.807619,4,4.9,1.73,7.69,5.61,?,999.8,6.1,6.1,?,?,?,242
279.752348,100441.939824,7,8.8,1.57,7.69,5.58,?,999.4,6.3,5.9,?,?,?,239
280.215619,100651.043248,7,8.4,1.82,8.33,6.15,?,1000.3,7,6,?,?,?,304
280.041178,100806.872428,7.7,9.6,2.82,11.43,6.81,?,1002.5,6.7,5.9,?,?,?,288
279.577348,100900.023735,7.9,9.2,2.77,10.81,6.56,?,1001.7,6.7,6,?,?,?,315
280.288289,101213.545968,5.9,7.1,2.1,11.43,6.58,?,1007,6.8,6,?,?,?,351
280.47291,101537.524513,4.6,5.4,2.28,10,6.73,?,1010.6,8.3,6.6,?,?,?,335
279.725845,101595.850828,4.1,4.7,1.53,10,6.44,?,1011.9,7.2,6.8,?,?,?,323
280.130766,101530.191979,2.9,3.3,1.73,9.09,6.6,?,1010.6,6.9,6.7,?,?,?,317
279.762135,101191.062688,5,6.2,1.37,9.09,5.84,?,1007.9,7.2,6.6,?,?,?,75
279.540325,100821.630497,5.2,6.1,1.28,9.09,6.02,?,1005.4,7.6,6.8,?,?,?,138
279.446547,100449.331521,6.5,7.9,1.34,5.56,4.55,?,1001.4,6.9,6.7,?,?,?,103
279.459449,99951.657049,10.6,12.4,1.55,4.76,4.33,?,996.3,6.5,6.4,?,?,?,90
279.658771,99496.57599,13.2,16.6,2.96,7.14,5.55,?,990.3,6.5,6,?,?,?,94
280.215243,99174.699672,8.4,10.4,3.97,9.09,6.58,?,987.2,6.5,5.9,?,?,?,114
279.717855,99171.380847,6.3,7.7,3.22,9.09,6.81,?,988,6.2,5.9,?,?,?,156
279.217747,99282.328103,6.8,8,3.4,9.09,6.79,?,989.9,6.1,6,?,?,?,121
279.571581,99324.940724,8.5,10.3,2.97,10,6.66,?,987.8,6.4,5.9,?,?,?,94
279.343847,99322.35796,7.7,9.3,3.55,10,7.01,?,988.7,6.5,6.1,?,?,?,141
279.592633,99547.570169,5.7,6.7,3.1,13.79,7.62,?,990.5,6.1,6.1,?,?,?,150
279.523243,99731.771571,7.1,8.2,3.02,12.9,6.97,?,993,6.4,6,?,?,?,146
279.896917,100063.916159,6.6,7.8,2.54,7.69,6.85,?,994.8,6.7,6.1,?,?,?,155
279.801638,100360.294876,5.1,6.5,2.76,9.09,6.97,?,998.9,6.9,6.2,?,?,?,194
279.910052,100576.977605,4.2,4.9,2.3,10,6.65,?,1001.4,6.8,6.2,?,?,?,173
279.71244,100732.362675,4.1,5.1,2.02,8.33,6.38,?,1003.4,6.5,6.2,?,?,?,152
279.933403,100855.341748,2.9,3.6,1.81,6.67,6.37,?,1004.1,6.9,6.3,?,?,?,131
280.149479,100966.850928,2.7,3.3,1.47,5.88,5.9,?,1005.5,7.8,6.8,?,?,?,126
279.88553,101032.970564,1.8,2.2,1.26,7.69,6.03,?,1006.2,6.9,7.4,?,?,?,303
279.913047,101063.656594,2.3,3,1.23,8.33,6.1,?,1007,7,6.8,?,?,?,328
280.337772,101206.405081,3.8,4.5,0.99,8.33,5.8,?,1008.3,6.8,6.8,?,?,?,348
281.463801,101384.592758,2.2,2.6,1.07,6.67,6.38,?,1010.1,8.2,7.8,?,?,?,268
280.85011,101614.875377,3,3.7,0.97,9.09,6.4,?,1012.2,8.7,8,?,?,?,65
280.081421,101854.19382,1.9,2.3,0.96,8.33,6.4,?,1014.3,7.8,7.4,?,?,?,16
280.45767,102085.512871,3.6,4.2,1.08,7.14,5.72,?,1017,8,7.3,?,?,?,46
280.79861,102272.56181,1,1.5,0.91,7.69,5.9,?,1019.2,11.2,8.2,?,?,?,20
280.501896,102367.363748,3.8,4.2,0.77,7.69,6.21,?,1020,7.7,8.3,?,?,?,200
281.00255,102340.479314,3.8,4.8,0.74,6.25,5.5,?,1019.9,8.1,7.6,?,?,?,99
281.350725,102236.167527,4,4.7,0.58,6.25,4.39,?,1018.8,9.1,8,?,?,?,108
280.59532,102019.177182,4.1,4.6,0.54,7.69,4.33,?,1017,8.2,8.5,?,?,?,118
280.497158,101814.952,3.6,4.2,0.48,12.12,4.63,?,1014.9,7.8,8,?,?,?,114
280.649226,101679.045162,5,5.8,0.43,5.88,3.46,?,1013.9,8.3,8,?,?,?,88
280.783971,101664.104829,3.1,3.6,0.55,16,4.33,?,1013.1,8.3,8.2,?,?,?,86
280.5084,101603.71397,2.9,3.5,0.67,10.81,4.86,?,1013.1,9.6,8.4,?,?,?,42
280.271432,101597.621235,2.8,3.6,1.07,9.09,7.01,?,1012.6,8.4,8.3,?,?,?,29
281.327001,101644.576282,7,8.1,1.33,9.09,4.93,?,1012.7,8.9,8.3,?,?,?,35
281.479667,101771.555293,6.2,7.5,1.43,9.09,5.48,?,1013.2,9,8.2,?,?,?,45
281.344138,101867.233632,5.8,6.7,2.44,9.09,6.48,?,1014.3,9.1,8,?,?,?,36
280.668062,101866.593992,4.5,5.4,2.1,9.09,6.72,?,1014.1,8.7,8.1,?,?,?,17
281.411797,101890.294392,3.4,4.1,2.25,9.09,6.79,?,1015.2,9.2,8.1,?,?,?,6
281.6659,101872.466307,3.5,4.5,1.66,7.69,7.01,?,1014.8,9.6,9.1,?,?,?,282
281.563228,101760.305041,5.6,6.4,1.72,9.09,6.22,?,1014.4,9.1,8.4,?,?,?,251
281.284442,101697.025213,10,13.3,1.68,8.33,4.6,?,1013.6,8.3,8.2,?,?,?,260
281.207838,101721.602941,9.2,11.2,1.74,5.56,5.05,?,1013.8,8.8,8,?,?,?,232
281.654879,101932.642629,8.2,10.1,1.93,6.25,4.92,?,1015.7,8.7,8,?,?,?,229
281.15762,102174.284756,4,4.8,1.85,7.14,5.52,?,1018.6,8.5,7.8,?,?,?,217
280.937759,102179.524386,3.8,4.6,1.62,7.14,5.49,?,1018.5,7.7,7.9,?,?,?,172
281.021041,102070.312238,5.4,6.2,1.2,6.67,5.53,?,1017.1,7.7,7.8,?,?,?,54
280.972384,101925.308595,6.2,7.4,1.04,3.45,3.93,?,1014.8,8.3,8,?,?,?,79
280.649813,101675.803954,4.2,5.1,0.89,16,5.15,?,1013,8.2,8,?,?,?,25
280.652845,101396.907928,6.2,7.1,1.33,5.26,4.52,?,1010.1,7.9,8,?,?,?,351
280.7362,101335.689387,8.8,10.3,1.73,8.33,5.2,?,1007.9,8.1,7.9,?,?,?,319
281.459765,101419.660203,9.5,11.6,1.83,8.33,4.94,?,1008.2,8.3,7.8,?,?,?,281
280.998056,101416.199192,11,13.8,2.39,6.67,5.28,?,1008.8,8.3,7.9,?,?,?,264
281.082974,101481.600313,11.1,13.1,2.41,6.25,5.03,?,1010.7,8.3,7.8,?,?,?,257
281.253186,101703.301275,10.8,13,2.25,7.14,5.16,?,1012,8.6,7.6,?,?,?,235
281.175099,101861.164417,9.7,11.8,1.99,6.67,4.8,?,1014.1,8.5,7.8,?,?,?,220
281.07575,101901.011246,7.1,8.5,1.48,5.56,4.62,?,1014.2,8,7.7,?,?,?,232
280.542084,101914.044439,5.8,6.6,1.27,5,4.59,?,1014.9,8.1,7.8,?,?,?,251
281.698723,101981.203762,6.5,7.7,1.2,6.67,4.75,?,1014.9,8.6,7.8,?,?,?,239
281.414846,101988.49039,7.1,8.4,1.38,13.79,5.07,?,1015.8,8.4,7.9,?,?,?,254
280.857336,101851.902238,8.2,9.6,1.57,6.25,4.98,?,1014.7,8.3,7.8,?,?,?,232
281.23465,101770.373752,6.9,8.1,1.36,5.88,4.76,?,1013.5,8.2,8,?,?,?,248
281.398388,101790.17652,6.6,7.7,1.66,6.25,5.19,?,1013.1,8.2,7.9,?,?,?,211
281.24382,101733.259358,4,5,1.19,12.9,5.4,?,1012.5,8.1,8,?,?,?,276
280.867851,101720.292247,3.2,3.6,1.37,11.43,6.01,?,1012.9,8.4,7.9,?,?,?,289
281.322026,101699.798975,1.9,2.5,0.97,11.43,5.44,?,1012.7,9.1,8,?,?,?,293
281.474854,101647.406533,1.6,2,0.99,12.9,5.98,?,1012.2,9.3,8.7,?,?,?,309
281.191581,101301.47494,2.6,3.9,0.87,5.26,5.06,?,1009.1,9.2,9,?,?,?,114
281.106302,100852.729464,8.8,10.6,1.1,3.7,3.93,?,1005.9,7.5,8.2,?,?,?,106
281.188777,100447.807952,12.7,16.1,2.3,5.88,4.76,?,1000.7,7.8,7.9,?,?,?,84
281.094751,100015.576275,13,15.9,3.53,8.33,6.2,?,995.2,7.9,7.9,?,?,?,76
281.559548,99601.72858,12.6,15.1,4.1,9.09,6.58,?,989.4,8,7.7,?,?,?,55
281.351438,99289.740767,10.2,12.2,3.64,10,6.63,?,986.9,8.1,7.6,?,?,?,42
281.659218,99371.298483,9.3,11.1,3.32,8.33,6.52,?,988.2,8.1,7.5,?,?,?,29
282.258709,99836.185046,6.5,8.2,3.22,9.09,6.77,?,993.3,9.3,7.7,?,?,?,333
282.018751,100236.683275,6.6,7.9,2.68,10,6.93,?,997.7,8.7,7.7,?,?,?,284
282.719599,100593.78186,7.1,8.4,2.5,8.33,6.7,?,1000.1,8.8,7.7,?,?,?,266
282.676295,101098.084457,7,8,2.16,11.43,6.12,?,1005.3,9.4,7.7,?,?,?,303
284.267257,101573.920256,4.4,5.1,2.96,10.81,7.16,?,1011.5,9.8,8.3,?,?,?,278
282.90387,101931.926751,5.9,7.1,3.12,10.81,7.38,?,1014.5,9.9,8.5,?,?,?,270
282.967432,102013.375435,9.1,11,2.76,10.81,6.61,?,1015.9,9.4,7.9,?,?,?,268
282.565222,102148.800093,7.9,9.6,2.32,10,6.04,?,1017.6,9.5,8,?,?,?,258
282.117617,102131.537245,9.4,11.7,2.55,10,5.92,?,1018,8.7,8.1,?,?,?,255
281.508999,102148.384479,7.4,8.9,2.41,7.14,5.93,?,1017.6,8.3,8.2,?,?,?,262
281.232027,102123.698752,5.9,7.4,1.94,8.33,5.82,?,1017,8.4,8.1,?,?,?,244
281.769872,102097.684786,0.1,0.3,1.57,7.14,5.85,?,1016.9,8.5,8.1,?,?,?,0
281.960934,102110.581727,0.2,0.8,1.56,9.09,6.12,?,1017,10.1,9.1,?,?,?,68
281.318802,102163.500061,0.4,0.9,1.42,9.09,5.95,?,1017.4,9.4,9.2,?,?,?,119
280.802293,102218.313091,2.3,2.6,1.03,8.33,5.82,?,1017.8,8.3,8.7,?,?,?,173
281.599763,102287.6878,2.6,3,0.97,6.67,5.94,?,1018.8,9,8.7,?,?,?,104
281.500277,102292.314932,2,2.5,0.88,8.33,6.23,?,1019,9.6,9.4,?,?,?,91
281.95241,102307.433192,3.3,4,0.78,6.67,6.14,?,1019,9.5,9.7,?,?,?,353
281.657621,102268.30512,2.4,2.7,0.69,7.14,6.33,?,1018.6,9.3,9.1,?,?,?,326
282.086244,102301.667321,4.4,5.4,0.62,7.69,5.01,?,1018.9,9.1,8.6,?,?,?,318
282.432973,102255.727998,3.1,3.7,0.77,8.33,4.48,?,1019.1,10,8.8,?,?,?,1
282.156931,102342.234261,1.3,1.7,0.62,17.39,6.02,?,1019.9,9.5,9.2,?,?,?,46
282.160585,102237.90341,3.2,4.2,0.6,17.39,6.27,?,1020,9.5,8.9,?,?,?,234
281.489203,102350.003068,2.9,3.9,0.63,17.39,4.37,?,1020,8.5,8.8,?,?,?,190
282.295224,102290.308297,6,7.9,0.69,16,3.87,?,1019.6,9.2,8.9,?,?,?,238
281.375844,102236.654529,6.7,8.1,0.89,16,4.04,?,1019.2,8.2,8.7,?,?,?,248
281.596493,102189.203397,7.5,9,0.91,4.55,3.82,?,1018.5,7.9,8.7,?,?,?,245
281.602754,102166.57663,4.7,6.4,0.89,4.55,4.12,?,1018.2,7.6,8.6,?,?,?,255
282.165878,102013.279882,5.6,6.6,0.82,4.55,4.01,?,1017.5,9.2,8.8,?,?,?,248
281.536465,101804.270166,4.7,5.6,0.9,14.81,4.41,?,1015.6,9.2,8.8,?,?,?,206
282.285105,101345.371075,8.3,9.7,1.08,4.55,4,?,1011.6,9,8.8,?,?,?,193
282.632388,101175.384255,7.9,9.3,1.79,6.25,4.9,?,1007.6,9.6,8.8,?,?,?,226
282.854855,101001.204004,6.3,7.7,1.5,7.14,4.99,?,1007.2,9.5,8.9,?,?,?,248
281.997542,100966.641842,7.3,8.9,1.62,6.67,5.28,?,1006.9,9.1,8.9,?,?,?,255
282.240322,101011.779166,5.7,8.3,1.89,8.33,5.75,?,1006.2,8.9,8.9,?,?,?,258
282.239994,101032.536235,6.9,8.3,1.68,9.09,5.5,?,1005.8,9,8.8,?,?,?,242
282.076692,100824.332991,7.9,9.4,1.9,9.09,5.28,?,1005.2,9.4,8.9,?,?,?,252
281.778341,100701.254626,7.3,8.8,1.68,7.69,5.36,?,1003.4,9,8.8,?,?,?,249
282.14746,100712.385393,9.1,11.1,2.29,5.88,5.3,?,1003.3,9.3,8.8,?,?,?,268
281.883344,100800.095365,8,9.5,2.32,9.09,5.94,?,1003.7,9.2,8.7,?,?,?,260
282.328821,100865.29478,6.4,7.6,2.19,8.33,5.95,?,1004.7,9.4,8.9,?,?,?,279
281.965324,100902.087893,4,4.9,2.03,7.69,6.52,?,1004.9,9.4,9.1,?,?,?,268
281.770717,100916.515649,4.4,5.7,1.85,9.09,5.95,?,1005.2,8.6,9,?,?,?,241
282.251594,101053.71543,3.9,4.5,1.44,8.33,5.77,?,1006,9.2,8.9,?,?,?,256
282.90988,101297.529229,3.3,3.9,1.33,8.33,5.77,?,1007.9,9.9,9.5,?,?,?,276
282.743524,101352.551694,1.4,1.8,0.98,8.33,5.46,?,1009.1,10.3,9.7,?,?,?,304
282.323946,101449.436128,4.4,5.1,0.94,8.33,5.92,?,1009.6,9.9,9.6,?,?,?,261
282.993,101521.881472,2.1,2.5,0.81,7.69,5.31,?,1010.7,10.5,9.5,?,?,?,328
283.500018,101637.507836,3,3.7,0.73,7.69,6.15,?,1012.2,11.2,10.3,?,?,?,308
283.025201,101686.472864,3.3,3.7,0.75,12.9,5.14,?,1013,10.7,10,?,?,?,277
282.557475,101718.652508,6.1,7.3,0.87,8.33,4.8,?,1013.4,10.1,9.7,?,?,?,257
283.139661,101776.646558,5.8,7,1.31,9.09,5.25,?,1013.1,10.3,9.6,?,?,?,241
283.038814,101801.318863,8.1,9.7,1.58,10,4.97,?,1014.2,10.4,9.8,?,?,?,273
282.431076,101712.654833,5.7,6.9,1.46,9.09,5.08,?,1013.6,9.9,9.7,?,?,?,250
282.059662,101548.816036,5.4,6.4,1.37,5.88,4.86,?,1013.1,9.3,9.7,?,?,?,223
281.544103,101409.933381,5.8,6.9,1.11,9.09,4.81,?,1011.4,8.8,9.7,?,?,?,211
282.288755,101328.592938,4.7,5.5,1.12,5,4.97,?,1011,9.5,9.8,?,?,?,200
281.979628,101227.511575,5.1,5.7,0.9,7.69,4.72,?,1009.2,9.2,9.8,?,?,?,181
281.571301,101255.830788,5.2,6.1,0.87,9.09,4.62,?,1008.7,9,9.7,?,?,?,137
282.033342,101363.791869,3.3,3.7,0.82,8.33,4.79,?,1009.2,9.5,9.7,?,?,?,120
282.912599,101611.917455,2.1,2.9,1.14,7.69,6.25,?,1011.2,10.8,10.7,?,?,?,58
283.011282,101705.810371,1,1.4,1.04,7.14,6.14,?,1013,10.3,11.1,?,?,?,23
282.821859,101826.56744,2.9,3.7,0.95,7.69,6.77,?,1014.8,10.7,10.3,?,?,?,278
282.816673,101887.016024,5.5,6.4,0.88,7.69,5.02,?,1015.4,10.7,10,?,?,?,252
282.961883,101826.226469,5,5.9,0.95,7.69,4.82,?,1015.5,10.5,10.2,?,?,?,234
282.775242,101718.589682,2.5,3.2,1.05,7.14,5.51,?,1014.2,9.7,10.3,?,?,?,219
282.594336,101573.118633,5.1,6.6,1.05,7.14,5.07,?,1012.7,9.8,10.3,?,?,?,213
282.632512,101590.684624,4.6,5.3,0.98,7.14,4.62,?,1012.8,9,10.2,?,?,?,217
282.504365,101597.774261,5.2,5.9,0.84,5.26,4.58,?,1013.2,10,10.4,?,?,?,189
282.350146,101625.164413,4.1,4.6,0.8,5.56,4.25,?,1013.3,9.4,10,?,?,?,213
282.5706,101508.037816,3.7,4.4,0.74,5.26,4.37,?,1012.6,9.5,9.9,?,?,?,217
282.541407,101509.834331,5,5.5,1.16,7.14,4.86,?,1012,9.7,9.9,?,?,?,177
282.897113,101382.197543,6.3,7.4,1.29,7.14,4.92,?,1010.2,9.8,9.9,?,?,?,177
282.588733,101142.098493,6.9,8.1,1.31,8.33,4.8,?,1008.2,9.7,9.9,?,?,?,203
281.889787,100980.614938,8.1,9.2,1.4,8.33,4.76,?,1006.3,9,9.8,?,?,?,188
282.158845,101019.333088,4.9,5.8,1.66,8.33,5.06,?,1006.4,9.4,9.8,?,?,?,198
282.413452,101066.015816,3.9,4.6,1.51,8.33,5.79,?,1007.4,10.3,10,?,?,?,156
282.108991,101101.170059,2.2,2.8,1.53,8.33,5.85,?,1007.8,9.6,10.1,?,?,?,174
282.119947,101133.417929,2.1,2.9,1.25,9.09,5.92,?,1007,9.1,10,?,?,?,138
282.411864,101091.400403,4.3,5,1.09,7.69,5.19,?,1006.2,9.1,9.9,?,?,?,119
282.922164,101041.489395,2.9,3.6,1.11,8.33,5.95,?,1005.2,9.1,10.1,?,?,?,82
282.466353,100969.439384,3.6,4.3,0.96,7.69,5.49,?,1005.1,9.1,10.1,?,?,?,112
282.295751,100941.305827,3.2,3.9,1.05,7.69,5.73,?,1004.9,9.1,10,?,?,?,136
282.419931,100986.189896,2.7,3.2,1,16,5.23,?,1005.5,10.2,10.1,?,?,?,159
282.673455,101140.565919,4.1,4.7,1.05,17.39,5.99,?,1007.5,10.9,10.4,?,?,?,133
282.652321,101377.519063,5.5,6.9,1.22,5.88,4.5,?,1008.7,9,10.1,?,?,?,109
282.355703,101430.006951,7.4,8.5,1.4,6.25,4.49,?,1008.9,9.5,10.1,?,?,?,114
283.087134,101540.524002,4,4.7,1.73,6.67,5.23,?,1009.2,10.1,10,?,?,?,113
283.322112,101575.04075,3.8,4.6,1.33,16,5.75,?,1010.3,11.3,10.3,?,?,?,108
283.136464,101608.320821,5.9,6.8,1.34,16,5.34,?,1010.8,10.7,10.4,?,?,?,119
282.778897,101599.209425,3.8,4.8,1.25,6.25,5.39,?,1011.1,9.5,10.2,?,?,?,61
283.136082,101579.110375,3.4,4.2,1.26,16,5.35,?,1011.4,10.6,10.2,?,?,?,65
282.995575,101561.145796,2.5,3.4,0.97,14.81,5.29,?,1011.7,10.7,10.8,?,?,?,359
282.498271,101545.006227,3.8,4.7,1.01,16,4.89,?,1011.4,10.6,10.7,?,?,?,296
282.677017,101654.928811,4.1,4.7,0.77,16,5.98,?,1012.5,10.6,10.5,?,?,?,250
283.122031,101747.809317,5.8,7.4,0.88,14.81,4.43,?,1014.5,11.5,10.6,?,?,?,216
282.945424,101871.035402,9.4,11.4,1.18,4.55,3.83,?,1016,10,10.5,?,?,?,162
282.481707,101558.039303,9.7,12,1.53,5.56,4.34,?,1014.2,9.5,10.4,?,?,?,146
281.952054,101256.972773,14,17,3.05,6.67,5.29,?,1009.9,9.4,10,?,?,?,146
282.404874,100983.103743,14.3,17.3,4.29,9.09,6.65,?,1007.9,8.9,9.6,?,?,?,155
282.571407,100984.200672,12.5,14.9,3.94,10,6.64,?,1007.6,9.1,9.6,?,?,?,149
283.05635,100918.53361,11,13.6,3.55,9.09,6.13,?,1006.1,9,9.4,?,?,?,147
282.955727,100771.074506,9.4,11.2,2.85,8.33,5.89,?,1003.9,9.1,9.2,?,?,?,155
282.937356,100906.09046,9.6,11.9,2.92,9.09,5.99,?,1005.6,9,9.1,?,?,?,193
283.35866,101306.301113,6.7,8.3,2.33,7.69,5.59,?,1008.9,9.5,8.9,?,?,?,212
283.046563,101641.015962,5.3,6.4,1.98,7.69,5.64,?,1012.6,9.6,9,?,?,?,225
282.933403,101977.703164,5.9,8.3,1.76,7.14,5.42,?,1016.4,9.6,9,?,?,?,228
283.219966,102274.063744,6.3,7.6,1.47,7.14,5.28,?,1019.1,9.4,9.2,?,?,?,220
282.881898,102552.93721,4.8,5.7,1.4,7.14,5.08,?,1021.9,9.7,9.4,?,?,?,241
282.807004,102793.480128,4.3,5.4,1.16,6.67,5.47,?,1024.5,10,9.5,?,?,?,256
282.829664,102962.584905,2.5,3,1.06,6.25,5.5,?,1026.9,9.9,9.5,?,?,?,251
282.704353,103049.230674,3.4,4,0.9,7.14,5.29,?,1027.9,9.6,9.4,?,?,?,196
282.762646,102843.17999,8,9.7,1,3.23,3.76,?,1026,8.8,9.5,?,?,?,170
283.254673,102358.060861,12.7,14.9,2.07,5.56,4.55,?,1020,8.8,9.3,?,?,?,151
283.769705,101964.371844,8.7,10.5,2.2,6.67,5.29,?,1017.3,9.7,9.3,?,?,?,193
