@relation 'Station 46001_X150.214.94.234.71.3.2_1.arff'

@attribute air numeric
@attribute pres numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute WVHT numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric
@attribute WDIR numeric

@data
284.771939,101513.387445,10.8,13.2,3.4,11.43,6.59,?,1012.3,11.1,10.8,?,?,?,169
284.972504,101354.095979,8.4,10,2.79,10,6.49,?,1011.5,10.7,11,?,?,?,165
285.577889,101046.092354,10.5,12.7,2.93,10.81,6.29,?,1009.1,11.3,10.8,?,?,?,163
285.957941,100929.738876,12.9,15.3,2.83,6.67,5.66,?,1006.7,11.7,10.9,?,?,?,163
286.076417,100889.105613,13.7,16.1,3.49,9.09,6.39,?,1007.2,12.5,10.8,?,?,?,180
285.313382,101194.319077,10.7,13.3,3.38,9.09,6.3,?,1009.2,12,10.8,?,?,?,183
285.470971,101190.562412,9.7,12.1,3.76,10,7.03,?,1008.9,11.8,10.8,?,?,?,166
284.905534,101008.798624,11.8,14.3,3.45,9.09,6.38,?,1007.6,11.7,10.9,?,?,?,169
284.742285,101070.584839,7.7,9.1,3.17,10,6.49,?,1007.4,11.3,10.8,?,?,?,178
284.083233,101078.21005,4.5,5.7,3.04,10,7.23,?,1007.7,10.7,10.8,?,?,?,162
284.154215,101069.503862,4.8,5.6,2.61,10.81,6.93,?,1007.7,10.8,10.7,?,?,?,138
284.594329,100727.711714,10.6,13.2,2.37,10,5.92,?,1003.7,12.1,10.9,?,?,?,127
285.280231,100309.807381,13.5,15.7,3.06,6.67,5.51,?,999.4,12,10.9,?,?,?,131
284.877381,99825.198201,14.8,18.6,3.82,7.69,6.35,?,995.6,11.7,11,?,?,?,131
284.662843,99481.665852,14.6,17.9,4.03,9.09,6.49,?,990.2,12.1,10.9,?,?,?,131
284.587461,99477.158294,9.3,11.2,3.67,9.09,6.88,?,993.2,11.5,11,?,?,?,145
284.439008,99406.599084,11.2,15.3,3.36,9.09,6.36,?,990.9,11.6,11,?,?,?,134
283.77378,99291.462109,9.1,10.9,3.39,8.33,6.45,?,987.7,10.9,11,?,?,?,155
283.496906,99720.270469,9,11.9,3.87,11.43,7.69,?,994,10.6,11,?,?,?,191
283.960914,100370.212852,4.2,5.7,3.63,10.81,7.56,?,998.2,10.4,10.9,?,?,?,244
283.621248,100984.628163,10.2,12.6,3.37,12.12,7.61,?,1005,11,11,?,?,?,267
283.126704,101531.066342,10.9,13.8,3.85,10.81,7,?,1011.9,10.2,11,?,?,?,270
282.773519,101866.598264,8.6,10.6,3.04,9.09,6.57,?,1015.6,9.7,11,?,?,?,246
282.111815,101885.055381,6.4,7.7,2.63,8.33,6.47,?,1015.8,9.2,11,?,?,?,189
282.325241,101436.274056,11.7,14,2.11,9.09,5.24,?,1012.3,9.5,10.9,?,?,?,150
283.460829,100637.668677,15.4,18.5,3.29,7.69,5.67,?,1004.1,10.2,10.8,?,?,?,132
283.81196,100024.206807,11,13.7,3.93,9.09,6.72,?,996.3,10.8,10.7,?,?,?,131
283.296199,99288.309208,8.8,10.8,3.8,10,6.97,?,989,10.1,10.7,?,?,?,229
282.964813,99508.858543,11.6,14,3.55,10,6.46,?,992.3,10.1,10.7,?,?,?,215
282.822269,99799.115188,10.6,12.8,4.03,9.09,6.96,?,995.9,10.1,10.8,?,?,?,194
283.157893,99511.265012,10,13.2,4.53,10.81,7.8,?,993.6,9.9,10.7,?,?,?,152
283.167101,97715.753109,20.4,25.8,5.8,8.33,7,?,971.1,9.5,10.6,?,?,?,116
282.243384,96831.187945,20,26.5,9.08,11.43,9.25,?,964.5,9.4,10.3,?,?,?,164
283.242942,96889.469437,18.3,23.7,8.52,12.9,9.72,?,961.7,9.1,10,?,?,?,181
282.370715,97122.464018,17.1,22.4,7.61,12.9,8.89,?,966.6,9.4,9.8,?,?,?,198
283.26119,97815.375357,12.7,15.5,6.16,12.9,8.64,?,972.8,9.4,9.8,?,?,?,223
283.525352,98528.153942,12.3,14.6,4.59,9.09,7.23,?,981.7,9.9,9.6,?,?,?,228
282.839612,99067.851041,11.1,13.5,4.25,12.12,7.2,?,988.2,9.5,9.5,?,?,?,232
282.260328,99625.624272,9.7,12.1,3.97,11.43,7.1,?,993.1,9.3,9.3,?,?,?,234
281.485884,99871.779649,10.6,12.6,4,10.81,7.07,?,996.3,8.5,9.2,?,?,?,241
280.964431,100271.068729,10,12.1,3.82,10,7.13,?,998.7,8.1,9.2,?,?,?,250
280.443508,100620.657588,7.5,15.5,3.39,10,6.91,?,1003.1,6,9.3,?,?,?,249
280.237175,100936.654529,9.5,11.5,2.89,9.09,5.89,?,1005.8,7,9.3,?,?,?,246
280.317128,101102.020835,7.9,9.8,2.37,10,6.19,?,1008.4,6.6,9.1,?,?,?,207
280.997438,101218.9502,8.3,9.7,2,7.69,5.12,?,1008.3,7.4,9.3,?,?,?,193
280.054985,101449.235013,10.4,13.3,2.45,7.14,5.61,?,1010.8,6.7,9.2,?,?,?,267
280.199565,101714.789062,10.2,12.3,2.61,7.14,5.73,?,1013.7,6.7,8.6,?,?,?,259
280.429631,101945.459042,9.2,11.2,2.72,8.33,5.83,?,1015.4,6.9,8.7,?,?,?,272
280.689965,102079.769369,6.5,7.9,2.03,7.69,5.53,?,1016.2,6.5,8.8,?,?,?,303
280.65663,102361.680985,9.1,10.8,1.61,6.67,4.65,?,1019,7.5,8.7,?,?,?,309
280.618731,102797.008921,8.5,10.3,1.62,5,4.7,?,1023.5,7.5,8.6,?,?,?,303
281.626708,103245.231954,7.6,8.7,1.59,6.67,4.82,?,1028.7,8.2,8.7,?,?,?,277
281.916697,103480.073237,7.7,9.1,1.61,5.26,4.62,?,1031.2,8.9,8.8,?,?,?,230
281.838462,103593.631695,7.5,8.6,1.38,7.14,4.69,?,1032.9,8.8,8.7,?,?,?,206
281.983912,103496.155807,7.2,8.8,1.48,6.25,4.71,?,1032.2,8.6,8.6,?,?,?,172
282.449283,102236.657736,14.1,17.6,3.41,7.69,5.6,?,1016.7,8.2,8.5,?,?,?,137
282.434272,102194.125352,6.3,8,3.36,10,7.16,?,1016.7,8.4,8.7,?,?,?,244
282.56174,102509.059067,5,6.3,3.56,10.81,7.47,?,1020.9,7.6,8.7,?,?,?,253
283.068328,102467.595301,4.5,5.6,3.31,12.9,8.01,?,1021.3,8.3,8.7,?,?,?,151
283.776569,102273.656585,7.9,9.4,2.44,9.09,6.92,?,1019.9,9.7,8.7,?,?,?,176
283.785643,102173.916884,9.8,11.4,2.57,12.12,5.72,?,1019.3,9.9,8.8,?,?,?,185
283.857076,102222.900734,8.4,10.3,2.31,7.14,5.91,?,1019.5,9.8,8.7,?,?,?,187
283.704345,102353.128306,10.6,12.7,2.76,7.14,5.45,?,1020,9.9,8.7,?,?,?,191
283.914775,102645.655781,6.7,8.1,2.55,8.33,6.17,?,1023.3,9.5,8.7,?,?,?,206
283.303398,102882.433087,6.8,8,2.75,9.09,6.45,?,1025.2,9.4,8.9,?,?,?,189
283.397195,102952.021946,8,9.8,2.8,10,6.81,?,1026,9.7,8.7,?,?,?,186
283.509547,102912.725137,10.3,12.5,3.06,12.9,7.03,?,1026.6,10,8.9,?,?,?,180
283.481528,102883.152086,12.5,15.3,3.32,7.69,6.14,?,1027.3,9.6,8.8,?,?,?,190
282.965718,102972.691299,9.2,10.9,3.23,10.81,6.67,?,1027.6,9.2,8.8,?,?,?,183
283.147756,102898.734146,10.7,13.1,2.88,9.09,6.04,?,1026.7,9,8.9,?,?,?,183
282.627353,102966.766025,7.5,8.8,2.76,9.09,6.08,?,1026.8,9,8.8,?,?,?,198
282.927082,103024.730603,6.8,8.2,2.28,10.81,6.06,?,1027,9.1,9,?,?,?,194
282.80553,103045.868472,6.7,8.4,1.85,7.69,5.27,?,1027.8,8.8,8.9,?,?,?,189
283.093081,103162.000312,5.3,6.7,1.61,8.33,6.27,?,1028.7,8.9,8.9,?,?,?,210
282.198508,103151.050727,5.5,6.2,1.71,7.69,5.44,?,1029.3,8.2,9,?,?,?,176
282.748215,103247.067707,3.7,4.6,1.2,7.69,5.53,?,1028.9,7.6,8.9,?,?,?,172
281.373331,103083.216707,4.9,5.7,1.48,7.14,5.67,?,1028.1,7.2,9,?,?,?,149
281.59532,103103.914941,3.2,4.1,1.22,8.33,5.21,?,1027.2,7,8.9,?,?,?,203
281.398072,102965.379191,4,5.1,1.53,8.33,6.64,?,1025.8,7.1,9,?,?,?,196
281.582206,102881.383968,3.9,4.9,1.42,6.25,5.92,?,1025.2,7.2,9.1,?,?,?,230
281.423604,102771.651997,3.1,3.9,1.31,8.33,6.34,?,1024.5,6.9,9.1,?,?,?,246
280.876238,102649.366442,3.1,3.9,1.35,14.81,7.1,?,1023.8,6.2,9.1,?,?,?,264
280.68988,102574.603058,1.4,2.3,1.26,10.81,6.55,?,1022.5,5.7,9.1,?,?,?,241
281.709408,102454.459946,1.4,1.9,1.43,14.81,8.16,?,1021.2,9.4,9.4,?,?,?,232
281.237024,102192.863919,1.8,2.2,1.5,10,7.71,?,1019.2,9,9.4,?,?,?,151
281.916044,101968.60601,3.4,4,1.51,10,8.83,?,1016.7,9.1,9.2,?,?,?,95
281.0472,101629.554377,5.4,6.4,1.85,11.43,7.59,?,1013.5,7.1,9.1,?,?,?,91
281.313147,101345.665934,5.8,7.3,1.88,10.81,6.63,?,1010.5,7.9,9.2,?,?,?,104
282.106355,101066.808036,6.2,7.4,2.19,10.81,6.55,?,1006.9,8.4,9.2,?,?,?,85
282.420334,100764.868167,6.8,8.5,2.04,10.81,5.95,?,1003.9,8.7,9.3,?,?,?,81
282.325719,100387.169288,8,9.5,2.13,10,5.62,?,1000.5,8.7,9.2,?,?,?,85
282.480798,100029.37247,6.9,8.5,2.34,10.81,6.3,?,997,8.9,9.3,?,?,?,86
282.785056,99598.058135,7.7,9.7,2.21,10.81,6.24,?,992.1,9.3,9.3,?,?,?,63
283.090353,99135.091265,7.4,9,2.37,11.43,6.34,?,987.3,9.5,9.4,?,?,?,84
282.878804,98804.622991,7.5,8.7,2.44,7.69,5.95,?,982.8,9.4,9.3,?,?,?,107
282.429991,98595.932167,5.7,6.8,2.64,9.09,6.69,?,981.2,8.9,9.4,?,?,?,190
282.720237,98453.935407,9.9,12.4,2.72,6.67,5.77,?,980.8,8.9,9.3,?,?,?,206
282.313541,98304.194488,8.3,9.9,2.78,10,6.49,?,981.2,8.9,9.3,?,?,?,193
282.111655,98502.618742,9.3,11.1,3.53,13.79,7.52,?,982,9,9.3,?,?,?,193
282.356299,98435.715929,7.5,9.1,3.07,12.9,7.05,?,982.7,9.2,9.4,?,?,?,170
282.312074,98421.503116,5.2,6.4,2.64,12.12,7.45,?,982.4,9.1,9.4,?,?,?,142
281.614078,98370.847534,4.1,5.3,2.52,10,7,?,980.9,8.8,9.4,?,?,?,270
280.609972,98536.050979,9.7,11.7,1.79,12.12,5.46,?,981.8,6.8,9.3,?,?,?,263
280.144504,98584.702941,7.1,8.9,2.64,8.33,6.15,?,982.8,6.4,9.4,?,?,?,227
279.251654,98427.028952,7.2,8.8,2.41,8.33,5.9,?,981.1,5.4,9.4,?,?,?,198
279.462785,98289.14719,8.9,10.6,3.24,9.09,6.41,?,978.4,5.7,9.5,?,?,?,192
279.294227,98421.054582,6.4,9.1,2.85,9.09,6.99,?,978.8,6.1,9.4,?,?,?,285
278.940721,98678.344515,10.2,12.5,2.94,10,6.71,?,980.2,6.9,9.4,?,?,?,289
278.498983,99019.110531,10.9,13.9,3.58,10,6.94,?,984.3,6,9.3,?,?,?,321
277.219582,99646.136174,9.7,11.3,3.77,10.81,6.8,?,990.9,4,9.3,?,?,?,281
277.021541,100153.110084,16.8,21.4,5.82,12.12,7.74,?,996.8,3.3,9.2,?,?,?,274
276.907098,100485.450927,13.9,16.6,5.29,10.81,7.67,?,1000.2,3.3,9.1,?,?,?,254
276.063149,100655.917115,11.5,14,4.06,9.09,6.61,?,1002.2,2.5,9,?,?,?,254
276.955262,100752.131713,6.6,8.9,3.3,10,6.66,?,1003.2,3.2,9,?,?,?,279
277.14096,100816.470235,7.4,9.3,3.09,10,7.01,?,1004.1,2.9,8.9,?,?,?,309
277.821043,100946.699952,12.7,15.3,3.3,9.09,5.96,?,1003.1,4.5,8.9,?,?,?,304
277.788759,101013.149708,11.5,13.4,2.69,8.33,5.83,?,1005.6,4.9,8.9,?,?,?,311
277.705513,101117.547366,8.5,10.1,2.26,8.33,5.59,?,1007,4.2,8.8,?,?,?,273
277.70843,101162.47851,2.7,3.9,2.23,10,6.31,?,1007.3,2.6,8.8,?,?,?,334
278.200877,101157.117846,0.9,2,1.76,6.67,5.84,?,1006.1,3.1,8.8,?,?,?,210
278.075577,101107.907159,9.2,11.4,2.21,9.09,5.49,?,1005.7,4.8,8.7,?,?,?,315
278.204105,101231.626381,11.1,13.3,2.66,7.69,5.86,?,1006.3,4.5,8.7,?,?,?,355
278.438229,101446.032744,10.1,12.4,2.72,7.69,5.56,?,1008.4,5.2,8.6,?,?,?,328
278.641676,101747.323542,10.2,13.8,2.54,6.67,5.48,?,1011,5.6,8.6,?,?,?,340
278.978508,101988.132402,9.2,11.3,2.82,8.33,5.54,?,1014.2,5.2,8.4,?,?,?,311
279.331978,102209.851259,8.5,10.2,2.37,7.69,5.58,?,1016.5,6.2,8.4,?,?,?,352
278.976033,102327.582623,6,7.6,2.13,7.14,5.48,?,1018.3,5.9,8.3,?,?,?,324
279.498373,102407.450846,9.4,11.2,2.07,7.69,5.56,?,1018.3,6.6,8.3,?,?,?,348
279.257721,102509.151566,9.6,11.5,2.47,6.67,5.53,?,1019.6,6.5,8.3,?,?,?,5
279.358544,102649.233697,9.6,11.5,2.76,7.69,5.87,?,1020.8,6.4,8.2,?,?,?,6
279.004087,102840.19364,5.1,6.5,2.27,7.69,5.75,?,1023.2,5.7,8.2,?,?,?,49
279.506805,102978.455961,2.1,3.4,1.88,7.14,5.67,?,1025.1,6.3,8.2,?,?,?,73
278.461097,102961.444465,0.3,0.9,1.82,6.67,6.19,?,1025.3,5.1,8.2,?,?,?,59
278.588546,102864.395526,4.9,6.6,1.6,8.33,5.93,?,1024,5.8,8.2,?,?,?,274
279.01628,102741.082729,4.8,6.2,1.53,8.33,5.94,?,1022.9,5.3,8.2,?,?,?,328
278.818972,102587.351061,5.5,6.8,1.11,7.69,5.39,?,1021.5,3.6,8.3,?,?,?,25
278.706831,102536.93992,1.5,3.5,1.03,7.69,5.52,?,1020.2,5,8.2,?,?,?,340
278.769988,102446.336022,1.7,2.7,0.94,7.69,5.89,?,1020.2,5.6,8.2,?,?,?,48
278.746418,102508.463932,2.1,3.1,1.07,5.56,5.28,?,1020.5,5.9,8,?,?,?,62
279.450681,102568.868213,2.2,3.3,1,5.88,5.47,?,1021.3,6.1,8.2,?,?,?,38
279.436127,102663.430133,6,7.3,0.96,6.25,4.61,?,1022.2,4.6,8.1,?,?,?,35
280.289891,102686.781,5.1,6.2,0.87,5.56,4.41,?,1023.3,5.7,8.1,?,?,?,86
279.954206,102773.726415,4,5.3,0.89,5.56,4.55,?,1023.7,6.2,8.1,?,?,?,77
280.741727,102865.925123,1.3,2.4,0.77,6.67,4.51,?,1025.2,6.1,8.1,?,?,?,155
280.445792,102925.91146,3.3,4.4,0.8,5.56,4.84,?,1026,6.5,8.1,?,?,?,87
279.968785,102859.149614,2.8,3.3,0.8,6.67,3.96,?,1025,5.7,8.1,?,?,?,95
280.06046,102811.31112,5.9,6.8,0.73,6.25,4.03,?,1024.8,6.3,8.1,?,?,?,81
280.504104,102869.185596,11,13.5,2.14,5.88,4.77,?,1024.9,7.2,8.1,?,?,?,88
280.128664,102982.964765,9.8,11.4,2.7,7.69,5.88,?,1026.6,6.8,8.2,?,?,?,92
279.774128,102843.61831,8.5,10,3.28,11.43,7.02,?,1025.5,6.6,8.1,?,?,?,92
279.632746,102494.19035,9.8,11.3,3.08,10.81,6.32,?,1022,6.7,8.3,?,?,?,99
279.121008,102042.718129,12.2,15,3.03,10.81,5.94,?,1017.8,6.5,8.2,?,?,?,97
279.591416,101799.980735,9.6,12.4,3.18,10,6.18,?,1015.8,6.4,8.2,?,?,?,95
279.11563,101593.276614,10.6,13.3,2.92,9.09,6.02,?,1013.2,6.2,8.2,?,?,?,75
279.544991,101560.880674,8.6,11.3,2.77,9.09,6.2,?,1012.4,6.3,8.2,?,?,?,78
279.478366,101619.873955,8.4,10.6,2.47,8.33,5.83,?,1013,6.4,8.2,?,?,?,97
278.916044,101716.224419,7.2,10.2,2.39,8.33,5.95,?,1014.1,6.2,8,?,?,?,103
279.310289,101815.299832,5,7.2,2.32,8.33,6.85,?,1015.1,6.3,8,?,?,?,88
279.443905,101822.764385,2.8,4,2.58,11.43,7.37,?,1015.6,6.5,8.2,?,?,?,73
279.521511,101983.445941,3,4.3,2.23,10.81,7.9,?,1016.8,6.3,8.2,?,?,?,42
279.404718,102057.273403,2.6,4,2.17,10.81,7.69,?,1017.4,6.1,8,?,?,?,356
279.247302,101994.885784,4.5,6.8,1.41,10.81,6.76,?,1017.5,6.2,8.1,?,?,?,279
279.23981,101819.799324,9.9,13.2,1.76,10,4.98,?,1015.7,6.4,8.1,?,?,?,250
279.089902,101543.31144,12.2,14.7,2.49,6.25,5.41,?,1012.3,6.4,8,?,?,?,252
278.855285,101297.17017,10.6,12.9,2.68,6.67,5.56,?,1008.9,6.1,7.9,?,?,?,263
277.161881,101065.876744,5.5,7.2,2.27,8.33,6.06,?,1007,4.5,7.9,?,?,?,331
275.743191,100887.009897,10.5,13.8,2.91,8.33,6.14,?,1005.6,2.4,7.9,?,?,?,303
275.534482,100794.387846,9.3,11.5,3.1,10,6.42,?,1004.6,2.1,7.9,?,?,?,288
275.153861,100574.42407,7.9,10.6,2.85,9.09,6.5,?,1002.1,2,7.8,?,?,?,299
274.892831,100402.449629,7,8.7,2.23,8.33,6.07,?,999.5,2.4,7.7,?,?,?,247
274.809464,100274.50051,7.2,8.9,2.55,8.33,6.15,?,999.3,0.2,7.7,?,?,?,267
274.749869,100416.59122,5.4,10.6,1.85,7.69,5.6,?,1000.6,1.6,7.7,?,?,?,230
275.133817,100372.824147,4.4,6,1.4,7.14,5.33,?,1000.3,2.7,7.6,?,?,?,120
279.30412,99784.006249,13.7,17.5,1.91,5,4.31,?,995.8,4.4,7.6,?,?,?,87
280.889899,99038.148601,16.8,20.6,4.64,9.09,6.68,?,988.2,6.8,7.6,?,?,?,83
280.911157,98246.429502,16.4,21,5.27,10.81,7.13,?,980.3,7.7,7.5,?,?,?,82
280.994093,97675.197831,13.4,16.1,7.33,11.43,8.72,?,972.7,7.6,7.4,?,?,?,122
280.077162,97653.520263,13.5,16.7,5.71,12.9,7.79,?,975.1,6.1,7.3,?,?,?,122
279.685798,97771.617412,16.5,20.1,6.14,12.12,7.97,?,973.9,6.7,7.3,?,?,?,109
279.465375,97722.01115,17.6,21.7,7.29,12.9,8.86,?,972.9,6.5,7.2,?,?,?,107
279.891933,97845.850923,12,14.5,6.11,12.9,8.4,?,973,7,7.2,?,?,?,100
280.041377,98184.414734,11.1,14.1,4.99,12.12,7.96,?,975.5,7.3,7.1,?,?,?,70
279.981443,99066.650199,2.5,3.7,2.95,10.81,7.06,?,987.1,7,7,?,?,?,336
279.700467,99067.475736,5.3,6.6,2.74,10.81,7.49,?,986.8,6.8,7,?,?,?,29
279.843556,99090.315302,4.8,5.9,2.13,9.09,6.64,?,985.8,6.6,7.1,?,?,?,17
280.213154,99323.481731,6.1,8.5,1.94,9.09,6.2,?,988,6.5,7.1,?,?,?,1
279.878282,99805.969234,7.9,9.7,2.13,9.09,5.74,?,993.4,6.6,7.1,?,?,?,325
279.147417,100232.224386,3.3,4.5,2,6.25,5.75,?,998.5,5.6,7.1,?,?,?,311
278.392796,100427.493487,5.8,7.3,2.84,13.79,7.73,?,1000.7,5.9,7,?,?,?,237
277.54949,100681.737733,6.6,8.1,3.53,13.79,8.3,?,1003,3.5,7,?,?,?,262
277.310765,100770.940207,9.5,11.4,3.57,8.33,6.95,?,1003.5,3.3,7.2,?,?,?,231
276.232915,100888.995865,6.9,8.8,2.59,12.12,6.32,?,1004.1,2.5,7.1,?,?,?,248
276.738512,101020.685009,3.6,4.9,2.51,7.69,6.41,?,1005.1,1.9,7.1,?,?,?,127
277.478304,101378.617595,5,6.5,2.14,7.14,6.74,?,1007.6,3.1,7.1,?,?,?,24
278.933575,101939.171848,6.9,8.2,1.86,10.81,5.93,?,1013.6,6,7.1,?,?,?,16
278.675825,102380.744579,10.2,12.4,2.89,8.33,5.88,?,1018.5,4.8,7.1,?,?,?,321
278.083069,102742.442285,10,12,2.9,9.09,6.03,?,1023.1,4.7,7,?,?,?,320
278.310158,103097.406641,6.1,7.6,2.44,9.09,6.11,?,1026.1,4.9,7,?,?,?,309
277.540593,103276.584601,7.4,8.6,1.87,7.69,5.32,?,1028.1,4.4,7,?,?,?,268
278.220791,103207.204442,5.1,6.5,1.45,7.14,5.27,?,1029.3,4.4,7,?,?,?,232
279.388956,102850.097151,7.8,9.3,1.14,6.67,4.18,?,1026.5,5.4,7,?,?,?,170
280.287807,102524.359292,8.3,10.1,1.95,12.9,5.09,?,1022.1,7.1,7.2,?,?,?,191
280.496562,102336.070178,8.4,10,2.7,7.14,5.97,?,1020.4,7.2,7.2,?,?,?,217
280.49113,102016.469008,7.6,9.3,2.8,10,6.82,?,1018.5,6.5,7.1,?,?,?,187
280.438483,101423.262122,9.9,11.5,2.83,10,6.24,?,1013.2,7,7.1,?,?,?,152
280.249233,100704.242974,12.1,14,2.99,7.14,5.81,?,1005.3,7.1,7,?,?,?,148
280.344904,100179.832871,7.3,8.4,3.56,12.12,6.76,?,998.5,6.9,7,?,?,?,153
280.715385,99869.053241,3.6,4.7,3.32,12.12,7.51,?,995.1,6.5,6.9,?,?,?,223
280.399465,99691.69343,3.7,4.9,3.27,12.12,8.07,?,993.3,6.4,6.9,?,?,?,231
280.136604,99697.531316,2.6,3.4,2.94,9.09,7.31,?,993,6.5,7.1,?,?,?,271
280.159696,99740.538642,4.2,5.2,2.49,10.81,7.38,?,993.1,5.6,7.1,?,?,?,293
279.874636,99832.108561,4.7,5.7,2.74,10,7.21,?,994,5.9,7.1,?,?,?,269
279.982502,100079.950309,3.5,5.7,2.68,10,7.37,?,995.3,6,7.1,?,?,?,277
279.772277,100374.511988,2.3,2.9,2.53,9.09,7.18,?,998.6,5.5,7.1,?,?,?,345
279.973744,100873.24497,3.2,4.3,2.6,10,7.3,?,1003,6.3,7.1,?,?,?,8
280.373715,101291.070042,4.6,5.6,2.44,10,7.07,?,1008.3,7.1,7.1,?,?,?,357
279.991784,101719.907766,6.5,7.7,2.19,9.09,6.19,?,1013.2,6.9,7.1,?,?,?,350
280.236026,101953.625085,5.5,7,1.58,8.33,5.65,?,1015.3,6.8,7.1,?,?,?,261
279.441677,102074.126328,3.7,4.4,1.73,8.33,6.07,?,1016.8,5.2,7.1,?,?,?,314
279.116368,102136.120317,5.5,6.7,1.98,7.69,5.88,?,1017.7,6.3,7,?,?,?,270
279.056233,102006.321288,6.7,7.8,1.51,5.88,5.17,?,1017.4,5.5,7,?,?,?,255
279.823847,101592.26435,9.7,11.4,1.61,6.67,4.51,?,1013.9,5.6,7.1,?,?,?,207
280.514452,100950.557804,10.7,13.2,2.08,6.25,5.07,?,1007.1,6.4,7,?,?,?,182
279.711006,100650.234244,10.5,12.9,2.68,7.69,5.71,?,1003.6,6.2,7.1,?,?,?,260
278.939853,100297.302673,11,13.1,3.1,10,6.29,?,1000.6,6.1,7.1,?,?,?,227
279.62382,99936.134705,11.1,14.9,3.23,9.09,6.01,?,996.8,5.2,7,?,?,?,243
279.380669,99735.784061,12.1,14.5,4.56,16,7.6,?,994.6,6.4,7,?,?,?,228
279.209141,99673.468794,8.6,10.8,4.53,12.12,7.92,?,993.4,5.8,7.1,?,?,?,228
279.00545,99719.249989,5.2,7.6,4.32,16,8.88,?,993.8,5.4,7.1,?,?,?,219
279.422914,99723.096515,3.2,5,2.91,12.9,8.13,?,993,5.1,7.1,?,?,?,28
279.017652,99490.913267,5.2,7,3.04,13.79,8.39,?,990.9,5.2,6.9,?,?,?,38
279.728026,99430.974149,13.7,16.4,2.52,10,5.67,?,986.8,5.8,6.9,?,?,?,16
280.779889,99771.241309,11.2,14.5,3.75,7.69,6.49,?,990.9,6.7,6.9,?,?,?,45
279.769944,99858.341354,10.6,13.2,4.69,9.09,7.36,?,994.2,6.9,6.8,?,?,?,3
278.132587,99837.631158,8.8,10.6,3.3,10.81,6.66,?,995,4.9,6.9,?,?,?,325
277.07421,99585.722356,9.9,11.6,3.19,9.09,6.77,?,990.8,4.3,6.8,?,?,?,283
276.23471,99019.475416,7,9.8,2.25,9.09,5.81,?,987.2,2.9,6.8,?,?,?,294
276.710253,98612.915276,7.6,9.6,2.18,6.25,5.57,?,981.8,2,6.8,?,?,?,285
276.356497,98391.479279,0.8,1.5,1.71,7.14,5.56,?,979.7,3.1,6.8,?,?,?,299
276.463154,98336.69426,5.1,6.2,1.61,7.14,5.41,?,978.4,3.8,6.9,?,?,?,36
276.180564,98373.035777,0.8,1.9,1.74,7.14,5.49,?,978.7,3.5,6.9,?,?,?,11
276.633753,98379.541556,3.3,4.3,1.67,5.88,5.73,?,978.2,3.7,6.8,?,?,?,110
276.985722,98447.687558,7.1,9.6,1.95,7.69,5.76,?,978.5,3.7,6.7,?,?,?,116
277.200038,98506.225395,4.6,5.7,2.75,10.81,7.51,?,981,3.2,6.6,?,?,?,137
277.704467,98783.113085,6.9,8.9,2.61,9.09,7.15,?,983.5,4.9,6.8,?,?,?,60
278.522216,99034.14456,8.3,9.6,2.59,10.81,6.97,?,985,5.4,6.8,?,?,?,17
278.915682,99296.704762,11.3,14.3,2.8,10,6.12,?,988,5.7,6.8,?,?,?,62
279.331456,99646.565255,7.8,11.2,2.97,10.81,6.64,?,991.4,5.1,6.7,?,?,?,42
279.28039,99777.63767,9,10.7,3.64,10.81,7.03,?,991.9,6,6.7,?,?,?,359
279.652526,99780.205844,8.6,10.8,2.85,10.81,6.72,?,991.5,5.6,6.7,?,?,?,109
279.160373,99874.015653,8.7,10.6,2.61,9.09,5.87,?,992.3,5.7,6.7,?,?,?,94
279.213744,99960.618579,9.3,10.8,2.26,6.67,5.21,?,994.3,5.3,6.8,?,?,?,126
278.990245,100158.08663,6.1,7.6,1.83,8.33,5.44,?,997.5,5,6.7,?,?,?,135
279.163036,100221.818056,3.5,4.3,2,8.33,5.99,?,998.5,5.3,6.8,?,?,?,97
279.570767,100113.365364,11.4,13.4,2.22,5.56,5.18,?,996.6,6,6.7,?,?,?,66
279.791415,99635.404243,12.1,14.7,2.73,6.25,5.41,?,991.6,5.7,6.6,?,?,?,101
279.409965,99078.429907,16.7,21.5,4.83,8.33,6.63,?,985.6,6,6.6,?,?,?,60
278.762118,98585.085117,19.2,24.6,6.39,12.12,8.2,?,980,5.4,6.7,?,?,?,47
279.950148,98656.285185,16.2,20.6,8.49,14.81,9.41,?,980.3,5,6.4,?,?,?,40
280.117586,99129.32951,11.8,14.8,6.07,13.79,9.04,?,985.5,6.7,6.4,?,?,?,35
280.094669,99785.468877,10.6,13.2,4.92,10.81,7.81,?,990.8,6.4,6.3,?,?,?,26
279.856317,100225.245335,6.1,7.6,3.91,12.12,7.56,?,996.8,6.5,6.4,?,?,?,16
279.478753,100649.633118,2.6,3.5,4.5,10.81,8.24,?,1001.7,6.4,6.5,?,?,?,9
278.671963,101022.215197,9.8,12,3.4,10.81,6.92,?,1006.5,4.2,6.6,?,?,?,276
