@relation ns.arff

@attribute DATE numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute WVHT numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric

@data
1340884200,261,4.4,5.1,0.94,8.33,5.92,?,1009.6,9.9,9.6,?,?,?
1340887800,280,2.2,2.6,0.93,7.69,5.97,?,1009.8,9.9,9.6,?,?,?
1340891400,265,2.7,3.2,0.86,12.9,5.7,?,1010,10,9.5,?,?,?
1340895000,275,4.1,4.8,0.84,12.9,5.65,?,1010.1,10,9.5,?,?,?
1340898600,282,4.1,4.7,0.82,12.9,5.35,?,1010.3,10,9.5,?,?,?
1340902200,257,2.8,3.3,0.86,12.12,5.28,?,1010.3,10.3,9.5,?,?,?
1340905800,328,2.1,2.5,0.81,7.69,5.31,?,1010.7,10.5,9.5,?,?,?
1340909400,326,2.5,2.9,0.8,7.14,5.15,?,1011,11.1,9.6,?,?,?
1340913000,342,3.1,3.6,0.78,7.14,5.49,?,1011.2,11.5,9.8,?,?,?
1340916600,330,2.2,2.8,0.79,7.69,5.82,?,1011.5,10.6,9.8,?,?,?
1340920200,331,2.2,2.8,0.78,7.14,6.07,?,1011.8,10.7,9.9,?,?,?
1340923800,318,2.2,2.8,0.77,12.9,6.02,?,1012.1,11.2,10.2,?,?,?
1340927400,308,3,3.7,0.73,7.69,6.15,?,1012.2,11.2,10.3,?,?,?
1340931000,285,2.9,3.7,0.76,7.69,5.89,?,1012.5,11.1,10.3,?,?,?
1340934600,309,3.9,4.6,0.78,12.9,5.65,?,1012.6,10.7,10.3,?,?,?
1340938200,298,3.5,4.2,0.8,7.69,5.31,?,1012.7,10.7,10.1,?,?,?
1340941800,305,3.8,4.6,0.77,12.12,4.99,?,1012.8,10.7,10.1,?,?,?
1340945400,283,3.7,4.4,0.76,12.9,4.85,?,1012.8,10.7,10,?,?,?
1340949000,277,3.3,3.7,0.75,12.9,5.14,?,1013,10.7,10,?,?,?
1340952600,268,3,3.8,0.75,12.9,5.23,?,1013.3,10.4,10,?,?,?
1340956200,268,3.1,3.7,0.73,12.9,5.52,?,1013.4,10.4,9.9,?,?,?
1340959800,272,3.3,3.8,0.79,7.69,6,?,1013.4,10.6,9.8,?,?,?
1340963400,255,4.2,5.1,0.83,12.9,6.4,?,1013.4,10.3,10,?,?,?
1340967000,262,6.1,7.2,0.89,12.12,5.93,?,1013.4,10.3,9.9,?,?,?
1340970600,257,6.1,7.3,0.87,8.33,4.8,?,1013.4,10.1,9.7,?,?,?
1340974200,265,7.1,8.3,0.98,10,4.88,?,1013.4,10,9.6,?,?,?
1340977800,258,7.1,8.5,1.11,10,4.86,?,1013.3,9.8,9.6,?,?,?
1340981400,251,6.7,8,1.22,10,4.83,?,1013.1,9.9,9.7,?,?,?
1340988600,240,6.3,8,1.31,10,5.23,?,1013,10,9.7,?,?,?
1340992200,241,5.8,7,1.31,9.09,5.25,?,1013.1,10.3,9.6,?,?,?
1340995800,252,6.9,8.3,1.23,10,4.98,?,1013.1,11,9.6,?,?,?
1340999400,246,6,7.1,1.26,9.09,4.95,?,1013.3,10.4,9.7,?,?,?
1341003000,243,6.4,7.8,1.33,9.09,5.28,?,1013.2,10.3,9.7,?,?,?
1341006600,254,8,9.8,1.52,5.26,5.15,?,1013.5,10.4,9.7,?,?,?
1341010200,272,8.1,10.2,1.52,10,5.11,?,1014,10.6,9.8,?,?,?
1341013800,273,8.1,9.7,1.58,10,4.97,?,1014.2,10.4,9.8,?,?,?
1341017400,276,7.7,9.6,1.7,5.88,4.94,?,1014.3,10.3,9.8,?,?,?
1341021000,276,7.3,8.4,1.64,5.56,5.02,?,1014.4,10.3,9.8,?,?,?
1341024600,268,5.8,6.8,1.57,5.56,4.89,?,1014.3,10.2,9.8,?,?,?
1341028200,254,6.9,7.9,1.41,9.09,4.93,?,1014,10.1,9.8,?,?,?
1341031800,254,6.3,8.1,1.51,9.09,5.19,?,1013.9,10.1,9.7,?,?,?
1341035400,250,5.7,6.9,1.46,9.09,5.08,?,1013.6,9.9,9.7,?,?,?
1341039000,240,7,8.3,1.46,9.09,5.19,?,1014,9.8,9.7,?,?,?
1341042600,228,6,7.1,1.5,9.09,5.13,?,1014,9.8,9.7,?,?,?
1341046200,226,6.7,7.9,1.46,5.88,5.16,?,1013.6,9.6,9.7,?,?,?
1341049800,229,6.3,7.4,1.34,5.88,5.09,?,1013.5,9.5,9.7,?,?,?
1341053400,225,5.9,6.9,1.32,9.09,5.14,?,1013.3,9.4,9.7,?,?,?
1341057000,223,5.4,6.4,1.37,5.88,4.86,?,1013.1,9.3,9.7,?,?,?
1341060600,216,5.9,7.5,1.37,5.88,4.91,?,1012.7,9.2,9.7,?,?,?
1341064200,207,6,7.2,1.26,9.09,4.96,?,1012.4,9.2,9.7,?,?,?
1341067800,206,5.8,7.2,1.26,10,4.78,?,1012.1,8.8,9.7,?,?,?
1341071400,212,5.8,6.8,1.2,9.09,4.77,?,1011.8,8.6,9.7,?,?,?
1341075000,209,5.8,7.2,1.15,9.09,4.88,?,1011.6,8.5,9.7,?,?,?
1341078600,211,5.8,6.9,1.11,9.09,4.81,?,1011.4,8.8,9.7,?,?,?
1341082200,198,6.1,6.9,1.1,8.33,4.98,?,1011.4,8.6,9.7,?,?,?
1341085800,209,4.2,4.9,1.19,9.09,5.13,?,1011.4,8.7,9.7,?,?,?
1341089400,204,4.9,5.9,1.01,8.33,4.81,?,1011.3,9.1,9.7,?,?,?
1341093000,207,4.9,5.7,1.06,7.69,5.07,?,1011.3,9.4,9.8,?,?,?
1341096600,204,4.8,5.8,1,9.09,5.03,?,1011.2,9.5,9.8,?,?,?
1341100200,200,4.7,5.5,1.12,5,4.97,?,1011,9.5,9.8,?,?,?
1341103800,194,4.6,5.3,1.04,7.69,4.76,?,1010.7,9.2,9.9,?,?,?
1341107400,191,4.5,5.3,1.03,9.09,4.98,?,1010.4,9.3,9.9,?,?,?
1341111000,192,4.8,5.5,1.04,8.33,4.87,?,1010,9.4,9.9,?,?,?
1341114600,183,4.8,5.4,1.01,9.09,5,?,1009.5,9.3,9.8,?,?,?
1341118200,178,4.4,5.1,0.95,5.26,4.74,?,1009.4,9.2,9.8,?,?,?
1341121800,181,5.1,5.7,0.9,7.69,4.72,?,1009.2,9.2,9.8,?,?,?
1341125400,171,4.7,5.3,0.87,8.33,4.89,?,1009.3,9.2,9.8,?,?,?
1341129000,168,5.2,5.8,0.93,8.33,5.26,?,1009.1,9.3,9.8,?,?,?
1341132600,178,5.6,6.3,0.88,8.33,4.87,?,1008.9,9.2,9.8,?,?,?
1341136200,152,4.7,5.5,0.87,8.33,5.12,?,1008.8,9.2,9.8,?,?,?
1341139800,148,5.3,6,0.88,7.14,4.66,?,1008.7,9.1,9.7,?,?,?
1341143400,137,5.2,6.1,0.87,9.09,4.62,?,1008.7,9,9.7,?,?,?
1341147000,131,5,5.7,0.86,8.33,4.4,?,1008.5,9,9.7,?,?,?
1341150600,123,5.1,5.8,0.82,8.33,4.57,?,1008.5,9,9.7,?,?,?
1341154200,131,4.9,5.6,0.76,8.33,4.37,?,1008.6,9.3,9.7,?,?,?
1341157800,135,5.1,5.8,0.8,7.69,4.8,?,1008.7,9.2,9.7,?,?,?
1341161400,126,4.3,4.9,0.81,8.33,4.75,?,1009,9.4,9.7,?,?,?
1341165000,120,3.3,3.7,0.82,8.33,4.79,?,1009.2,9.5,9.7,?,?,?
1341168600,127,2.7,3.2,0.82,8.33,5.23,?,1009.4,9.9,9.8,?,?,?
1341172200,116,2.3,2.9,0.85,8.33,5.22,?,1009.7,10.2,9.9,?,?,?
1341175800,114,1.5,2.1,0.93,8.33,5.66,?,1010.1,10.3,10,?,?,?
1341179400,74,1.4,2.2,0.97,8.33,5.67,?,1010.6,10.4,10.2,?,?,?
1341183000,33,1.4,2,1.04,8.33,6.06,?,1010.9,10.3,10.5,?,?,?
1341186600,58,2.1,2.9,1.14,7.69,6.25,?,1011.2,10.8,10.7,?,?,?
1341190200,37,1.4,2.1,1.26,7.14,6.38,?,1011.6,11,10.9,?,?,?
1341193800,55,2.3,2.9,1.19,7.14,6.28,?,1012,11,11,?,?,?
1341197400,29,1.8,2.2,1.15,7.69,6.29,?,1012.3,11,11.1,?,?,?
1341201000,28,1.7,2.2,1.25,7.69,6.31,?,1012.6,11,11,?,?,?
1341204600,342,0.6,1.1,1.02,7.69,6.05,?,1012.8,11,11.2,?,?,?
1341208200,23,1,1.4,1.04,7.14,6.14,?,1013,10.3,11.1,?,?,?
1341211800,297,1.8,2.3,1.09,7.14,6.31,?,1013.4,10.4,11.1,?,?,?
1341215400,318,2.9,3.3,1.04,7.14,6.41,?,1013.8,10.4,10.9,?,?,?
1341219000,297,2.1,2.5,0.93,7.69,6.05,?,1014.1,10.5,10.8,?,?,?
1341222600,297,2.4,3.4,1,7.69,6.62,?,1014.3,10.7,10.6,?,?,?
1341226200,290,3,3.5,1,7.69,6.62,?,1014.5,10.7,10.6,?,?,?
1341229800,278,2.9,3.7,0.95,7.69,6.77,?,1014.8,10.7,10.3,?,?,?
1341233400,291,3.9,4.8,1.01,7.14,6.06,?,1014.8,10.6,10.3,?,?,?
1341237000,271,3.4,4.3,1,7.69,6.1,?,1015,10.5,10.3,?,?,?
1341240600,260,3.5,4.1,0.88,7.14,5.89,?,1015.2,10.5,10.4,?,?,?
1341244200,236,3.7,4.3,1.03,7.69,6,?,1015.3,10.5,10.2,?,?,?
1341247800,261,4.6,5.5,0.88,7.14,5.55,?,1015.3,10.5,10.1,?,?,?
1341251400,252,5.5,6.4,0.88,7.69,5.02,?,1015.4,10.7,10,?,?,?
1341255000,241,5.3,6.4,0.93,8.33,5.12,?,1015.4,10.2,10,?,?,?
1341258600,235,6.7,7.5,0.86,7.69,5.25,?,1015.2,10.6,10.1,?,?,?
1341262200,261,4.4,5.7,0.91,7.69,5.08,?,1015.3,9.8,10.1,?,?,?
1341265800,246,5.8,7,0.91,8.33,5.1,?,1015.4,10.1,10.2,?,?,?
1341269400,229,6,7,0.9,7.69,4.88,?,1015.3,10.7,10.1,?,?,?
1341273000,234,5,5.9,0.95,7.69,4.82,?,1015.5,10.5,10.2,?,?,?
1341276600,244,4.1,4.9,1.03,7.69,5.34,?,1015.2,10.8,10.3,?,?,?
1341280200,251,4.2,5.1,1.01,7.14,5.13,?,1015,10.1,10.2,?,?,?
1341283800,230,2.5,3.2,1.08,6.67,5.55,?,1014.7,10.1,10.2,?,?,?
1341287400,261,4.6,5.5,1.07,7.69,5.76,?,1014.7,9.8,10.3,?,?,?
1341291000,247,2.5,3,1.09,7.69,5.74,?,1014.4,9.7,10.3,?,?,?
1341294600,219,2.5,3.2,1.05,7.14,5.51,?,1014.2,9.7,10.3,?,?,?
1341298200,202,2.6,3.5,1.06,7.69,5.08,?,1014.2,9.9,10.2,?,?,?
1341301800,204,4,4.7,1.03,7.69,5.17,?,1013.8,9.9,10.2,?,?,?
1341305400,197,2.4,2.9,0.93,7.14,5.22,?,1013.5,9.4,10.2,?,?,?
1341309000,210,4.8,6.1,1.01,7.14,5.49,?,1013.2,9.8,10.2,?,?,?
1341312600,206,5.8,6.7,1.06,7.14,5.15,?,1013,9.9,10.3,?,?,?
1341316200,213,5.1,6.6,1.05,7.14,5.07,?,1012.7,9.8,10.3,?,?,?
1341319800,215,4.8,6,1.02,10,4.92,?,1012.7,9.3,10.2,?,?,?
1341323400,214,5.3,6.9,1.14,10,5.14,?,1012.7,9.6,10.2,?,?,?
1341327000,210,5.3,6.1,1.12,5.56,4.83,?,1012.6,9.6,10.2,?,?,?
1341330600,221,3.7,4.6,1.12,10,4.92,?,1012.8,9.6,10.2,?,?,?
1341334200,207,3.7,4.6,0.99,4.76,4.78,?,1012.7,9.7,10.2,?,?,?
1341337800,217,4.6,5.3,0.98,7.14,4.62,?,1012.8,9,10.2,?,?,?
1341341400,202,3.6,5.6,1.04,7.14,4.79,?,1012.6,9.1,10.2,?,?,?
1341345000,209,3.5,4.1,0.96,6.67,4.84,?,1012.7,9.6,10.2,?,?,?
1341348600,184,5.4,6,0.94,5.26,4.84,?,1012.6,9.9,10.2,?,?,?
1341352200,187,5.1,6,0.88,5.56,4.55,?,1012.8,9.9,10.2,?,?,?
1341355800,186,4.8,5.8,0.88,8.33,4.66,?,1012.9,10,10.3,?,?,?
1341359400,189,5.2,5.9,0.84,5.26,4.58,?,1013.2,10,10.4,?,?,?
1341363000,188,5.1,6.3,0.82,5.56,4.47,?,1013.2,9.9,10.4,?,?,?
1341366600,182,5.7,6.5,0.82,6.67,4.33,?,1013.1,9.9,10.2,?,?,?
1341370200,195,5.4,6.1,0.82,5.88,4.19,?,1013.1,9.7,10.2,?,?,?
1341373800,203,5,5.9,0.83,5.88,4.21,?,1013.1,9.7,10.2,?,?,?
1341377400,200,4.3,5.5,0.83,6.67,4.28,?,1013.2,9.7,10.1,?,?,?
1341381000,213,4.1,4.6,0.8,5.56,4.25,?,1013.3,9.4,10,?,?,?
1341384600,200,3.9,4.6,0.77,5.26,4.18,?,1013.2,9.4,10,?,?,?
1341388200,194,4.7,5.6,0.77,5.56,4.41,?,1012.9,9.6,10,?,?,?
1341391800,196,5.1,6.1,0.72,4.55,4.11,?,1013,9.8,10,?,?,?
1341395400,226,5.3,6.4,0.77,4.35,4.14,?,1012.8,9.4,10,?,?,?
1341399000,217,3.3,4.1,0.73,4.76,4.18,?,1012.7,9.2,9.9,?,?,?
1341402600,217,3.7,4.4,0.74,5.26,4.37,?,1012.6,9.5,9.9,?,?,?
1341406200,200,3.8,4.4,0.75,7.14,4.49,?,1012.4,9.6,9.9,?,?,?
1341409800,208,4.2,5.1,0.76,7.69,4.54,?,1012.4,9.7,9.9,?,?,?
1341413400,189,3.6,4.3,0.89,7.14,4.62,?,1012.4,9.6,9.9,?,?,?
1341417000,192,4.5,5.3,0.98,7.14,4.82,?,1012.4,9.5,9.9,?,?,?
1341420600,191,4.7,5.5,1,7.14,4.89,?,1012.3,9.7,9.9,?,?,?
1341424200,177,5,5.5,1.16,7.14,4.86,?,1012,9.7,9.9,?,?,?
1341427800,184,5.3,6.4,1.23,7.14,4.98,?,1011.9,9.7,9.9,?,?,?
1341431400,189,5.1,6.2,1.25,7.14,5.06,?,1011.5,9.7,9.9,?,?,?
1341435000,180,6.1,7.1,1.27,6.67,4.95,?,1011.3,9.8,9.9,?,?,?
1341438600,189,5.8,6.9,1.4,7.14,5.27,?,1011,9.9,9.9,?,?,?
1341442200,186,6.3,7.2,1.39,7.14,5.35,?,1010.6,9.9,9.9,?,?,?
1341445800,177,6.3,7.4,1.29,7.14,4.92,?,1010.2,9.8,9.9,?,?,?
1341449400,172,6.4,7.7,1.31,6.67,5.05,?,1009.9,9.9,9.9,?,?,?
1341453000,182,6.1,7.1,1.38,6.67,4.95,?,1009.5,9.6,9.9,?,?,?
1341456600,194,5.9,7.1,1.34,6.67,4.98,?,1009,9.5,10,?,?,?
1341460200,196,5.9,7,1.34,7.69,5.14,?,1008.6,9.8,9.9,?,?,?
1341463800,190,6.7,7.7,1.26,8.33,4.79,?,1008.4,9.7,10,?,?,?
1341467400,203,6.9,8.1,1.31,8.33,4.8,?,1008.2,9.7,9.9,?,?,?
1341471000,187,7.8,9,1.29,7.14,4.8,?,1008,9.5,9.9,?,?,?
1341474600,182,6,7,1.37,8.33,5.07,?,1008,9.4,9.8,?,?,?
1341478200,185,5.7,6.9,1.27,7.14,4.99,?,1007.5,9.6,9.8,?,?,?
1341481800,187,6.7,7.8,1.29,8.33,4.83,?,1007.2,8.9,9.8,?,?,?
1341485400,193,8,9.3,1.38,8.33,4.77,?,1006.8,8.6,9.8,?,?,?
1341489000,188,8.1,9.2,1.4,8.33,4.76,?,1006.3,9,9.8,?,?,?
1341492600,173,6.8,8.2,1.6,8.33,5.02,?,1006.2,8.8,9.8,?,?,?
1341496200,175,7.2,8.3,1.65,9.09,5.17,?,1006.2,8.8,9.8,?,?,?
1341499800,177,6.5,7.7,1.64,8.33,5.17,?,1006.1,9,9.8,?,?,?
1341503400,197,7.6,8.9,1.59,8.33,5.2,?,1006.1,9.5,9.7,?,?,?
1341507000,192,7.5,8.8,1.56,8.33,5.09,?,1006.2,9.2,9.7,?,?,?
1341510600,198,4.9,5.8,1.66,8.33,5.06,?,1006.4,9.4,9.8,?,?,?
1341514200,185,5.8,6.8,1.59,8.33,5.4,?,1006.5,10,9.8,?,?,?
1341517800,200,5.2,6.3,1.52,9.09,5.3,?,1006.5,10.1,9.8,?,?,?
1341521400,201,5.8,6.8,1.49,9.09,5.36,?,1006.7,10.2,9.9,?,?,?
1341525000,205,2.8,3.4,1.45,8.33,5.46,?,1007,9.7,9.9,?,?,?
1341528600,162,3.2,3.8,1.56,8.33,5.81,?,1007.1,10.2,9.9,?,?,?
1341532200,156,3.9,4.6,1.51,8.33,5.79,?,1007.4,10.3,10,?,?,?
1341535800,173,3.9,4.9,1.56,9.09,5.69,?,1007.4,10.3,10,?,?,?
1341539400,188,2.8,3.3,1.65,8.33,6.15,?,1007.4,10.1,10,?,?,?
1341543000,161,2.4,2.9,1.55,7.69,5.83,?,1007.3,9.8,10,?,?,?
1341546600,149,3,3.5,1.5,8.33,5.95,?,1007.4,10.5,10.1,?,?,?
1341550200,163,1.4,1.9,1.5,9.09,5.83,?,1007.6,9.6,10.1,?,?,?
1341553800,174,2.2,2.8,1.53,8.33,5.85,?,1007.8,9.6,10.1,?,?,?
1341557400,166,2.6,3.2,1.52,9.09,5.59,?,1007.9,9.5,10.1,?,?,?
1341561000,138,2.7,3.4,1.43,8.33,5.74,?,1007.9,9.5,10,?,?,?
1341564600,146,3.5,4.4,1.37,9.09,5.59,?,1007.8,9.5,10,?,?,?
1341568200,132,2.9,3.5,1.29,9.09,5.87,?,1007.7,9.5,10,?,?,?
1341571800,139,2.7,3.4,1.29,8.33,5.75,?,1007.4,9.4,10,?,?,?
1341575400,138,2.1,2.9,1.25,9.09,5.92,?,1007,9.1,10,?,?,?
1341579000,120,4,4.7,1.3,8.33,5.94,?,1006.8,9.3,9.9,?,?,?
1341582600,110,4.7,5.6,1.27,8.33,5.57,?,1006.7,9.2,9.9,?,?,?
1341586200,129,4.5,5.3,1.26,8.33,5.61,?,1006.6,9.1,10,?,?,?
1341589800,143,3.2,4,1.15,7.69,5.22,?,1006.4,9,9.9,?,?,?
1341593400,126,2.3,3,1.19,7.69,5.34,?,1006.3,9.1,9.9,?,?,?
1341597000,119,4.3,5,1.09,7.69,5.19,?,1006.2,9.1,9.9,?,?,?
1341600600,105,3.5,4.2,1.21,7.69,5.48,?,1006.2,9.1,9.9,?,?,?
1341604200,80,2.8,3.3,1.09,7.69,5.32,?,1005.9,8.8,9.9,?,?,?
1341607800,76,2.4,3.1,1.01,7.69,5.42,?,1005.8,8.9,10,?,?,?
1341611400,51,2.7,3.3,1.05,7.69,5.65,?,1005.6,9.2,10,?,?,?
1341615000,43,3,3.5,1.11,8.33,5.87,?,1005.4,8.9,10.1,?,?,?
1341618600,82,2.9,3.6,1.11,8.33,5.95,?,1005.2,9.1,10.1,?,?,?
1341622200,100,2.2,2.7,1,7.69,5.57,?,1005.3,9.4,10.1,?,?,?
1341625800,66,0.8,1.6,1.05,7.69,5.82,?,1005.2,8.8,10.1,?,?,?
1341629400,93,2.9,3.5,0.97,7.69,5.48,?,1005.1,8.9,10.1,?,?,?
1341633000,110,4.2,4.7,0.96,7.69,5.37,?,1005.1,8.9,10.1,?,?,?
1341636600,117,3.3,3.9,0.93,7.69,5.32,?,1005.2,8.9,10.1,?,?,?
1341640200,112,3.6,4.3,0.96,7.69,5.49,?,1005.1,9.1,10.1,?,?,?
1341643800,111,2.5,3.2,1.04,7.14,5.42,?,1005.3,9,10.1,?,?,?
1341647400,95,2.4,3.9,1.04,16,5.23,?,1005.3,9.2,10.1,?,?,?
1341651000,98,1.6,2.1,1.12,6.67,5.1,?,1005.2,8.7,10.1,?,?,?
1341654600,143,2.6,3.3,1.12,7.69,5.42,?,1004.9,8.8,10,?,?,?
1341658200,139,2.4,3.1,1.15,6.67,5.87,?,1004.9,9,10,?,?,?
1341661800,136,3.2,3.9,1.05,7.69,5.73,?,1004.9,9.1,10,?,?,?
1341665400,148,2.8,3.6,0.99,7.14,5.71,?,1005,9.2,10,?,?,?
1341669000,152,3.1,4.1,0.97,17.39,5.73,?,1005,9.2,10,?,?,?
1341672600,149,2.8,3.4,0.92,7.14,5.44,?,1005,9.6,10,?,?,?
1341676200,134,2.5,3,0.94,16,5.32,?,1005.2,9.7,10,?,?,?
1341679800,138,2.5,3.1,0.98,5.56,5.29,?,1005.3,9.9,10,?,?,?
1341683400,159,2.7,3.2,1,16,5.23,?,1005.5,10.2,10.1,?,?,?
1341687000,155,3.9,4.6,0.97,5,4.82,?,1005.7,10.6,10.2,?,?,?
1341690600,168,4.3,5,0.98,17.39,5.54,?,1006,10.5,10.3,?,?,?
1341694200,181,4.2,5,1.04,17.39,5.52,?,1006.4,10.6,10.3,?,?,?
1341697800,172,3.8,4.5,1.05,7.14,5.5,?,1006.8,10.6,10.3,?,?,?
1341701400,151,3.3,4.1,0.96,17.39,5.46,?,1007.2,10.8,10.4,?,?,?
1341705000,133,4.1,4.7,1.05,17.39,5.99,?,1007.5,10.9,10.4,?,?,?
1341708600,131,4.4,5.1,0.99,5.88,5.5,?,1007.7,11,10.4,?,?,?
1341712200,125,5.3,6.2,0.98,5.88,5.69,?,1008,11.2,10.3,?,?,?
1341715800,100,5.3,6.2,0.98,17.39,5.17,?,1008.2,11.9,10.3,?,?,?
1341719400,104,6.4,7.2,0.9,6.25,4.16,?,1008.2,11.1,10.2,?,?,?
1341723000,102,6.3,7.8,1.16,5.88,4.4,?,1008.3,10,10.2,?,?,?
1341726600,109,5.5,6.9,1.22,5.88,4.5,?,1008.7,9,10.1,?,?,?
1341730200,96,7.1,8.3,1.28,5.26,4.31,?,1008.9,9.1,10.2,?,?,?
1341733800,66,6.9,8.1,1.32,5.56,4.26,?,1008.6,9.2,10.1,?,?,?
1341737400,128,5.4,6.1,1.38,5.26,4.35,?,1008.6,9.8,10.1,?,?,?
1341741000,119,8,9.6,1.59,5.88,4.55,?,1008.9,9.8,10.1,?,?,?
1341744600,116,8.2,9.3,1.49,5.88,4.51,?,1009,9.4,10.1,?,?,?
1341748200,114,7.4,8.5,1.4,6.25,4.49,?,1008.9,9.5,10.1,?,?,?
1341751800,101,6.2,7.8,1.43,5.88,4.87,?,1009,9.5,10,?,?,?
1341755400,80,7.1,8.5,1.31,6.25,4.57,?,1008.9,9.3,10,?,?,?
1341759000,51,7.3,8.6,1.31,5.88,4.47,?,1008.9,9.2,10,?,?,?
1341762600,43,5.2,6.3,1.49,6.25,4.81,?,1008.6,9.8,10,?,?,?
1341766200,104,5.4,6.4,1.62,6.25,4.91,?,1008.8,10.1,10,?,?,?
1341769800,113,4,4.7,1.73,6.67,5.23,?,1009.2,10.1,10,?,?,?
1341773400,100,4.6,5.5,1.72,5.88,5.15,?,1009.3,10.4,10,?,?,?
1341777000,115,3.4,3.9,1.58,6.25,5.16,?,1009.7,10.7,10.1,?,?,?
1341780600,118,3.7,4.3,1.43,6.25,4.87,?,1009.8,10.9,10.2,?,?,?
1341784200,111,3.1,4,1.48,16,5.25,?,1009.9,11.1,10.2,?,?,?
1341787800,109,3.5,4.4,1.27,6.67,5.11,?,1010.1,11.3,10.3,?,?,?
1341791400,108,3.8,4.6,1.33,16,5.75,?,1010.3,11.3,10.3,?,?,?
1341795000,118,2.9,4,1.3,17.39,6.02,?,1010.3,11.7,10.6,?,?,?
1341798600,174,3.3,4.3,1.21,6.25,5.77,?,1010.4,11.7,10.8,?,?,?
1341802200,143,3.2,3.8,1.32,6.67,6.07,?,1010.3,10.9,10.8,?,?,?
1341805800,132,4.4,5.2,1.41,17.39,5.96,?,1010.6,10.9,10.7,?,?,?
1341809400,123,4.6,5.4,1.29,6.67,5.45,?,1010.7,10.6,10.5,?,?,?
1341813000,119,5.9,6.8,1.34,16,5.34,?,1010.8,10.7,10.4,?,?,?
1341816600,112,6.5,7.3,1.39,6.25,5.05,?,1010.9,10.3,10.3,?,?,?
1341820200,104,5.6,6.6,1.31,5.88,4.53,?,1011.4,10,10.3,?,?,?
1341823800,88,5.1,5.8,1.31,5.26,4.75,?,1011.4,9.7,10.3,?,?,?
1341827400,83,4.5,5.2,1.25,5.88,4.64,?,1011.3,9.5,10.3,?,?,?
1341831000,70,4.2,5.3,1.23,5.88,4.92,?,1011.2,9.5,10.2,?,?,?
1341834600,61,3.8,4.8,1.25,6.25,5.39,?,1011.1,9.5,10.2,?,?,?
1341838200,60,4.1,4.6,1.17,16,5.77,?,1011,9.7,10.2,?,?,?
1341841800,86,3.7,4.5,1.19,16,5.73,?,1011,9.6,10.1,?,?,?
1341845400,91,3.5,4.5,1.19,6.67,5.52,?,1010.8,10.2,10.1,?,?,?
1341849000,91,3.7,4.2,1.2,16,5.55,?,1011,10.7,10.2,?,?,?
1341852600,71,2.4,3.1,1.17,6.25,5.23,?,1011.1,10.7,10.2,?,?,?
1341856200,65,3.4,4.2,1.26,16,5.35,?,1011.4,10.6,10.2,?,?,?
1341859800,68,3.9,4.6,1.14,5.56,5.2,?,1011.5,10.7,10.3,?,?,?
1341863400,48,3.2,3.8,1.22,16,5.29,?,1011.7,10.9,10.3,?,?,?
1341867000,32,2.5,3.2,1.27,16,5.1,?,1011.8,10.6,10.4,?,?,?
1341870600,2,3.1,3.8,1.09,5.56,4.96,?,1011.8,10.4,10.6,?,?,?
1341874200,354,3.2,4.7,1.1,16,5.39,?,1011.8,10.6,10.8,?,?,?
1341877800,359,2.5,3.4,0.97,14.81,5.29,?,1011.7,10.7,10.8,?,?,?
1341881400,330,3.3,4.1,1.02,16,5.89,?,1011.6,10.8,10.9,?,?,?
1341885000,340,3.6,4.3,1.05,16,6.04,?,1011.3,11,10.9,?,?,?
1341888600,315,3.8,4.8,0.95,16,5.57,?,1011.3,11.3,11,?,?,?
1341892200,308,3.6,4.4,0.97,16,5.46,?,1011.2,10.8,10.9,?,?,?
1341895800,322,3.6,4.2,1.18,16,5.86,?,1011.3,10.8,10.8,?,?,?
1341899400,296,3.8,4.7,1.01,16,4.89,?,1011.4,10.6,10.7,?,?,?
1341903000,306,3.5,4.1,0.99,16,4.81,?,1011.7,10.5,10.6,?,?,?
1341906600,278,2.8,3.4,0.95,16,4.83,?,1011.8,10.4,10.5,?,?,?
1341910200,254,3.8,4.6,0.93,16,5.16,?,1012,10.5,10.5,?,?,?
1341913800,263,3.8,4.6,0.81,16,5.03,?,1012.2,10.5,10.4,?,?,?
1341917400,248,3.8,4.5,0.75,16,5.46,?,1012.4,10.5,10.5,?,?,?
1341921000,250,4.1,4.7,0.77,16,5.98,?,1012.5,10.6,10.5,?,?,?
1341924600,238,3.6,4.2,0.79,14.81,6.12,?,1012.9,10.7,10.4,?,?,?
1341928200,235,3.8,5.5,0.8,14.81,6.04,?,1013,10.9,10.5,?,?,?
1341931800,241,5.5,6.4,0.75,14.81,5.04,?,1013.3,10.8,10.5,?,?,?
1341935400,232,4.7,5.6,0.71,14.81,4.14,?,1013.7,11.8,10.5,?,?,?
1341939000,215,4.8,5.9,0.74,14.81,4.33,?,1014.1,11.5,10.6,?,?,?
1341942600,216,5.8,7.4,0.88,14.81,4.43,?,1014.5,11.5,10.6,?,?,?
1341946200,202,5.8,6.7,0.85,14.81,4.04,?,1014.8,11.8,10.6,?,?,?
1341949800,208,5.6,7.9,?,?,?,?,1015.3,10.6,11.8,?,?,?
