@relation 'Station 46001_X150.214.94.234.71.3.28.48_3.arff'

@attribute pres numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute WVHT numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric
@attribute WDIR numeric

@data
99690,0.707317,0.624561,0.435993,0.389332,0.459667,?,0.280884,0.371859,0.12963,?,?,?,0.927577
99870,0.692683,0.603509,0.461039,0.445126,0.492958,?,0.3342,0.296482,0.12963,?,?,?,0.874652
100540,0.658537,0.557895,0.349722,0.532802,0.413572,?,0.427828,0.341709,0.12963,?,?,?,0.821727
100840,0.482927,0.403509,0.352505,0.445126,0.460948,?,0.521456,0.396985,0.12963,?,?,?,0.729805
100660,0.746341,0.65614,0.282004,0.269773,0.322663,?,0.524057,0.492462,0.12963,?,?,?,0.545961
100780,0.385366,0.329825,0.364564,0.445126,0.513444,?,0.508453,0.442211,0.12963,?,?,?,0.657382
101140,0.053659,0.087719,0.394249,0.445126,0.59411,?,0.505852,0.371859,0.12037,?,?,?,0.601671
101150,0.6,0.526316,0.33859,0.494788,0.449424,?,0.462939,0.321608,0.12037,?,?,?,0.91922
101500,0.604878,0.54386,0.366419,0.622931,0.508323,?,0.524057,0.256281,0.12037,?,?,?,0.860724
101110,0.478049,0.435088,0.314471,0.575107,0.631242,?,0.518856,0.251256,0.12037,?,?,?,0.250696
100040,0.858537,0.764912,0.325603,0.240956,0.37516,?,0.3329,0.336683,0.12037,?,?,?,0.264624
98750,0.478049,0.42807,0.406308,0.389332,0.517286,?,0.174252,0.537688,0.12037,?,?,?,0.32312
97980,0.331707,0.301754,0.353432,0.445126,0.605634,?,0.124837,0.557789,0.12037,?,?,?,0.487465
97890,0.37561,0.340351,0.325603,0.494788,0.535211,?,0.085826,0.562814,0.12037,?,?,?,0.479109
98400,0.273171,0.305263,0.267161,0.389332,0.545455,?,0.13394,0.517588,0.12037,?,?,?,0.754875
99300,0.487805,0.438596,0.402597,0.445126,0.53137,?,0.291287,0.407035,0.12037,?,?,?,0.844011
100100,0.731707,0.677193,0.534323,0.575107,0.595391,?,0.404421,0.221106,0.111111,?,?,?,0.752089
101210,0.717073,0.645614,0.504638,0.575107,0.629962,?,0.537061,0.241206,0.111111,?,?,?,0.810585
102170,0.682927,0.57193,0.525046,0.532802,0.620999,?,0.652796,0.291457,0.111111,?,?,?,0.799443
102840,0.741463,0.659649,0.392393,0.445126,0.443022,?,0.736021,0.321608,0.111111,?,?,?,0.807799
103280,0.365854,0.375439,0.300557,0.445126,0.445583,?,0.810143,0.346734,0.111111,?,?,?,0.735376
103210,0.517073,0.463158,0.211503,0.303495,0.355954,?,0.816645,0.422111,0.111111,?,?,?,0.467967
102480,0.804878,0.726316,0.308905,0.303495,0.34443,?,0.716515,0.432161,0.111111,?,?,?,0.420613
100820,0.897561,0.859649,0.607607,0.494788,0.645327,?,0.550065,0.467337,0.111111,?,?,?,0.406685
100210,0.692683,0.614035,0.62987,0.622931,0.723431,?,0.472042,0.592965,0.12963,?,?,?,0.473538
100870,0.42439,0.403509,0.568646,0.532802,0.746479,?,0.53186,0.58794,0.12963,?,?,?,0.551532
100990,0.37561,0.361404,0.558442,0.622931,0.751601,?,0.551365,0.567839,0.12037,?,?,?,0.495822
100960,0.380488,0.354386,0.411874,0.677498,0.704225,?,0.544863,0.567839,0.12037,?,?,?,0.501393
100780,0.55122,0.463158,0.437848,0.677498,0.654289,?,0.526658,0.582915,0.12963,?,?,?,0.509749
100770,0.439024,0.396491,0.400742,0.622931,0.665813,?,0.517555,0.572864,0.12963,?,?,?,0.526462
100990,0.365854,0.315789,0.406308,0.622931,0.68886,?,0.513654,0.532663,0.12963,?,?,?,0.5961
101230,0.746341,0.680702,0.403525,0.622931,0.53009,?,0.527958,0.326633,0.12963,?,?,?,0.760446
101560,0.678049,0.610526,0.447124,0.532802,0.53009,?,0.583875,0.251256,0.12963,?,?,?,0.743733
101670,0.780488,0.708772,0.545455,0.389332,0.59411,?,0.626788,0.065327,0.12963,?,?,?,0.70195
102030,0.502439,0.480702,0.443414,0.532802,0.559539,?,0.647594,0.120603,0.12037,?,?,?,0.86351
102530,0.643902,0.561404,0.461039,0.532802,0.560819,?,0.684005,0.110553,0.12037,?,?,?,0.846797
103000,0.892683,0.8,0.567718,0.532802,0.580026,?,0.70091,0.201005,0.101852,?,?,?,0.844011
103380,0.760976,0.694737,0.504638,0.494788,0.585147,?,0.749025,0.21608,0.111111,?,?,?,0.885794
103800,0.77561,0.698246,0.40538,0.494788,0.460948,?,0.810143,0.251256,0.12037,?,?,?,0.883008
104300,0.634146,0.592982,0.383117,0.445126,0.458387,?,0.873862,0.301508,0.12963,?,?,?,0.908078
104580,0.585366,0.536842,0.353432,0.389332,0.455826,?,0.916775,0.326633,0.138889,?,?,?,0.880223
104830,0.458537,0.421053,0.329314,0.389332,0.417414,?,0.955787,0.40201,0.138889,?,?,?,0.938719
104930,0.307317,0.266667,0.21243,0.389332,0.391805,?,0.992198,0.407035,0.12963,?,?,?,0.871866
104990,0.507317,0.42807,0.2282,0.303495,0.314981,?,0.997399,0.366834,0.12963,?,?,?,0.857939
104900,0.458537,0.410526,0.172542,0.303495,0.265045,?,0.973992,0.361809,0.12963,?,?,?,0.883008
104890,0.356098,0.315789,0.173469,0.389332,0.31114,?,0.970091,0.452261,0.12963,?,?,?,0.955432
104870,0.278049,0.277193,0.159555,0.269773,0.318822,?,0.970091,0.427136,0.12963,?,?,?,0.972145
104640,0.37561,0.322807,0.163265,0.240956,0.316261,?,0.93238,0.422111,0.12037,?,?,?,0.871866
104610,0.512195,0.473684,0.19666,0.389332,0.293214,?,0.914174,0.386935,0.12037,?,?,?,0.033426
104420,0.541463,0.480702,0.226345,0.342735,0.290653,?,0.906372,0.386935,0.12037,?,?,?,0
104230,0.536585,0.491228,0.249536,0.389332,0.345711,?,0.869961,0.356784,0.12963,?,?,?,0.005571
104000,0.614634,0.554386,0.346011,0.445126,0.422535,?,0.785436,0.38191,0.12037,?,?,?,0.927577
103680,0.75122,0.670175,0.318182,0.389332,0.389245,?,0.778934,0.39196,0.12963,?,?,?,0.311978
103730,0.707317,0.617544,0.427644,0.389332,0.510883,?,0.814044,0.341709,0.111111,?,?,?,0.325905
103730,0.482927,0.470175,0.247681,0.303495,0.331626,?,0.819246,0.226131,0.111111,?,?,?,0.286908
103680,0.536585,0.445614,0.20872,0.303495,0.303457,?,0.806242,0.236181,0.101852,?,?,?,0.300836
103530,0.560976,0.480702,0.211503,0.389332,0.320102,?,0.777633,0.19598,0.12037,?,?,?,0.153203
103290,0.497561,0.445614,0.205009,0.303495,0.290653,?,0.747724,0.286432,0.12037,?,?,?,0.225627
102810,0.492683,0.407018,0.21243,0.342735,0.295775,?,0.694408,0.261307,0.111111,?,?,?,0.245125
102360,0.517073,0.442105,0.214286,0.303495,0.288092,?,0.626788,0.331658,0.111111,?,?,?,0.24234
101720,0.634146,0.557895,0.220779,0.303495,0.282971,?,0.53186,0.326633,0.111111,?,?,?,0.175487
101220,0.785366,0.712281,0.342301,0.342735,0.385403,?,0.43433,0.366834,0.111111,?,?,?,0.192201
100650,0.882927,0.77193,0.492579,0.494788,0.559539,?,0.342003,0.361809,0.111111,?,?,?,0.158774
100210,0.907317,0.810526,0.710575,0.622931,0.729834,?,0.263979,0.346734,0.101852,?,?,?,0.125348
99890,0.868293,0.796491,0.713358,0.677498,0.765685,?,0.217165,0.341709,0.111111,?,?,?,0.097493
99600,0.970732,0.863158,0.714286,0.622931,0.720871,?,0.182055,0.351759,0.111111,?,?,?,0.047354
99100,0.780488,0.712281,0.694805,0.677498,0.766965,?,0.172952,0.326633,0.111111,?,?,?,0.986072
98540,0.560976,0.515789,0.571429,0.677498,0.74904,?,0.157347,0.301508,0.111111,?,?,?,0.877437
98010,0.517073,0.470175,0.403525,0.622931,0.571063,?,0.119636,0.316583,0.101852,?,?,?,0.799443
97750,0.536585,0.463158,0.367347,0.342735,0.464789,?,0.10013,0.276382,0.101852,?,?,?,0.718663
97620,0.590244,0.57193,0.334879,0.342735,0.459667,?,0.078023,0.286432,0.092593,?,?,?,0.668524
97730,0.512195,0.445614,0.269017,0.677498,0.398207,?,0.109233,0.261307,0.101852,?,?,?,0.727019
98110,0.478049,0.477193,0.241187,0.622931,0.379001,?,0.148244,0.261307,0.092593,?,?,?,0.629526
98380,0.482927,0.42807,0.239332,0.269773,0.357234,?,0.172952,0.256281,0.092593,?,?,?,0.674095
98630,0.219512,0.217544,0.205937,0.532802,0.450704,?,0.202861,0.246231,0.092593,?,?,?,0.590529
98930,0.214634,0.235088,0.153989,0.389332,0.491677,?,0.219766,0.271357,0.092593,?,?,?,0.122563
99070,0.326829,0.298246,0.156772,0.494788,0.262484,?,0.215865,0.20603,0.083333,?,?,?,0.250696
98840,0.2,0.196491,0.144712,0.445126,0.355954,?,0.183355,0.296482,0.074074,?,?,?,0.685237
98640,0.419512,0.354386,0.179035,0.677498,0.421255,?,0.179454,0.251256,0.064815,?,?,?,0.473538
98390,0.37561,0.336842,0.190167,0.622931,0.422535,?,0.145644,0.296482,0.074074,?,?,?,0.573816
98130,0.268293,0.263158,0.19666,0.575107,0.412292,?,0.10013,0.276382,0.083333,?,?,?,0.760446
98070,0.42439,0.378947,0.149351,0.532802,0.314981,?,0.084525,0.336683,0.074074,?,?,?,0.835655
98230,0.687805,0.610526,0.309833,0.342735,0.390525,?,0.146944,0.336683,0.083333,?,?,?,0.816156
98670,0.736585,0.659649,0.367347,0.389332,0.402049,?,0.213264,0.120603,0.074074,?,?,?,0.707521
99260,0.702439,0.649123,0.524119,0.494788,0.583867,?,0.258778,0.105528,0.064815,?,?,?,0.70195
99980,0.907317,0.82807,0.62616,0.445126,0.681178,?,0.375813,0.045226,0.064815,?,?,?,0.743733
100600,0.84878,0.74386,0.61039,0.575107,0.678617,?,0.461638,0.035176,0.074074,?,?,?,0.752089
101030,0.868293,0.740351,0.554731,0.575107,0.59411,?,0.526658,0.140704,0.064815,?,?,?,0.729805
101300,0.678049,0.603509,0.386827,0.445126,0.459667,?,0.546164,0.155779,0.064815,?,?,?,0.732591
101670,0.687805,0.621053,0.337662,0.389332,0.398207,?,0.582575,0.110553,0.055556,?,?,?,0.721448
102140,0.643902,0.585965,0.392393,0.445126,0.473752,?,0.642393,0.060302,0.055556,?,?,?,0.763231
102490,0.356098,0.34386,0.305195,0.389332,0.472471,?,0.702211,0.035176,0.055556,?,?,?,0.78273
102600,0.273171,0.284211,0.234694,0.445126,0.444302,?,0.719116,0.140704,0.055556,?,?,?,0.64624
102450,0.297561,0.277193,0.187384,0.389332,0.380282,?,0.681404,0.19598,0.055556,?,?,?,0.479109
102190,0.434146,0.378947,0.137291,0.342735,0.294494,?,0.615085,0.326633,0.055556,?,?,?,0.211699
101650,0.463415,0.392982,0.16141,0.240956,0.21895,?,0.520156,0.472362,0.055556,?,?,?,0.256267
101080,0.604878,0.540351,0.218924,0.269773,0.263764,?,0.447334,0.467337,0.055556,?,?,?,0.13649
100860,0.57561,0.487719,0.284787,0.389332,0.37644,?,0.404421,0.487437,0.055556,?,?,?,0.125348
100710,0.517073,0.424561,0.245826,0.389332,0.340589,?,0.412224,0.457286,0.055556,?,?,?,0.064067
100700,0.243902,0.214035,0.235622,0.445126,0.441741,?,0.436931,0.437186,0.055556,?,?,?,0.988858
100590,0.073171,0.080702,0.269944,0.445126,0.549296,?,0.449935,0.447236,0.055556,?,?,?,0.779944
100250,0.229268,0.207018,0.279221,0.532802,0.674776,?,0.407022,0.452261,0.055556,?,?,?,0.445682
99700,0.44878,0.378947,0.235622,0.575107,0.507042,?,0.335501,0.462312,0.055556,?,?,?,0.384401
99440,0.419512,0.354386,0.229128,0.532802,0.417414,?,0.282185,0.452261,0.055556,?,?,?,0.364903
99320,0.180488,0.154386,0.217996,0.494788,0.523688,?,0.254876,0.487437,0.055556,?,?,?,0.520891
99330,0.453659,0.403509,0.305195,0.494788,0.46863,?,0.250975,0.487437,0.055556,?,?,?,0.662953
99540,0.346341,0.294737,0.301484,0.445126,0.587708,?,0.26658,0.482412,0.055556,?,?,?,0.660167
99940,0.326829,0.287719,0.269944,0.532802,0.590269,?,0.315995,0.477387,0.055556,?,?,?,0.930362
100390,0.44878,0.385965,0.2718,0.677498,0.513444,?,0.395319,0.477387,0.064815,?,?,?,0.938719
100530,0.043902,0.066667,0.276438,0.575107,0.629962,?,0.453836,0.457286,0.064815,?,?,?,0.78273
100210,0.439024,0.37193,0.249536,0.622931,0.582586,?,0.414824,0.417085,0.064815,?,?,?,0.350975
99340,0.795122,0.691228,0.316327,0.622931,0.364917,?,0.249675,0.452261,0.064815,?,?,?,0.306407
97200,0.8,0.757895,0.599258,0.494788,0.606914,?,0.009103,0.562814,0.055556,?,?,?,0.359331
97050,0.619512,0.554386,0.627087,0.575107,0.728553,?,0.06502,0.562814,0.064815,?,?,?,0.45961
97770,0.595122,0.564912,0.469388,0.532802,0.581306,?,0.140442,0.527638,0.064815,?,?,?,0.56546
98510,0.692683,0.621053,0.634508,0.575107,0.704225,?,0.249675,0.532663,0.074074,?,?,?,0.487465
99250,0.614634,0.550877,0.634508,0.622931,0.740077,?,0.326398,0.512563,0.064815,?,?,?,0.498607
99880,0.4,0.396491,0.451763,0.575107,0.631242,?,0.373212,0.492462,0.064815,?,?,?,0.545961
99930,0.156098,0.178947,0.398887,0.494788,0.696543,?,0.328999,0.452261,0.055556,?,?,?,0.977716
99350,0.62439,0.540351,0.356215,0.677498,0.56338,?,0.218466,0.467337,0.055556,?,?,?,0.877437
99720,0.595122,0.526316,0.45269,0.494788,0.545455,?,0.369311,0.311558,0.055556,?,?,?,0.788301
101070,0.604878,0.554386,0.423006,0.575107,0.59411,?,0.539662,0.311558,0.055556,?,?,?,0.740947
102080,0.434146,0.396491,0.487941,0.494788,0.617157,?,0.6658,0.356784,0.055556,?,?,?,0.721448
102600,0.185366,0.196491,0.299629,0.445126,0.603073,?,0.721717,0.371859,0.046296,?,?,?,0.437326
102800,0.536585,0.459649,0.205937,0.575107,0.390525,?,0.713914,0.41206,0.046296,?,?,?,0.247911
102550,0.634146,0.554386,0.296846,0.240956,0.382843,?,0.647594,0.502513,0.055556,?,?,?,0.211699
101830,0.712195,0.642105,0.334879,0.445126,0.432778,?,0.573472,0.557789,0.055556,?,?,?,0.272981
101500,0.580488,0.547368,0.470315,0.622931,0.599232,?,0.53316,0.547739,0.055556,?,?,?,0.300836
101250,0.439024,0.410526,0.368275,0.575107,0.580026,?,0.543563,0.532663,0.055556,?,?,?,0.398329
101740,0.385366,0.326316,0.380334,0.677498,0.679898,?,0.609883,0.467337,0.055556,?,?,?,0.384401
102190,0.370732,0.322807,0.358071,0.622931,0.670935,?,0.660598,0.517588,0.055556,?,?,?,0.339833
102420,0.302439,0.291228,0.358071,0.740037,0.717029,?,0.685306,0.452261,0.055556,?,?,?,0.303621
102410,0.390244,0.361404,0.294063,0.622931,0.622279,?,0.663199,0.522613,0.055556,?,?,?,0.261838
102260,0.526829,0.501754,0.329314,0.575107,0.535211,?,0.617685,0.517588,0.055556,?,?,?,0.233983
101980,0.653659,0.603509,0.321892,0.575107,0.453265,?,0.589077,0.537688,0.055556,?,?,?,0.284123
101670,0.639024,0.568421,0.346011,0.389332,0.443022,?,0.53316,0.532663,0.055556,?,?,?,0.21727
101220,0.721951,0.610526,0.413729,0.494788,0.49936,?,0.457737,0.562814,0.055556,?,?,?,0.211699
100740,0.75122,0.673684,0.465677,0.389332,0.553137,?,0.381014,0.603015,0.055556,?,?,?,0.208914
100410,0.643902,0.575439,0.453618,0.575107,0.564661,?,0.364109,0.577889,0.055556,?,?,?,0.24234
100100,0.629268,0.540351,0.44898,0.622931,0.609475,?,0.322497,0.567839,0.055556,?,?,?,0.250696
99710,0.658537,0.585965,0.418367,0.622931,0.569782,?,0.288687,0.572864,0.055556,?,?,?,0.261838
99420,0.609756,0.529825,0.35436,0.622931,0.487836,?,0.276983,0.547739,0.055556,?,?,?,0.331476
100090,0.64878,0.585965,0.346939,0.575107,0.46863,?,0.420026,0.547739,0.055556,?,?,?,0.442897
101080,0.653659,0.564912,0.424861,0.389332,0.49936,?,0.517555,0.562814,0.055556,?,?,?,0.37883
101370,0.482927,0.424561,0.426716,0.575107,0.597951,?,0.542263,0.532663,0.055556,?,?,?,0.311978
101120,0.312195,0.298246,0.305195,0.532802,0.565941,?,0.469441,0.512563,0.055556,?,?,?,0.192201
100600,0.434146,0.396491,0.284787,0.532802,0.482714,?,0.403121,0.487437,0.046296,?,?,?,0.019499
100560,0.453659,0.407018,0.273655,0.445126,0.464789,?,0.427828,0.477387,0.046296,?,?,?,0.75766
100910,0.258537,0.224561,0.289425,0.575107,0.629962,?,0.521456,0.502513,0.046296,?,?,?,0.501393
101030,0.370732,0.329825,0.25974,0.532802,0.56338,?,0.485046,0.517588,0.055556,?,?,?,0.220056
100140,0.429268,0.378947,0.245826,0.494788,0.455826,?,0.357607,0.527638,0.055556,?,?,?,0.281337
99460,0.536585,0.459649,0.304267,0.532802,0.472471,?,0.353706,0.512563,0.055556,?,?,?,0.504178
99690,0.4,0.34386,0.319109,0.532802,0.537772,?,0.374512,0.527638,0.055556,?,?,?,0.442897
99610,0.531707,0.463158,0.479592,0.812998,0.761844,?,0.378414,0.542714,0.055556,?,?,?,0.520891
99720,0.556098,0.491228,0.602968,0.812998,0.823303,?,0.408322,0.507538,0.055556,?,?,?,0.582173
100260,0.609756,0.554386,0.6141,0.740037,0.78105,?,0.475943,0.537688,0.055556,?,?,?,0.640669
100970,0.453659,0.431579,0.485158,0.677498,0.674776,?,0.556567,0.517588,0.055556,?,?,?,0.610028
100520,0.756098,0.659649,0.459184,0.622931,0.559539,?,0.482445,0.462312,0.055556,?,?,?,0.428969
100060,0.541463,0.45614,0.43692,0.445126,0.578745,?,0.43303,0.557789,0.055556,?,?,?,0.520891
100070,0.302439,0.291228,0.393321,0.445126,0.62484,?,0.386216,0.532663,0.055556,?,?,?,0.509749
99970,0.214634,0.224561,0.536178,0.677498,0.846351,?,0.379714,0.432161,0.046296,?,?,?,0.718663
100640,0.6,0.522807,0.396104,0.575107,0.612036,?,0.460338,0.517588,0.055556,?,?,?,0.75766
101390,0.531707,0.466667,0.454545,0.532802,0.591549,?,0.564369,0.507538,0.046296,?,?,?,0.768802
101930,0.390244,0.37193,0.336735,0.494788,0.537772,?,0.646294,0.502513,0.046296,?,?,?,0.657382
102040,0.380488,0.336842,0.281076,0.532802,0.587708,?,0.652796,0.487437,0.046296,?,?,?,0.473538
101860,0.55122,0.480702,0.279221,0.494788,0.414853,?,0.628088,0.502513,0.046296,?,?,?,0.367688
101050,0.795122,0.747368,0.368275,0.303495,0.40717,?,0.511053,0.472362,0.046296,?,?,?,0.342618
100150,0.741463,0.638596,0.504638,0.494788,0.560819,?,0.421326,0.447236,0.046296,?,?,?,0.370474
100410,0.326829,0.322807,0.622449,1,0.985915,?,0.46814,0.547739,0.046296,?,?,?,0.685237
101050,0.380488,0.34386,0.512059,0.898222,0.81178,?,0.540962,0.542714,0.055556,?,?,?,0.62117
101350,0.317073,0.284211,0.397959,0.677498,0.722151,?,0.573472,0.507538,0.046296,?,?,?,0.504178
100980,0.658537,0.6,0.346011,0.740037,0.537772,?,0.495449,0.537688,0.055556,?,?,?,0.325905
100240,0.62439,0.554386,0.387755,0.389332,0.464789,?,0.455137,0.547739,0.046296,?,?,?,0.523677
100660,0.507317,0.463158,0.454545,0.532802,0.62356,?,0.495449,0.527638,0.055556,?,?,?,0.462396
101030,0.478049,0.442105,0.345083,0.494788,0.494238,?,0.521456,0.512563,0.046296,?,?,?,0.584958
101320,0.4,0.4,0.320965,0.575107,0.536492,?,0.591678,0.507538,0.055556,?,?,?,0.626741
101700,0.35122,0.326316,0.293135,0.532802,0.567222,?,0.624187,0.487437,0.046296,?,?,?,0.584958
101920,0.365854,0.322807,0.345083,0.622931,0.609475,?,0.639792,0.477387,0.046296,?,?,?,0.668524
101950,0.346341,0.322807,0.313544,0.622931,0.604353,?,0.652796,0.482412,0.046296,?,?,?,0.67688
101430,0.429268,0.382456,0.294991,0.494788,0.527529,?,0.607282,0.507538,0.046296,?,?,?,0.481894
100340,0.712195,0.652632,0.305195,0.303495,0.371319,?,0.423927,0.407035,0.046296,?,?,?,0.412256
100430,0.614634,0.554386,0.416512,0.445126,0.496799,?,0.453836,0.532663,0.046296,?,?,?,0.704735
100770,0.478049,0.452632,0.372913,0.494788,0.481434,?,0.475943,0.522613,0.046296,?,?,?,0.732591
100740,0.273171,0.25614,0.326531,0.494788,0.539052,?,0.464239,0.502513,0.046296,?,?,?,0.685237
100670,0.24878,0.221053,0.265306,0.445126,0.533931,?,0.474642,0.492462,0.046296,?,?,?,0.582173
100630,0.365854,0.319298,0.207792,0.389332,0.483995,?,0.460338,0.462312,0.046296,?,?,?,0.345404
100030,0.590244,0.526316,0.181818,0.445126,0.253521,?,0.373212,0.487437,0.046296,?,?,?,0.29805
98420,0.673171,0.635088,0.324675,0.269773,0.398207,?,0.202861,0.517588,0.046296,?,?,?,0.426184
97460,0.62439,0.57193,0.33859,0.445126,0.418694,?,0.094928,0.517588,0.046296,?,?,?,0.562674
98110,0.731707,0.663158,0.551948,0.575107,0.670935,?,0.152146,0.537688,0.046296,?,?,?,0.699164
99320,0.839024,0.768421,0.733766,0.740037,0.837388,?,0.305592,0.532663,0.046296,?,?,?,0.749304
99910,0.497561,0.431579,0.59833,0.677498,0.727273,?,0.382315,0.512563,0.046296,?,?,?,0.713092
100230,0.321951,0.326316,0.465677,0.622931,0.727273,?,0.409623,0.482412,0.046296,?,?,?,0.718663
100730,0.4,0.350877,0.28757,0.575107,0.537772,?,0.459038,0.512563,0.046296,?,?,?,0.810585
101380,0.497561,0.424561,0.260668,0.622931,0.421255,?,0.561769,0.512563,0.046296,?,?,?,0.777159
101920,0.502439,0.435088,0.254174,0.494788,0.399488,?,0.641092,0.482412,0.046296,?,?,?,0.707521
102300,0.580488,0.529825,0.395176,0.740037,0.586428,?,0.694408,0.497487,0.046296,?,?,?,0.704735
102770,0.414634,0.357895,0.328386,0.575107,0.46991,?,0.751625,0.487437,0.046296,?,?,?,0.696379
103150,0.360976,0.326316,0.339518,0.575107,0.546735,?,0.789337,0.487437,0.046296,?,?,?,0.693593
103320,0.37561,0.336842,0.250464,0.622931,0.459667,?,0.803641,0.467337,0.046296,?,?,?,0.75766
103430,0.37561,0.329825,0.219852,0.532802,0.455826,?,0.804941,0.417085,0.046296,?,?,?,0.779944
103480,0.24878,0.235088,0.176252,0.532802,0.381562,?,0.802341,0.376884,0.046296,?,?,?,0.910864
103550,0.478049,0.417544,0.206865,0.575107,0.361076,?,0.812744,0.326633,0.046296,?,?,?,0.871866
103690,0.463415,0.403509,0.24026,0.269773,0.340589,?,0.83355,0.351759,0.046296,?,?,?,0.835655
103770,0.42439,0.378947,0.278293,0.342735,0.385403,?,0.842653,0.371859,0.046296,?,?,?,0.86351
103720,0.526829,0.445614,0.25974,0.303495,0.353393,?,0.850455,0.437186,0.046296,?,?,?,0.802228
103530,0.365854,0.326316,0.209647,0.303495,0.335467,?,0.838752,0.462312,0.046296,?,?,?,0.752089
103360,0.287805,0.252632,0.137291,0.240956,0.267606,?,0.814044,0.472362,0.046296,?,?,?,0.637883
103360,0.214634,0.175439,0.101113,0.215205,0.265045,?,0.817945,0.482412,0.046296,?,?,?,0.534819
103460,0.292683,0.266667,0.118738,0.240956,0.286812,?,0.842653,0.517588,0.046296,?,?,?,0.56546
103280,0.497561,0.42807,0.215213,0.389332,0.419974,?,0.843953,0.507538,0.046296,?,?,?,0.551532
102660,0.521951,0.45614,0.234694,0.445126,0.37516,?,0.811443,0.497487,0.046296,?,?,?,0.568245
101770,0.692683,0.621053,0.371058,0.389332,0.46735,?,0.691808,0.532663,0.046296,?,?,?,0.543175
100790,0.663415,0.575439,0.441558,0.445126,0.522407,?,0.553966,0.537688,0.046296,?,?,?,0.56546
100620,0.404878,0.357895,0.383117,0.494788,0.555698,?,0.504551,0.507538,0.046296,?,?,?,0.668524
100450,0.268293,0.252632,0.369202,0.445126,0.521127,?,0.448635,0.442211,0.046296,?,?,?,0.64624
100350,0.307317,0.277193,0.293135,0.532802,0.53009,?,0.426528,0.462312,0.046296,?,?,?,0.844011
100340,0.37561,0.336842,0.316327,0.677498,0.541613,?,0.401821,0.462312,0.055556,?,?,?,0.81337
100740,0.468293,0.396491,0.351577,0.622931,0.535211,?,0.443433,0.437186,0.046296,?,?,?,0.857939
100930,0.526829,0.480702,0.493506,0.494788,0.651729,?,0.478544,0.311558,0.046296,?,?,?,0.852368
101230,0.443902,0.389474,0.465677,0.532802,0.650448,?,0.512354,0.246231,0.037037,?,?,?,0.89415
101370,0.268293,0.259649,0.397959,0.494788,0.582586,?,0.529259,0.251256,0.046296,?,?,?,0.866295
101430,0.365854,0.424561,0.285714,0.494788,0.549296,?,0.550065,0.236181,0.037037,?,?,?,0.849582
101530,0.360976,0.37193,0.277365,0.389332,0.448143,?,0.56827,0.266332,0.037037,?,?,?,0.810585
101380,0.365854,0.347368,0.183673,0.445126,0.419974,?,0.559168,0.306533,0.037037,?,?,?,0.696379
101460,0.458537,0.417544,0.256957,0.342735,0.371319,?,0.557867,0.331658,0.037037,?,?,?,0.768802
101400,0.385366,0.357895,0.166976,0.389332,0.293214,?,0.555267,0.301508,0.037037,?,?,?,0.713092
100870,0.302439,0.263158,0.166048,0.303495,0.379001,?,0.495449,0.306533,0.027778,?,?,?,0.389972
99870,0.668293,0.568421,0.17718,0.1729,0.190781,?,0.356307,0.527638,0.037037,?,?,?,0.693593
