#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2013 05 25 22 50 999  5.1  6.1  1.00 13.79  6.91 999 1015.2 999.0   7.0 999.0 99.0 99.00
2013 05 25 23 50 999  7.3  8.6  0.77 13.79  4.96 999 1014.9 999.0   6.9 999.0 99.0 99.00
2013 05 26 00 50 999  7.2  8.5  0.89 14.81  4.09 999 1014.3 999.0   6.7 999.0 99.0 99.00
2013 05 26 01 50 999  8.1  9.9  1.06 13.79  4.39 999 1013.7 999.0   6.5 999.0 99.0 99.00
2013 05 26 02 50 999  8.5 10.9  1.03  3.70  3.93 999 1013.2 999.0   6.7 999.0 99.0 99.00
2013 05 26 03 50 999  9.3 10.8  1.27  4.17  4.23 999 1012.7 999.0   6.6 999.0 99.0 99.00
2013 05 26 04 50 999  9.7 11.7  1.29  4.55  4.12 999 1012.2 999.0   6.4 999.0 99.0 99.00
2013 05 26 05 50 999 10.0 12.0  1.31  4.76  4.14 999 1012.0 999.0   6.3 999.0 99.0 99.00
2013 05 26 06 50 999  9.6 11.5  1.46  5.56  4.23 999 1011.8 999.0   6.3 999.0 99.0 99.00
2013 05 26 07 50 999  9.2 10.9 99.00 99.00 99.00 999 1011.2 999.0   6.2 999.0 99.0 99.00
2013 05 26 08 50 999  9.2 11.0  1.63  5.56  4.45 999 1010.8 999.0   6.2 999.0 99.0 99.00
2013 05 26 09 50 999  9.1 10.5  1.56  5.26  4.41 999 1010.7 999.0   6.2 999.0 99.0 99.00
2013 05 26 10 50 999  8.0  9.3  1.60  5.26  4.40 999 1010.2 999.0   6.1 999.0 99.0 99.00
2013 05 26 11 50 999  8.4 99.0 99.00 99.00 99.00 999 1009.7 999.0   6.1 999.0 99.0 99.00
2013 05 26 12 50 999  8.4 11.1  1.41  5.26  4.38 999 1009.5 999.0   6.0 999.0 99.0 99.00
2013 05 26 13 50 999  9.2 10.9  1.54  5.56  4.43 999 1009.3 999.0   6.0 999.0 99.0 99.00
2013 05 26 14 50 999  8.7 10.2  1.56  5.26  4.61 999 1009.1 999.0   6.0 999.0 99.0 99.00
2013 05 26 15 50 999  8.9 10.8  1.69  5.56  4.80 999 1009.0 999.0   6.0 999.0 99.0 99.00
2013 05 26 16 50 999  9.4 11.2  1.73  6.25  4.81 999 1008.9 999.0   6.0 999.0 99.0 99.00
2013 05 26 17 50 999  9.8 11.7  1.76  6.25  4.91 999 1008.7 999.0   6.1 999.0 99.0 99.00
2013 05 26 18 50 999  8.8 10.2 99.00 99.00 99.00 999 1008.4 999.0   6.1 999.0 99.0 99.00
2013 05 26 19 50 999  7.9  9.7  2.07  7.69  5.35 999 1008.2 999.0   6.1 999.0 99.0 99.00
2013 05 26 20 50 999  8.9 10.7  1.98  7.14  5.25 999 1008.0 999.0   6.1 999.0 99.0 99.00
2013 05 26 21 50 999  9.6 11.0  2.23  7.69  5.32 999 1007.8 999.0   6.1 999.0 99.0 99.00
2013 05 26 22 50 999  9.0 10.7  2.15  7.69  5.44 999 1007.7 999.0   6.0 999.0 99.0 99.00
2013 05 26 23 50 999  8.8 10.4  2.38  8.33  5.52 999 1007.6 999.0   6.1 999.0 99.0 99.00
2013 05 27 00 50 999  8.5 10.2  2.32  7.69  5.57 999 1007.2 999.0   6.3 999.0 99.0 99.00
2013 05 27 01 50 999  7.6  9.3  2.37  8.33  5.76 999 1007.0 999.0   6.3 999.0 99.0 99.00
2013 05 27 02 50 999  7.9  9.5  2.45  9.09  6.04 999 1006.8 999.0   6.3 999.0 99.0 99.00
2013 05 27 03 50 999  9.0 10.8  2.38  9.09  5.83 999 1006.4 999.0   6.3 999.0 99.0 99.00
2013 05 27 04 50 999  8.1  9.9  2.27  9.09  5.83 999 1006.4 999.0   6.2 999.0 99.0 99.00
2013 05 27 05 50 999  8.4  9.9  2.34  9.09  5.78 999 1006.6 999.0   6.2 999.0 99.0 99.00
2013 05 27 06 50 999  8.6 10.6  2.04  9.09  5.46 999 1006.8 999.0   6.2 999.0 99.0 99.00
2013 05 27 07 50 999  8.7 10.6  2.18  8.33  5.44 999 1006.9 999.0   6.2 999.0 99.0 99.00
2013 05 27 08 50 999  9.1 10.5  2.16  8.33  5.42 999 1006.6 999.0   6.1 999.0 99.0 99.00
2013 05 27 09 50 999  8.9 10.5  2.09  9.09  5.18 999 1006.7 999.0   6.2 999.0 99.0 99.00
2013 05 27 10 50 999  9.1 11.4  2.11  8.33  5.41 999 1006.7 999.0   6.3 999.0 99.0 99.00
2013 05 27 11 50 999  9.1 11.4  2.15  8.33  5.28 999 1006.6 999.0   6.1 999.0 99.0 99.00
2013 05 27 12 50 999 10.0 11.7  2.12  7.69  5.41 999 1006.5 999.0   6.1 999.0 99.0 99.00
2013 05 27 13 50 999  9.1 11.5  2.30  9.09  5.61 999 1006.7 999.0   6.0 999.0 99.0 99.00
2013 05 27 14 50 999  9.0 10.4  2.22  9.09  5.53 999 1006.6 999.0   6.0 999.0 99.0 99.00
2013 05 27 15 50 999  9.3 11.2  2.30  9.09  5.74 999 1006.7 999.0   6.0 999.0 99.0 99.00
2013 05 27 16 50 999  9.7 12.0  2.29  8.33  5.62 999 1006.8 999.0   6.0 999.0 99.0 99.00
2013 05 27 17 50 999  9.9 11.4  2.37  8.33  5.56 999 1006.8 999.0   6.0 999.0 99.0 99.00
2013 05 27 18 50 999  9.8 11.6  2.51  8.33  5.67 999 1006.9 999.0   6.0 999.0 99.0 99.00
2013 05 27 19 50 999  9.8 11.9  2.22  9.09  5.26 999 1006.6 999.0   6.0 999.0 99.0 99.00
2013 05 27 20 50 999  9.5 13.1  2.42  8.33  5.56 999 1006.5 999.0   6.0 999.0 99.0 99.00
2013 05 27 21 50 999  9.9 11.6  2.29  7.14  5.28 999 1006.5 999.0   6.1 999.0 99.0 99.00
2013 05 27 22 50 999  9.1 10.2  2.28  7.69  5.39 999 1006.3 999.0   6.1 999.0 99.0 99.00
2013 05 27 23 50 999  9.3 11.0  2.24  8.33  5.40 999 1006.0 999.0   6.1 999.0 99.0 99.00
2013 05 28 00 50 999  9.1 10.7  2.43  8.33  5.70 999 1005.6 999.0   6.1 999.0 99.0 99.00
2013 05 28 01 50 999  9.4 11.0  2.28  8.33  5.56 999 1005.4 999.0   6.2 999.0 99.0 99.00
2013 05 28 02 50 999  8.9 11.0  2.27  7.69  5.58 999 1005.3 999.0   6.2 999.0 99.0 99.00
2013 05 28 03 50 999  9.4 11.1  2.40  9.09  5.86 999 1005.0 999.0   6.2 999.0 99.0 99.00
2013 05 28 04 50 999  9.0 10.5  2.40  8.33  5.79 999 1005.0 999.0   6.2 999.0 99.0 99.00
2013 05 28 05 50 999  9.3 11.0  2.54  9.09  5.97 999 1004.9 999.0   6.2 999.0 99.0 99.00
2013 05 28 06 50 999  9.3 11.0  2.68 10.00  6.31 999 1004.9 999.0   6.2 999.0 99.0 99.00
2013 05 28 07 50 999  9.5 11.4  2.49  8.33  5.76 999 1004.9 999.0   6.2 999.0 99.0 99.00
2013 05 28 08 50 999  7.6  9.3  2.43  9.09  5.80 999 1005.0 999.0   6.2 999.0 99.0 99.00
2013 05 28 09 50 999  7.1  8.3  2.52  8.33  5.90 999 1004.9 999.0   6.2 999.0 99.0 99.00
2013 05 28 10 50 999  6.6  7.8  2.64  9.09  6.31 999 1004.7 999.0   6.2 999.0 99.0 99.00
2013 05 28 11 50 999  6.7  8.0  2.35  9.09  6.10 999 1004.7 999.0   6.3 999.0 99.0 99.00
2013 05 28 12 50 999  6.6  7.6  2.25  8.33  5.98 999 1004.7 999.0   6.3 999.0 99.0 99.00
2013 05 28 13 50 999  6.0  6.9  2.32  9.09  6.35 999 1004.7 999.0   6.3 999.0 99.0 99.00
2013 05 28 14 50 999  5.7  6.7  1.92 10.00  5.83 999 1004.9 999.0   6.3 999.0 99.0 99.00
2013 05 28 15 50 999  5.5  6.7  2.05 10.00  6.16 999 1005.1 999.0   6.3 999.0 99.0 99.00
2013 05 28 16 50 999  5.2  6.3  2.01  8.33  6.01 999 1005.4 999.0   6.3 999.0 99.0 99.00
2013 05 28 17 50 999  5.0  6.2  2.12  9.09  6.23 999 1005.6 999.0   6.3 999.0 99.0 99.00
2013 05 28 18 50 999  4.0  4.8  2.22  9.09  6.44 999 1005.6 999.0   6.3 999.0 99.0 99.00
2013 05 28 19 50 999  4.2  5.5  2.07  9.09  6.48 999 1005.7 999.0   6.4 999.0 99.0 99.00
2013 05 28 20 50 999  3.3  4.1  1.88  9.09  6.35 999 1006.1 999.0   6.6 999.0 99.0 99.00
2013 05 28 21 50 999  2.4  3.1  1.95  9.09  6.60 999 1006.1 999.0   6.8 999.0 99.0 99.00
2013 05 28 22 50 999  1.9  2.7  1.68  9.09  6.00 999 1006.5 999.0   7.0 999.0 99.0 99.00
2013 05 28 23 50 999  1.4  2.0  1.69  8.33  6.10 999 1006.6 999.0   7.4 999.0 99.0 99.00
2013 05 29 00 50 999  1.3  2.0  1.55  8.33  6.26 999 1006.4 999.0   7.6 999.0 99.0 99.00
2013 05 29 01 50 999  1.3  1.9  1.46  9.09  6.14 999 1006.5 999.0   7.4 999.0 99.0 99.00
2013 05 29 02 50 999  0.4  0.8  1.50  8.33  6.42 999 1006.5 999.0   7.7 999.0 99.0 99.00
2013 05 29 03 50 999  0.9  1.3  1.39  8.33  6.21 999 1006.7 999.0   7.7 999.0 99.0 99.00
2013 05 29 04 50 999  1.0  1.6  1.33  8.33  5.99 999 1007.0 999.0   7.8 999.0 99.0 99.00
2013 05 29 05 50 999  0.9  1.4  1.52  8.33  6.28 999 1007.3 999.0   8.1 999.0 99.0 99.00
2013 05 29 06 50 999  0.6  1.1  1.51  8.33  6.11 999 1007.4 999.0   8.0 999.0 99.0 99.00
2013 05 29 07 50 999  1.2  1.7  1.54  8.33  6.31 999 1007.6 999.0   7.9 999.0 99.0 99.00
2013 05 29 08 50 999  1.6  2.0  1.59  9.09  6.55 999 1007.7 999.0   7.4 999.0 99.0 99.00
2013 05 29 09 50 999  2.2  3.0  1.41  8.33  6.27 999 1007.7 999.0   7.5 999.0 99.0 99.00
2013 05 29 10 50 999  2.0  2.4  1.33  8.33  6.20 999 1007.7 999.0   7.2 999.0 99.0 99.00
2013 05 29 11 50 999  2.2  2.9  1.33  8.33  6.27 999 1007.7 999.0   7.1 999.0 99.0 99.00
2013 05 29 12 50 999  2.3  2.9  1.20  8.33  6.35 999 1007.6 999.0   7.2 999.0 99.0 99.00
2013 05 29 13 50 999  2.1  2.5  1.18  7.69  6.11 999 1007.7 999.0   7.2 999.0 99.0 99.00
2013 05 29 14 50 999  2.6  3.1  1.23  8.33  6.59 999 1008.1 999.0   7.1 999.0 99.0 99.00
2013 05 29 15 50 999  2.6  3.0  1.19  8.33  6.55 999 1008.2 999.0   7.2 999.0 99.0 99.00
2013 05 29 16 50 999  3.5  5.1  1.17  8.33  6.29 999 1008.6 999.0   7.2 999.0 99.0 99.00
2013 05 29 17 50 999  4.2  4.9  1.25  7.69  6.31 999 1009.0 999.0   7.0 999.0 99.0 99.00
2013 05 29 18 50 999  4.2  4.9  1.30  8.33  6.48 999 1009.3 999.0   7.2 999.0 99.0 99.00
2013 05 29 19 50 999  3.3  3.9  1.10  7.14  5.85 999 1009.6 999.0   7.2 999.0 99.0 99.00
2013 05 29 20 50 999  3.1  3.8  1.22  7.14  6.05 999 1009.9 999.0   7.5 999.0 99.0 99.00
2013 05 29 21 50 999  3.7  4.2  1.13  7.69  5.98 999 1010.4 999.0   7.6 999.0 99.0 99.00
2013 05 29 22 50 999  4.5  5.1  1.19 14.81  6.22 999 1010.4 999.0   7.6 999.0 99.0 99.00
2013 05 29 23 50 999  5.0  6.1  1.07  7.69  5.96 999 1010.5 999.0   7.5 999.0 99.0 99.00
2013 05 30 00 50 999  4.0  5.2  1.01  7.69  5.96 999 1010.6 999.0   7.5 999.0 99.0 99.00
2013 05 30 01 50 999  4.2  5.2  0.97 14.81  5.91 999 1010.7 999.0   7.6 999.0 99.0 99.00
2013 05 30 02 50 999  4.4  5.0  0.85  7.69  5.28 999 1010.9 999.0   7.6 999.0 99.0 99.00
2013 05 30 03 50 999  3.2  4.0  0.92  7.14  5.81 999 1011.2 999.0   7.6 999.0 99.0 99.00
2013 05 30 04 50 999  1.7  2.4  0.93  7.69  6.03 999 1011.5 999.0   7.5 999.0 99.0 99.00
2013 05 30 05 50 999  1.6  2.2  1.03  9.09  6.36 999 1011.7 999.0   7.5 999.0 99.0 99.00
2013 05 30 06 50 999  1.9  2.6  0.95  7.69  6.47 999 1012.4 999.0   7.5 999.0 99.0 99.00
2013 05 30 07 50 999  2.0  2.6  0.99  7.69  6.60 999 1012.8 999.0   7.5 999.0 99.0 99.00
2013 05 30 08 50 999  1.3  2.2  1.04  8.33  6.59 999 1012.9 999.0   7.4 999.0 99.0 99.00
2013 05 30 09 50 999  2.0  2.5  0.99  7.69  6.20 999 1013.2 999.0   7.4 999.0 99.0 99.00
2013 05 30 10 50 999  2.3  3.2  1.04  8.33  6.36 999 1013.4 999.0   7.3 999.0 99.0 99.00
2013 05 30 11 50 999  1.6  2.3  1.02 14.81  6.43 999 1013.5 999.0   7.3 999.0 99.0 99.00
2013 05 30 12 50 999  2.0  2.5  1.01 14.81  6.81 999 1013.7 999.0   7.2 999.0 99.0 99.00
2013 05 30 13 50 999  2.3  3.0  0.90  8.33  6.16 999 1013.9 999.0   7.2 999.0 99.0 99.00
2013 05 30 14 50 999  1.6  2.0  0.79  7.69  6.12 999 1014.2 999.0   7.2 999.0 99.0 99.00
2013 05 30 15 50 999  1.3  1.9  0.91 14.81  6.93 999 1014.5 999.0   7.3 999.0 99.0 99.00
2013 05 30 16 50 999  1.8  2.4  0.84 14.81  6.86 999 1014.9 999.0   7.3 999.0 99.0 99.00
2013 05 30 17 50 999  1.3  1.9  0.89  7.14  7.13 999 1015.3 999.0   7.4 999.0 99.0 99.00
2013 05 30 18 50 999  2.1  2.6  0.84 14.81  7.32 999 1015.4 999.0   7.5 999.0 99.0 99.00
2013 05 30 19 50 999  2.0  2.6  0.96  7.14  7.32 999 1015.6 999.0   7.5 999.0 99.0 99.00
2013 05 30 20 50 999  2.8  3.3  0.91  7.69  7.17 999 1015.9 999.0   7.5 999.0 99.0 99.00
2013 05 30 21 50 999  2.9  3.4  0.88 14.81  6.74 999 1016.4 999.0   7.5 999.0 99.0 99.00
2013 05 30 22 50 999  2.4  3.0  0.96  8.33  6.93 999 1016.6 999.0   7.5 999.0 99.0 99.00
2013 05 30 23 50 999  2.2  2.7  0.88 14.81  6.80 999 1016.4 999.0   7.5 999.0 99.0 99.00
2013 05 31 00 50 999  2.8  3.3  0.83  7.69  6.54 999 1016.3 999.0   7.5 999.0 99.0 99.00
2013 05 31 01 50 999  3.3  3.9  0.78 14.81  6.67 999 1016.2 999.0   7.5 999.0 99.0 99.00
2013 05 31 02 50 999  3.1  3.7  0.76  8.33  6.75 999 1016.0 999.0   7.5 999.0 99.0 99.00
2013 05 31 03 50 999  3.9  4.8  0.81 14.81  7.43 999 1015.8 999.0   7.5 999.0 99.0 99.00
2013 05 31 04 50 999  4.5  5.1  0.71 14.81  6.65 999 1016.1 999.0   7.4 999.0 99.0 99.00
2013 05 31 05 50 999  3.8  4.5  0.72 14.81  6.44 999 1016.5 999.0   7.4 999.0 99.0 99.00
2013 05 31 06 50 999  4.0  5.2  0.72 14.81  6.29 999 1016.7 999.0   7.3 999.0 99.0 99.00
2013 05 31 07 50 999  3.4  3.9  0.77 13.79  6.56 999 1017.0 999.0   7.3 999.0 99.0 99.00
2013 05 31 08 50 999  3.3  4.6  0.82 14.81  6.88 999 1017.2 999.0   7.4 999.0 99.0 99.00
2013 05 31 09 50 999  3.1  3.6  0.77 13.79  6.90 999 1017.5 999.0   7.4 999.0 99.0 99.00
2013 05 31 10 50 999  2.6  3.4  0.78  7.14  6.93 999 1017.5 999.0   7.5 999.0 99.0 99.00
2013 05 31 11 50 999  2.3  2.7  0.83 14.81  6.86 999 1017.4 999.0   7.4 999.0 99.0 99.00
2013 05 31 12 50 999  3.0  3.4  0.81  7.14  6.94 999 1017.4 999.0   7.4 999.0 99.0 99.00
2013 05 31 13 50 999  3.4  3.8  0.86 14.81  6.92 999 1017.3 999.0   7.3 999.0 99.0 99.00
2013 05 31 14 50 999  4.2  5.0  0.73  6.67  6.63 999 1017.7 999.0   7.3 999.0 99.0 99.00
2013 05 31 15 50 999  3.6  4.4  0.71 12.90  6.39 999 1017.9 999.0   7.3 999.0 99.0 99.00
2013 05 31 16 50 999  3.1  3.8  0.75 13.79  5.85 999 1018.4 999.0   7.3 999.0 99.0 99.00
2013 05 31 17 50 999  3.1  3.7  0.64  7.69  5.06 999 1018.8 999.0   7.2 999.0 99.0 99.00
2013 05 31 18 50 999  3.9  4.6  0.64  7.14  5.23 999 1019.3 999.0   7.3 999.0 99.0 99.00
2013 05 31 19 50 999  2.2  2.8  0.65  7.14  5.05 999 1019.6 999.0   7.4 999.0 99.0 99.00
2013 05 31 20 50 999  3.2  3.7  0.69  6.25  5.09 999 1019.8 999.0   7.5 999.0 99.0 99.00
2013 05 31 21 50 999  2.9  3.4  0.69  7.14  5.00 999 1020.1 999.0   7.7 999.0 99.0 99.00
2013 05 31 22 50 999  2.8  3.5  0.87  6.25  5.40 999 1020.4 999.0   7.7 999.0 99.0 99.00
2013 05 31 23 50 999  2.9  3.8  0.81  6.67  5.13 999 1020.8 999.0   7.8 999.0 99.0 99.00
2013 06 01 00 50 999  0.8  1.4  0.83  6.67  5.10 999 1020.9 999.0   7.9 999.0 99.0 99.00
2013 06 01 01 50 999  2.0  2.6  0.85  7.14  5.36 999 1021.0 999.0   8.1 999.0 99.0 99.00
2013 06 01 02 50 999  2.3  2.8  0.82 13.79  5.66 999 1021.3 999.0   8.1 999.0 99.0 99.00
2013 06 01 03 50 999  1.9  2.3  0.75 14.81  5.60 999 1021.6 999.0   8.0 999.0 99.0 99.00
2013 06 01 04 50 999  1.3  1.5  0.70 12.12  5.95 999 1021.6 999.0   8.2 999.0 99.0 99.00
2013 06 01 05 50 999  1.2  1.5  0.67 13.79  5.84 999 1021.8 999.0   7.9 999.0 99.0 99.00
2013 06 01 06 50 999  1.2  1.9  0.69  7.14  5.94 999 1022.4 999.0   7.6 999.0 99.0 99.00
2013 06 01 07 50 999  1.6  2.0  0.66 13.79  5.87 999 1022.7 999.0   7.5 999.0 99.0 99.00
2013 06 01 08 50 999  1.4  1.6  0.67 13.79  5.53 999 1023.2 999.0   7.5 999.0 99.0 99.00
2013 06 01 09 50 999  2.7  3.2  0.76  6.67  5.49 999 1023.3 999.0   8.0 999.0 99.0 99.00
2013 06 01 10 50 999  4.8  5.7  0.73  6.25  5.15 999 1023.5 999.0   7.8 999.0 99.0 99.00
2013 06 01 11 50 999  4.1  4.6  0.81 13.79  4.83 999 1023.8 999.0   7.6 999.0 99.0 99.00
2013 06 01 12 50 999  3.8  4.6  0.80 12.90  5.04 999 1023.7 999.0   7.6 999.0 99.0 99.00
2013 06 01 13 50 999  4.0  4.8  0.73 12.90  5.07 999 1023.7 999.0   7.6 999.0 99.0 99.00
2013 06 01 14 50 999  2.4  3.0  0.63 12.90  5.10 999 1023.9 999.0   7.6 999.0 99.0 99.00
2013 06 01 15 50 999  2.4  2.8  0.62  6.67  4.60 999 1024.2 999.0   7.6 999.0 99.0 99.00
2013 06 01 16 50 999  5.1  6.1  0.63 13.79  5.06 999 1024.5 999.0   7.7 999.0 99.0 99.00
2013 06 01 17 50 999  6.6  7.6  0.65 12.90  4.12 999 1025.1 999.0   7.6 999.0 99.0 99.00
2013 06 01 18 50 999  6.1  6.9  0.56  6.25  3.50 999 1025.6 999.0   7.4 999.0 99.0 99.00
2013 06 01 19 50 999  5.3  6.1  0.60  3.45  3.62 999 1026.1 999.0   7.4 999.0 99.0 99.00
2013 06 01 20 50 999  5.4  6.6  0.64 13.79  3.95 999 1026.6 999.0   7.7 999.0 99.0 99.00
2013 06 01 21 50 999  6.0  7.0  0.60 12.90  3.92 999 1027.0 999.0   7.8 999.0 99.0 99.00
2013 06 01 22 50 999  5.7  6.5  0.63  5.88  3.63 999 1027.2 999.0   7.6 999.0 99.0 99.00
2013 06 01 23 50 999  4.7  5.4  0.70  3.70  3.90 999 1027.2 999.0   7.7 999.0 99.0 99.00
2013 06 02 00 50 999  4.4  5.4  0.63  5.26  3.82 999 1027.3 999.0   7.9 999.0 99.0 99.00
2013 06 02 01 50 999  4.5  5.1  0.67  3.23  3.59 999 1027.3 999.0   7.9 999.0 99.0 99.00
2013 06 02 02 50 999  4.3  5.1  0.61  3.23  3.64 999 1027.0 999.0   8.0 999.0 99.0 99.00
2013 06 02 03 50 999  5.0  5.8  0.55  3.45  3.67 999 1026.9 999.0   7.9 999.0 99.0 99.00
2013 06 02 04 50 999  5.5  6.2  0.59  9.09  3.89 999 1027.1 999.0   7.8 999.0 99.0 99.00
2013 06 02 05 50 999  5.1  5.9  0.60  9.09  4.02 999 1026.8 999.0   7.9 999.0 99.0 99.00
2013 06 02 06 50 999  4.7  5.8  0.65  9.09  4.22 999 1027.2 999.0   7.9 999.0 99.0 99.00
2013 06 02 07 50 999  5.9  6.9  0.82  8.33  4.81 999 1027.1 999.0   7.8 999.0 99.0 99.00
2013 06 02 08 50 999  5.9  6.9  0.76  8.33  4.22 999 1027.0 999.0   8.0 999.0 99.0 99.00
2013 06 02 09 50 999  5.6  6.7  0.79  8.33  4.34 999 1026.8 999.0   8.0 999.0 99.0 99.00
2013 06 02 10 50 999  6.1  7.0  0.84  8.33  4.56 999 1026.3 999.0   7.9 999.0 99.0 99.00
2013 06 02 11 50 999  6.6  8.0  0.83  7.69  4.16 999 1026.2 999.0   7.7 999.0 99.0 99.00
2013 06 02 12 50 999  6.6  8.1  0.87  7.69  4.18 999 1026.0 999.0   7.6 999.0 99.0 99.00
2013 06 02 13 50 999  5.3  6.8  0.81  7.69  4.06 999 1025.6 999.0   7.6 999.0 99.0 99.00
2013 06 02 14 50 999  5.7  6.7  0.91  7.14  4.10 999 1025.3 999.0   7.4 999.0 99.0 99.00
2013 06 02 15 50 999  5.6  7.2  0.90  4.00  4.07 999 1024.9 999.0   7.3 999.0 99.0 99.00
2013 06 02 16 50 999  6.6  8.1  0.89  3.85  3.97 999 1024.6 999.0   7.2 999.0 99.0 99.00
2013 06 02 17 50 999  6.7  8.3  0.92  6.67  4.07 999 1024.3 999.0   7.3 999.0 99.0 99.00
2013 06 02 18 50 999  6.5  8.0  0.97  7.14  4.14 999 1023.8 999.0   7.4 999.0 99.0 99.00
2013 06 02 19 50 999  7.8  9.3  1.02  6.67  4.18 999 1023.4 999.0   7.5 999.0 99.0 99.00
2013 06 02 20 50 999  8.0  9.3  1.06  6.25  4.00 999 1023.0 999.0   7.6 999.0 99.0 99.00
2013 06 02 21 50 999  8.4 10.1  1.14  5.88  4.12 999 1022.5 999.0   7.7 999.0 99.0 99.00
2013 06 02 22 50 999  6.6  7.7  1.25  5.26  4.23 999 1021.7 999.0   7.6 999.0 99.0 99.00
2013 06 02 23 50 999  6.3  7.5  1.24  5.88  4.34 999 1020.9 999.0   7.6 999.0 99.0 99.00
2013 06 03 00 50 999  7.7  8.7  1.28  5.88  4.46 999 1020.0 999.0   7.5 999.0 99.0 99.00
2013 06 03 01 50 999  7.8  8.9  1.27  5.56  4.28 999 1018.8 999.0   7.5 999.0 99.0 99.00
2013 06 03 02 50 999  8.8 10.4  1.32  5.88  4.42 999 1017.8 999.0   7.5 999.0 99.0 99.00
2013 06 03 03 50 999  9.4 11.2  1.43  5.88  4.40 999 1016.7 999.0   7.5 999.0 99.0 99.00
2013 06 03 04 50 999  9.8 12.3  1.50  4.35  4.28 999 1015.6 999.0   7.5 999.0 99.0 99.00
2013 06 03 05 50 999 11.5 13.3  1.72  4.35  4.38 999 1014.5 999.0   7.5 999.0 99.0 99.00
2013 06 03 06 50 999 11.7 14.2  1.96  4.76  4.63 999 1013.6 999.0   7.5 999.0 99.0 99.00
2013 06 03 07 50 999 11.9 14.6  2.16  5.26  4.79 999 1012.3 999.0   7.5 999.0 99.0 99.00
2013 06 03 08 50 999 11.4 13.8  2.45  5.88  5.16 999 1011.6 999.0   7.4 999.0 99.0 99.00
2013 06 03 09 50 999 12.0 14.5  2.65  6.67  5.22 999 1010.5 999.0   7.3 999.0 99.0 99.00
2013 06 03 10 50 999 12.2 15.7  2.92  6.25  5.59 999 1009.4 999.0   7.1 999.0 99.0 99.00
2013 06 03 11 50 999 11.1 13.7 99.00 99.00 99.00 999 1008.5 999.0   6.9 999.0 99.0 99.00
2013 06 03 12 50 999 10.7 12.8  2.93  7.14  5.74 999 1007.9 999.0   6.9 999.0 99.0 99.00
2013 06 03 13 50 999  8.9 10.5  2.94  7.14  5.82 999 1007.4 999.0   6.9 999.0 99.0 99.00
2013 06 03 14 50 999  6.8  8.0  2.83  6.67  5.94 999 1007.1 999.0   6.9 999.0 99.0 99.00
2013 06 03 15 50 999  6.7  8.0  2.59  7.69  5.93 999 1007.0 999.0   6.9 999.0 99.0 99.00
2013 06 03 16 50 999  5.8  6.8  2.64  7.69  6.20 999 1006.9 999.0   6.9 999.0 99.0 99.00
2013 06 03 17 50 999  5.6  6.6  2.23  7.14  5.97 999 1006.9 999.0   7.0 999.0 99.0 99.00
2013 06 03 18 50 999  5.7  7.0  2.38  7.14  6.18 999 1007.0 999.0   7.0 999.0 99.0 99.00
2013 06 03 19 50 999  5.3  6.9  2.25 10.00  6.40 999 1007.1 999.0   7.0 999.0 99.0 99.00
2013 06 03 20 50 999  5.0  6.0  2.06  8.33  6.25 999 1007.0 999.0   7.0 999.0 99.0 99.00
2013 06 03 21 50 999  5.3  6.2  2.27  8.33  6.30 999 1006.9 999.0   7.0 999.0 99.0 99.00
2013 06 03 22 50 999  5.9  7.0  2.28  7.69  6.26 999 1006.7 999.0   7.0 999.0 99.0 99.00
2013 06 03 23 50 999  5.6  6.7  2.26  8.33  6.08 999 1006.4 999.0   7.0 999.0 99.0 99.00
2013 06 04 00 50 999  5.9  6.9  1.97  6.67  5.58 999 1006.3 999.0   7.1 999.0 99.0 99.00
2013 06 04 01 50 999  5.1  6.2  2.10  7.14  5.78 999 1005.8 999.0   7.2 999.0 99.0 99.00
2013 06 04 02 50 999  5.2  6.1  2.16  8.33  5.95 999 1005.6 999.0   7.2 999.0 99.0 99.00
2013 06 04 03 50 999  4.6  5.7  2.18  8.33  5.99 999 1005.3 999.0   7.2 999.0 99.0 99.00
2013 06 04 04 50 999  4.8  5.7  1.90  8.33  5.91 999 1005.2 999.0   7.2 999.0 99.0 99.00
2013 06 04 05 50 999  5.0  6.0  1.64  8.33  5.87 999 1005.1 999.0   7.3 999.0 99.0 99.00
2013 06 04 06 50 999  5.4  6.3  1.77  8.33  6.16 999 1005.0 999.0   7.3 999.0 99.0 99.00
2013 06 04 07 50 999  4.8  5.9  1.66  9.09  6.06 999 1004.8 999.0   7.3 999.0 99.0 99.00
2013 06 04 08 50 999  4.7  5.9  1.76  9.09  6.55 999 1004.9 999.0   7.2 999.0 99.0 99.00
2013 06 04 09 50 999  5.3  6.2  1.82  9.09  6.55 999 1004.8 999.0   7.2 999.0 99.0 99.00
2013 06 04 10 50 999  5.5  6.4  1.60  8.33  5.88 999 1004.8 999.0   7.2 999.0 99.0 99.00
2013 06 04 11 50 999  5.3  6.7  1.63  8.33  5.72 999 1005.0 999.0   7.2 999.0 99.0 99.00
2013 06 04 12 50 999  6.4  7.9  1.55  9.09  5.50 999 1004.9 999.0   7.2 999.0 99.0 99.00
