@relation Station_46001_2018_07_09_09_59_1.arff

@attribute pres numeric
@attribute Class_WDIR {A}

@data
102646.080922,?
102641.568647,?
102728.020548,?
102807.679336,?
102749.690001,?
102654.548204,?
102581.350506,?
102506.652335,?
102510.552981,?
102539.990757,?
102652.029434,?
102712.786261,?
102697.303009,?
102686.440271,?
102675.030141,?
102529.793767,?
102419.035829,?
102285.066231,?
102330.022373,?
102377.581503,?
102464.02207,?
102461.005554,?
102469.855482,?
102458.642584,?
102372.279675,?
102384.268706,?
102549.328372,?
102664.724777,?
102637.284979,?
102636.640624,?
102772.452644,?
102952.91343,?
103126.56744,?
103231.02345,?
103284.208943,?
103359.769853,?
103456.891976,?
103537.045146,?
103631.804056,?
103548.076862,?
103438.236893,?
103318.390063,?
103182.269317,?
103084.933285,?
102887.119548,?
102756.844658,?
102686.207164,?
102528.57485,?
102396.112587,?
102213.561332,?
102138.106334,?
102030.605797,?
101910.674507,?
101800.025678,?
101698.26962,?
101636.230943,?
101523.184088,?
101470.668816,?
101260.697938,?
101076.924596,?
100803.493684,?
100567.081371,?
100352.165502,?
99851.97999,?
99350.740347,?
99260.454956,?
99676.020639,?
100016.489155,?
100447.192104,?
100783.143873,?
101185.206329,?
101289.730807,?
101366.225251,?
101309.288784,?
101399.942087,?
101446.781349,?
101571.890661,?
101684.859859,?
101891.26683,?
102166.564426,?
102366.637852,?
102411.677236,?
102409.978795,?
102148.559718,?
101648.884253,?
101218.436019,?
101048.22756,?
100977.254196,?
100931.081658,?
100923.992262,?
100938.845749,?
101033.588368,?
101351.071743,?
101811.290126,?
102239.493853,?
102609.835307,?
102830.159601,?
103149.830592,?
103451.659834,?
103712.708469,?
103774.105177,?
103756.070671,?
103708.565419,?
103619.48675,?
103417.895197,?
103265.713408,?
103217.315078,?
103085.941907,?
102931.946685,?
102689.670319,?
102608.502351,?
102461.626865,?
102363.8583,?
102265.510834,?
102163.093743,?
102088.235782,?
101985.62146,?
101992.353835,?
102045.613381,?
102163.139784,A
102056.292551,A
102044.690881,A
101914.386869,A
101794.419596,A
101815.223983,A
101914.857772,A
102102.958602,A
102276.904179,A
102399.107361,A
102423.085664,A
102549.234664,A
102588.971109,A
102510.224706,A
102480.520988,A
102444.663797,A
102409.718989,A
102314.527545,A
102239.735908,A
102212.243101,A
102081.540152,A
101938.246661,A
101828.423369,A
101674.908866,A
101573.498494,A
101347.777554,A
101210.995533,A
100959.066999,A
100759.98833,A
100557.865377,A
100583.040627,A
100929.974949,A
101251.996707,A
101290.672941,A
101249.167992,A
101268.328792,A
101342.262165,A
101239.71091,A
101163.845989,A
101146.739916,A
101208.178541,A
101274.063986,A
101378.774361,A
101426.369474,A
101394.996303,A
101324.881445,A
101325.050423,A
101392.473302,A
101648.906139,A
101823.152471,A
102004.685431,A
102206.004482,A
102424.758615,A
102410.237151,A
102330.925954,A
102080.118997,A
102051.575275,A
102151.496932,A
102180.302413,A
102415.418828,A
102568.936586,A
102622.803287,A
102599.124521,A
102533.701901,A
102338.436056,A
102060.375682,A
101967.129799,A
102214.857038,A
102490.335574,A
102581.121524,A
102606.029372,A
102577.886868,A
102523.238342,A
102447.5581,A
102283.283514,A
102205.333767,A
102132.447919,A
102044.922492,A
102118.420703,A
102202.452885,A
102241.573228,A
102185.272169,A
102077.068684,A
101947.273645,A
101800.849997,A
101575.033262,A
101437.688041,A
101289.298659,A
101232.771245,A
101075.891285,A
100942.340799,A
100823.184473,A
100847.282351,A
100809.033935,A
100803.851439,A
100840.863177,A
100936.703692,A
100860.686711,A
100857.994731,A
100880.111307,A
100909.892925,A
100808.277592,A
100857.863195,A
100881.121873,A
101119.050469,A
101170.875237,A
101233.830772,A
101284.105419,A
101405.154055,A
101449.48276,A
101551.229871,A
101427.872277,A
101198.967012,A
101034.469435,A
101153.921116,A
101019.663691,A
101103.26393,A
101477.966334,A
101824.839192,A
102114.890983,A
102373.362255,A
102641.829054,A
102797.324509,A
102891.298339,A
102804.94316,A
102590.313456,A
102580.058607,A
102718.489664,A
102765.738164,A
102726.067173,A
102629.857434,A
102526.833189,A
102470.6023,A
102258.082796,A
101994.399556,A
101774.434428,A
101606.97061,A
101622.564246,A
101475.323033,A
101175.038327,A
100845.909143,A
100680.943861,A
100621.118183,A
100634.327841,A
100927.937606,A
101156.005082,A
101300.59311,A
101439.676253,A
101535.844317,A
101610.164075,A
101795.268913,A
101897.504822,A
101846.62988,A
101515.101394,A
101331.691634,A
101312.817927,A
101341.736806,A
101189.06389,A
101065.762185,A
101125.881517,A
101292.705213,A
101385.738647,A
101466.992244,A
101557.394437,A
101699.8567,A
101786.490024,A
101841.853702,A
101930.179776,A
102046.488565,A
102048.153302,A
102076.373464,A
102145.169272,A
102235.785374,A
102246.789079,A
102298.919077,A
102359.650279,A
102361.918915,A
102396.386258,A
102396.418986,A
102490.65637,A
102535.678836,A
102519.87129,A
102519.638075,A
102614.952349,A
102630.978519,A
102610.1327,A
102524.177569,A
102503.692026,A
102275.425474,A
102043.624485,A
101853.551301,A
101786.226604,A
101685.318694,A
101550.858211,A
101482.719938,A
101452.341283,A
101431.889443,A
101374.501379,A
101355.450722,A
101454.467299,A
101558.05027,A
101590.178181,A
101621.203279,A
101730.803714,A
101710.561552,A
101699.385855,A
101740.077469,A
101706.418986,A
101695.47859,A
101499.991106,A
101186.780964,A
101013.814829,A
101093.531968,A
101212.189379,A
101317.799935,A
101341.06211,A
101144.419838,A
101185.766659,A
101241.969779,A
101184.76878,A
101181.721683,A
101300.364079,A
101693.283631,A
102052.672244,A
102279.519719,A
102408.800093,A
102470.404092,A
102564.911892,A
102604.578409,A
102600.788148,A
102590.459139,A
102655.970402,A
102711.909967,A
102533.559138,A
102358.018403,A
102067.437173,A
102067.384272,A
101974.96032,A
102008.59717,A
102234.669488,A
102423.519658,A
102439.360172,A
102255.779829,A
101822.83733,A
101398.519901,A
101320.517638,A
101644.653102,A
102024.754297,A
102291.810966,A
102348.794451,A
102397.840392,A
102328.863161,A
102296.516867,A
102268.410104,A
102366.042417,A
102374.18069,A
102277.875399,A
101824.54918,A
101389.854022,A
100928.089509,A
100637.689269,A
100587.713966,A
100587.578933,A
100798.035488,A
101001.868834,A
101133.347916,A
101185.47344,A
101171.338361,A
101311.366615,A
101421.978243,A
101699.404136,A
102090.380756,A
102377.502879,A
102616.294454,A
102789.172573,A
102876.044804,A
102899.218963,A
102802.769449,A
102663.662528,A
102570.032297,A
102321.040476,A
102071.620353,A
101768.580058,A
101469.858411,A
101155.41246,A
100896.345753,A
100857.821964,A
100829.635456,A
100840.945559,A
100738.751809,A
100443.83311,A
100019.392416,A
99675.00273,A
99550.280537,A
99634.709269,A
99824.294873,A
100082.195457,A
100322.456925,A
100458.433449,A
100618.788083,A
100899.430978,A
101361.994678,A
101598.829708,A
101842.286728,A
101943.017689,A
102111.01971,A
102154.887871,A
102239.478045,A
102202.137539,A
102184.820813,A
102052.572701,A
101879.029318,A
101666.242761,A
101439.137316,A
101215.108882,A
101208.698414,A
101395.822624,A
101590.433949,A
101666.561556,A
101819.700901,A
101920.493953,A
101871.401863,A
101832.231874,A
101830.357702,A
101829.226935,A
101700.15274,A
101651.497416,A
101682.368125,A
101612.117016,A
101378.350292,A
101304.437201,A
101294.20447,A
101277.936379,A
101130.21746,A
100893.440048,A
100371.873384,A
99842.936717,A
99802.075304,A
100207.315176,A
100147.045446,A
100112.017338,A
100364.805596,A
100672.031243,A
101078.106817,A
101407.044519,A
101620.032781,A
101842.063486,A
102131.875202,A
102449.80803,A
102753.835738,A
102990.062396,A
102973.584628,A
102830.337527,A
102372.952091,A
101590.835756,A
100893.47809,A
100559.535286,A
100635.338358,A
100667.932398,A
100741.405226,A
100514.250618,A
100267.325485,A
100393.748891,A
100431.181201,A
100279.533624,A
99989.832293,A
99672.208685,A
99752.262563,A
99860.523424,A
99949.959113,A
99939.465841,A
99976.065328,A
100136.128395,A
100340.281262,A
100522.369343,A
100748.090284,A
100884.821548,A
100991.376973,A
101173.100304,A
101278.019487,A
101209.951518,A
101040.451302,A
101057.979366,A
101135.779306,A
101314.457241,A
101232.160593,A
101125.744675,A
101047.553394,A
101174.921911,A
101323.613952,A
101472.8988,A
101429.209049,A
101411.741481,A
101238.372419,A
101147.801248,A
101120.037156,A
101212.350965,A
101467.406399,A
101664.509458,A
101881.614903,A
101821.706224,A
101825.201421,A
101831.268048,A
101958.813756,A
101833.343191,A
101761.135536,A
101632.46679,A
101432.676467,A
101120.571225,A
100902.052394,A
100733.816181,A
100526.901407,A
100024.991144,A
99127.951395,A
98652.480319,A
99100.83684,A
99621.359332,A
99900.573768,A
100510.534566,A
101316.571722,A
101931.078304,A
102572.43757,A
103017.345177,A
103506.579402,A
103747.651817,A
103906.344584,A
103924.461464,A
103864.790715,A
103703.001929,A
103519.228587,A
103189.191386,A
102841.07898,A
102608.830384,A
102711.576242,A
102764.626354,A
102805.296576,A
102672.440091,A
102586.27767,A
102330.700952,A
102054.642297,A
101703.939348,A
101375.554681,A
101201.888467,A
101130.375789,A
100998.250265,A
100832.971975,A
100564.832484,A
100031.57682,A
99374.254103,A
98912.826852,A
98720.23631,A
98483.87427,A
98509.202797,A
98811.6021,A
98797.261334,A
98440.1785,A
98095.383607,A
98062.117499,A
98250.048482,A
98402.552419,A
98587.473689,A
98760.932854,A
98866.185722,A
98815.942834,A
98609.737511,A
98642.612375,A
98793.422452,A
99251.153431,A
99551.040959,A
99993.568193,A
100469.874837,A
100988.8669,A
101341.739086,A
101587.162526,A
101718.049912,A
101807.868489,A
101769.128704,A
101364.537756,A
100609.979719,A
100040.675364,A
99798.022286,A
99634.261496,A
99305.076048,A
99271.416695,A
99191.622633,A
99293.046667,A
99497.103112,A
99636.284087,A
99647.589233,A
99686.111369,A
99900.203604,A
100273.903763,A
100727.302189,A
101142.747264,A
101124.418755,A
100516.515627,A
99842.860507,A
99820.205149,A
99799.113322,A
99298.322066,A
98869.771058,A
98995.994084,A
99285.963793,A
99748.289119,A
100095.3383,A
100460.335382,A
100717.293,A
100978.084941,A
101290.382941,A
101476.490266,A
101435.989157,A
101021.752941,A
100757.206829,A
100492.870152,A
100466.673835,A
100736.953198,A
101101.549691,A
101438.249338,A
101565.339845,A
101582.61392,A
101501.540287,A
101320.438643,A
101075.233536,A
100843.263569,A
100534.922721,A
100238.289397,A
99910.106435,A
99557.599,A
98995.78318,A
98755.744425,A
98822.47306,A
99020.452762,A
99205.479943,A
99273.386904,A
99301.355715,A
99377.068442,A
99387.352279,A
99376.239649,A
99236.486527,A
99174.981579,A
99146.065955,A
99383.418422,A
99784.417411,A
100342.263634,A
100788.336194,A
101173.203344,A
101433.450222,A
101701.907446,A
101766.44607,A
101817.929626,A
102063.939504,A
102279.569365,A
102041.595105,A
101433.402326,A
100506.280794,A
100489.27294,A
101395.92498,A
101764.762896,A
101856.409738,A
101865.926583,A
101670.42329,A
101199.274628,A
100373.111338,A
99534.197281,A
99263.058727,A
98998.661553,A
98917.325342,A
99087.569107,A
99633.754583,A
100124.001219,A
100617.064752,A
100978.560752,A
101242.826391,A
101610.905828,A
101810.814991,A
101569.818872,A
101082.127579,A
100672.288044,A
100870.257724,A
100808.367802,A
100518.339548,A
100255.60687,A
100251.390394,A
100624.756201,A
100931.556359,A
101131.966523,A
100945.357354,A
99679.33186,A
98202.717465,A
97295.118555,A
97121.80484,A
97484.016727,A
97893.2599,A
98267.866751,A
98728.351076,A
99145.8236,A
99594.154147,A
100027.56128,A
100460.52153,A
100697.628087,A
100801.523524,A
100645.775499,A
100660.069149,A
100553.636554,A
100233.762398,A
100231.689641,A
100242.098637,A
100237.143713,A
100198.972955,A
100352.716933,A
100667.046857,A
101119.809875,A
101448.084399,A
101872.423221,A
102133.261445,A
102229.013026,A
102309.045753,A
102399.78829,A
102436.945468,A
102330.580414,A
102049.553955,A
101387.697919,A
101273.261543,A
100889.528658,A
100384.485149,A
100088.918704,A
101173.800288,A
102155.433467,A
102665.328725,A
103056.224817,A
103328.090284,A
103279.645178,A
103076.884488,A
103064.464527,A
103351.672279,A
103304.244541,A
103166.176438,A
103193.341346,A
103204.820428,A
103054.367612,A
102866.853655,A
102561.025585,A
102058.744639,A
101248.165004,A
100652.783296,A
100362.812525,A
100328.234662,A
100703.960462,A
100492.549741,A
99683.639317,A
99359.00947,A
99484.991686,A
99660.118544,A
99820.633451,A
100011.082719,A
100152.086182,A
100186.077908,A
100342.472433,A
100374.178845,A
100382.502773,A
100234.040341,A
99919.616952,A
99572.560969,A
99093.592443,A
98685.253925,A
98665.975011,A
98604.481339,A
98640.436712,A
98750.55157,A
98957.076655,A
99223.709738,A
99438.673368,A
99432.815692,A
99478.130942,A
99473.282171,A
99571.877974,A
99632.701608,A
99678.949901,A
99663.075924,A
99627.779497,A
99598.414421,A
99587.803236,A
99476.211199,A
99339.307701,A
99166.370303,A
98988.764098,A
98843.833195,A
98788.272527,A
98711.820868,A
98784.08503,A
98833.069122,A
98723.430751,A
98206.058204,A
97509.684404,A
96829.269282,A
96449.251436,A
96504.19868,A
96608.377762,A
96801.598553,A
97127.549453,A
97535.127888,A
98032.499034,A
98589.818146,A
99076.974107,A
99314.582883,A
99531.915659,A
99568.818472,A
99710.873199,A
99812.512939,A
99968.701285,A
100148.626641,A
100408.186378,A
100500.190183,A
100744.312468,A
100915.651693,A
100760.019494,A
100405.340735,A
100368.899976,A
100659.982449,A
100947.137057,A
101401.021654,A
102022.147947,A
102311.26284,A
102262.122863,A
102323.399349,A
102041.778324,A
101220.998296,A
99876.922738,A
98620.081196,A
97896.427961,A
97663.979804,A
98013.726617,A
98621.996049,A
99328.790622,A
99925.068627,A
99960.891914,A
99440.504302,A
98104.40574,A
97816.496509,A
97978.957844,A
98022.531568,A
98271.224479,A
98580.71852,A
98827.627845,A
99171.000163,A
99413.186909,A
99558.529678,A
99401.12396,A
99077.234541,A
99062.181252,A
99270.326878,A
99837.906048,A
100243.551901,A
100602.023415,A
100797.199051,A
101123.906535,A
101564.284949,A
102013.81993,A
102179.175144,A
102142.087159,A
102040.406613,A
101680.287416,A
100861.276616,A
100032.735204,A
99860.971224,A
99886.405014,A
99931.409342,A
100069.603638,A
100173.459353,A
100320.32711,A
100494.033888,A
100727.989764,A
100470.524477,A
99720.330115,A
99263.438609,A
99881.235862,A
100524.074635,A
100962.125085,A
101198.424685,A
101236.759598,A
100574.523717,A
99422.448381,A
99628.859277,A
100800.593679,A
100292.674658,A
99662.937344,A
99638.960608,A
100087.399529,A
100192.072412,A
100173.343277,A
99828.852973,A
99024.155285,A
98861.621164,A
98970.875855,A
99417.486917,A
99988.886989,A
100645.188676,A
100940.323506,A
100894.564146,A
100634.919707,A
100129.68139,A
99482.653216,A
99255.798495,A
99205.203786,A
99275.708634,A
99631.615579,A
100153.535658,A
100566.754506,A
100930.53981,A
101073.833302,A
101201.651513,A
101144.8584,A
101048.978839,A
100852.859203,A
100806.302802,A
100714.69544,A
100516.22694,A
100029.066399,A
99607.491522,A
99221.96334,A
98845.490046,A
98467.809788,A
98782.732374,A
99589.245013,A
100042.188547,A
99791.677281,A
99133.409802,A
99062.658039,A
99053.809088,A
99248.986183,A
99441.471742,A
99480.682922,A
99331.498101,A
99397.679587,A
99447.832515,A
99491.283709,A
99362.402272,A
99427.384522,A
99560.75144,A
99824.135276,A
100129.280813,A
100427.344684,A
100704.039858,A
100821.355608,A
100762.30723,A
100500.827172,A
100143.982953,A
99590.610344,A
99112.206371,A
98788.038914,A
98432.803516,A
98264.967701,A
98288.227838,A
98656.9846,A
98911.710541,A
98920.955559,A
98718.218166,A
98587.721396,A
98631.163826,A
98815.581765,A
99048.288577,A
99253.946208,A
99379.126076,A
99443.809657,A
99546.943602,A
99754.879058,A
99850.762174,A
99931.141273,A
99476.777897,A
98780.411142,A
98204.647599,A
98066.856956,A
98104.572861,A
98292.764143,A
98510.931645,A
98789.748218,A
99149.651739,A
99413.109,A
99433.309381,A
99158.624581,A
98916.70971,A
99112.939046,A
99379.983511,A
99538.827505,A
99163.984896,A
98606.233492,A
98442.174275,A
98262.469688,A
98292.550709,A
98358.683524,A
98431.636672,A
98691.231174,A
98335.812253,A
97375.581367,A
96748.325778,A
96693.149273,A
96812.145954,A
96998.774854,A
97493.005969,A
98207.383452,A
98948.061403,A
99509.014244,A
99915.746619,A
100224.994265,A
100575.857003,A
101051.377215,A
101479.430727,A
101828.841903,A
101968.11444,A
101992.918522,A
101941.064525,A
101719.880749,A
101358.9072,A
100945.411869,A
100839.683199,A
101115.583283,A
101406.298435,A
101426.755617,A
101180.361092,A
100563.310935,A
99867.283305,A
99112.210218,A
98604.805718,A
98273.269744,A
98148.551639,A
98100.151957,A
97541.331402,A
97332.821666,A
97850.077567,A
98462.043988,A
99004.651208,A
99441.154842,A
99824.88762,A
100109.284167,A
100593.275892,A
101087.504087,A
101150.582788,A
100644.620022,A
99947.841441,A
99685.889167,A
99848.068426,A
100227.853889,A
100521.953912,A
100823.337692,A
101058.103405,A
101403.783647,A
101656.264732,A
101495.847174,A
100485.598246,A
99502.326573,A
99260.756317,A
99493.370805,A
99335.94463,A
99014.230431,A
99111.934857,A
99765.170539,A
100071.761221,A
99677.435965,A
99277.45532,A
99264.449937,A
99514.975443,A
99593.162829,A
99519.538627,A
99170.062239,A
99049.087321,A
99240.748175,A
99432.433436,A
99837.590065,A
100140.96447,A
100485.843824,A
100639.020997,A
100705.298962,A
100830.381925,A
100957.301173,A
101158.396199,A
101166.794529,A
101177.620308,A
101029.802338,A
100755.968499,A
100056.831855,A
99213.684731,A
98569.349957,A
98360.139028,A
98538.441322,A
98744.820908,A
98921.644603,A
98872.150562,A
98776.38046,A
98720.610357,A
98825.846973,A
98889.6313,A
98837.493573,A
98945.379674,A
99246.267061,A
99191.097744,A
99300.339363,A
99978.238787,A
100756.594332,A
101413.410056,A
101964.74904,A
102091.735539,A
101722.760973,A
100754.883577,A
99409.282346,A
98780.919662,A
98532.297655,A
98669.310853,A
99051.24129,A
99068.68391,A
99263.741045,A
99647.309135,A
99828.015098,A
99672.823171,A
99147.36506,A
98429.206797,A
98181.30631,A
98572.650842,A
99163.164589,A
98949.312851,A
98023.626859,A
97584.429208,A
97587.550814,A
97866.758537,A
98890.303052,A
99881.571867,A
100446.923861,A
100532.750364,A
100346.31943,A
100028.418604,A
99722.336074,A
100839.748025,A
101147.53574,A
101197.617872,A
101093.82075,A
101092.949064,A
100867.12314,A
100570.052566,A
100146.99885,A
99825.66288,A
99667.00804,A
99588.22804,A
99295.796118,A
98901.64558,A
98612.673064,A
98344.485387,A
98240.293174,A
98265.398013,A
98323.938237,A
98497.829935,A
98584.928279,A
98635.470955,A
98685.434972,A
98827.1461,A
99088.330117,A
99355.811831,A
99514.451347,A
99459.349765,A
99448.816479,A
99332.310902,A
99230.275239,A
99006.64238,A
98867.65853,A
98789.77958,A
98858.196974,A
98853.980741,A
98848.301717,A
98690.03215,A
98441.877684,A
98124.331424,A
97987.788686,A
98011.604872,A
98291.997876,A
98600.497159,A
98878.321989,A
99014.985412,A
99070.987803,A
99106.454136,A
99224.793873,A
99343.617933,A
99462.33161,A
99515.23774,A
99620.511557,A
99712.086433,A
99953.323353,A
100110.125656,A
100291.494111,A
100503.442685,A
100883.369501,A
101268.995865,A
101796.613831,A
102180.769084,A
102535.992037,A
102802.406737,A
102677.534764,A
102400.656841,A
102099.0257,A
101856.453053,A
101556.617557,A
101210.559878,A
100946.470079,A
100642.660512,A
100443.816518,A
100288.950828,A
100255.595486,A
100063.691601,A
99994.56377,A
99965.327699,A
100074.989742,A
100155.347391,A
99991.559216,A
99914.982157,A
99803.834471,A
99916.818259,A
100043.469962,A
100186.470911,A
100078.278411,A
99579.515426,A
99029.729093,A
98896.474996,A
99346.89207,A
99750.662399,A
100351.736273,A
100707.313233,A
101127.646957,A
101355.415764,A
101401.363059,A
101021.382992,A
100710.520012,A
100520.451302,A
100461.033324,A
100561.288666,A
100773.509985,A
100893.039323,A
101156.07986,A
101295.004566,A
101099.095148,A
100878.305701,A
101012.26581,A
101013.741045,A
101003.330146,A
101120.961591,A
101361.134801,A
101681.278541,A
102036.494633,A
102230.657858,A
102135.73683,A
102213.211499,A
102307.399238,A
102213.839563,A
102021.237444,A
101699.647978,A
101337.095854,A
101105.477507,A
100925.309988,A
101020.813522,A
101276.291189,A
101558.691361,A
101687.038827,A
101816.26595,A
101877.696255,A
101903.676034,A
101831.599915,A
101848.105694,A
101631.171613,A
101387.444419,A
100913.483035,A
100350.22571,A
99850.253094,A
99648.304627,A
99645.507954,A
99728.024337,A
99995.758088,A
100343.098835,A
100707.142593,A
101082.868007,A
101380.478928,A
101499.976225,A
101445.633372,A
100997.729918,A
100461.82424,A
100511.647089,A
100724.010785,A
100748.872485,A
100919.925786,A
100869.500113,A
100794.005769,A
100584.872246,A
100677.727378,A
100667.880065,A
100369.246375,A
100297.211303,A
100544.083534,A
100721.572494,A
100682.98699,A
100454.963469,A
100146.901636,A
99948.968325,A
99814.196969,A
99648.640533,A
99694.489754,A
99833.305601,A
100192.536087,A
100626.198176,A
100892.598528,A
101017.45673,A
100792.55495,A
100571.039151,A
100281.709372,A
100168.946354,A
100002.966574,A
99996.862746,A
100178.120817,A
100479.973596,A
100723.002315,A
100966.893772,A
101236.943176,A
101542.878025,A
101684.8266,A
101714.193579,A
101672.131364,A
101570.365431,A
101553.970037,A
101529.133469,A
101620.350107,A
101811.639928,A
101840.750105,A
101810.966401,A
101839.284745,A
101773.476957,A
101593.267522,A
101510.921229,A
101484.464612,A
101459.108422,A
101394.407864,A
101272.135731,A
101091.577111,A
100953.196918,A
100743.242091,A
100441.051354,A
100194.346015,A
99894.943738,A
99594.038842,A
99308.635576,A
99431.955234,A
99841.851468,A
100480.14579,A
100814.753859,A
100938.060038,A
100700.120833,A
100195.888298,A
99665.832091,A
99683.971689,A
100040.356967,A
100193.428471,A
100142.0181,A
100305.225671,A
100566.797977,A
100827.230511,A
100749.598439,A
100517.126194,A
100113.030461,A
99896.894014,A
99876.544144,A
100075.356244,A
100390.193053,A
100819.015896,A
101118.132634,A
101251.794374,A
101024.065917,A
100185.918348,A
99343.503693,A
99030.91233,A
99394.113632,A
99897.652784,A
100128.783551,A
100402.152613,A
100572.554564,A
100664.675373,A
100574.413905,A
100791.897764,A
101053.242681,A
101330.797337,A
101342.511721,A
101461.421411,A
101521.001322,A
101430.635354,A
101277.819433,A
101288.544751,A
101486.466487,A
101408.65614,A
100888.023939,A
100156.618631,A
100014.816823,A
100253.64414,A
100128.352128,A
100144.747522,A
100388.038443,A
100765.827049,A
101235.224368,A
101747.575377,A
102170.103336,A
102479.379236,A
102674.611378,A
102854.470653,A
103038.202321,A
103061.285159,A
103080.208271,A
103163.086148,A
103284.96032,A
103416.160039,A
103534.084161,A
103620.540536,A
103739.755455,A
103709.508819,A
103644.215939,A
103628.354273,A
103623.385686,A
103532.094888,A
103485.55614,A
103490.159494,A
103471.852243,A
103311.769869,A
103109.616092,A
102932.59988,A
102714.128366,A
102361.8148,A
102068.325294,A
101810.897942,A
101637.079669,A
101460.947588,A
101244.128366,A
101052.28006,A
101009.949817,A
101033.385444,A
101040.113345,A
101000.194017,A
100627.993607,A
100185.747341,A
100124.403399,A
100314.876738,A
100685.978625,A
101214.87844,A
101718.022501,A
102231.572987,A
102588.753945,A
102852.538621,A
102982.922861,A
103007.311329,A
102870.077846,A
102439.718738,A
102130.060058,A
102045.69648,A
101908.375038,A
101618.76926,A
101549.600247,A
101844.385759,A
102163.202959,A
102434.24712,A
102472.307494,A
102558.320243,A
102566.87413,A
102605.183526,A
102524.210161,A
102570.35892,A
102573.309981,A
102558.311053,A
102552.767063,A
102613.09583,A
102671.156203,A
102727.794002,A
102788.974414,A
102857.96298,A
102918.903617,A
102907.686004,A
102847.032701,A
102836.863722,A
102735.084127,A
102503.09038,A
102346.579885,A
102300.849997,A
102326.838967,A
102332.140795,A
102335.876936,A
102331.848987,A
102340.242843,A
102249.231409,A
102229.626741,A
102161.594621,A
102118.206553,A
102137.038585,A
102064.888064,A
102086.024231,A
101946.96078,A
101406.130286,A
100963.903566,A
100715.113934,A
100608.143136,A
100495.608801,A
100215.777537,A
100163.430133,A
100221.363203,A
100193.878474,A
100239.037433,A
100348.358263,A
100503.650902,A
100529.689276,A
100599.20471,A
100765.505769,A
101031.774343,A
101277.208191,A
101498.877644,A
101768.98827,A
101892.748191,A
101946.348081,A
101821.005554,A
101720.332946,A
101621.17662,A
101502.615245,A
101518.098497,A
101508.19546,A
101502.785392,A
101544.099727,A
101599.747242,A
101667.861494,A
101781.642566,A
101772.928648,A
101835.460597,A
101969.558475,A
102039.423683,A
102023.329045,A
101968.118537,A
101986.388587,A
101985.319912,A
101777.505198,A
101735.202724,A
101745.004382,A
101835.461671,A
101896.000115,A
101902.708952,A
101790.997825,A
101680.003068,A
101639.112076,A
101570.539125,A
101561.857934,A
101736.526742,A
101848.799851,A
101907.012284,A
101985.100669,A
102148.42567,A
102093.205973,A
102027.590944,A
101969.140822,A
102061.449915,A
102050.107326,A
102117.953791,A
102194.784105,A
102348.492235,A
102402.042721,A
102309.874595,A
102261.608284,A
102128.978396,A
101897.658368,A
101812.347351,A
101886.172484,A
102052.45988,A
102097.865475,A
102155.932709,A
102234.679112,A
102317.745273,A
102206.393737,A
102008.493395,A
101854.682717,A
101972.473409,A
102153.013699,A
102287.633971,A
102368.040638,A
102434.859618,A
102418.792991,A
102491.694406,A
102550.942053,A
102561.668539,A
102566.234933,A
102612.696024,A
102688.261649,A
102600.843486,A
102380.625103,A
102193.15282,A
101960.653356,A
101759.325358,A
101500.862792,A
101345.94385,A
101240.945165,A
101078.639328,A
101058.912758,A
100995.625585,A
101035.296576,A
101175.186191,A
101277.142737,A
101430.225575,A
101634.514751,A
101835.024942,A
101860.425821,A
101829.633011,A
101938.662275,A
102113.43363,A
102168.970761,A
102220.40467,A
102288.151842,A
102264.123892,A
102121.062447,A
102099.1838,A
102023.860579,A
102077.855802,A
101851.481559,A
101768.205962,A
101667.304671,A
101716.650257,A
101642.676427,A
101480.289677,A
101324.606179,A
101274.885784,A
101232.893497,A
101266.378529,A
101358.61867,A
101468.195084,A
101681.216315,A
101696.314293,A
101877.650262,A
101965.861477,A
101939.943547,A
101895.574277,A
101815.44104,A
101865.644649,A
101951.636981,A
102060.980422,A
102120.903006,A
102057.782967,A
101959.33732,A
101874.601947,A
101852.01238,A
101826.501117,A
101745.219267,A
101679.757166,A
101770.746966,A
101933.972916,A
102011.614419,A
102019.310042,A
101956.458274,A
101869.00291,A
101739.75765,A
101692.153589,A
101602.797944,A
101445.247762,A
101311.314147,A
101371.170552,A
101635.715311,A
101826.660422,A
101923.495452,A
101862.423279,A
101808.539552,A
101788.342321,A
101816.845344,A
101820.499354,A
101927.791566,A
102059.287325,A
102075.358667,A
102244.837142,A
102351.865799,A
102538.663628,A
102536.583276,A
102812.879862,A
103014.359919,A
103274.326081,A
103311.466099,A
103469.974814,A
103514.381178,A
103554.044439,A
103519.021974,A
103461.608284,A
103387.152275,A
103372.097082,A
103258.570376,A
103100.432345,A
102981.734235,A
102913.687283,A
102807.418951,A
102660.938797,A
102547.98302,A
102376.880265,A
102247.554961,A
102142.229353,A
102142.960555,A
102035.779839,A
101923.814345,A
101836.445345,A
101934.520308,A
102091.934239,A
102106.944743,A
102032.099227,A
101959.251691,A
101947.266892,A
101823.029507,A
101505.853506,A
101236.474323,A
100951.345947,A
100704.577348,A
100657.950584,A
100787.288092,A
101115.638186,A
101247.905846,A
101229.135905,A
101233.700212,A
101205.838181,A
101085.340435,A
101039.277064,A
101037.59419,A
101116.771667,A
101118.885615,A
101158.076755,A
101158.97222,A
101220.246341,A
101199.653776,A
101121.88497,A
101004.266077,A
