#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 02 14 10 50  43 12.4 14.8  2.87  8.33  5.89  58 1012.4  26.1  27.0  21.9 99.0 99.00
2016 02 14 11 50  52 12.2 15.0  3.28  8.33  6.47  61 1013.0  26.0  27.0  22.0 99.0 99.00
2016 02 14 12 50  47 11.0 13.4  2.93  7.14  6.10  56 1013.7  26.3  26.9  21.9 99.0 99.00
2016 02 14 13 50  46 11.6 13.6  2.78  8.33  6.08  50 1014.3  26.3  27.0  21.9 99.0 99.00
2016 02 14 14 50  47 11.9 13.8  2.96  8.33  6.31  56 1014.7  26.5  27.0  21.8 99.0 99.00
2016 02 14 15 50  49 11.0 13.2  2.87  9.09  6.29  66 1014.9  26.5  27.0  22.1 99.0 99.00
2016 02 14 16 50  45 10.6 13.1  2.71  7.69  6.20  44 1014.7  26.5  27.1  22.5 99.0 99.00
2016 02 14 17 50  48 10.8 12.9  2.43  8.33  6.05  45 1013.4  26.5  27.1  22.5 99.0 99.00
2016 02 14 18 50  51 10.2 12.2  2.85  8.33  6.29  58 1012.7  26.5  27.1  22.3 99.0 99.00
2016 02 14 19 50  56 10.4 11.9  2.72  8.33  6.27  58 1011.9  26.5  27.1  22.4 99.0 99.00
2016 02 14 20 50  54 10.2 11.9  2.62  9.09  6.10  54 1011.4  26.6  27.1  22.5 99.0 99.00
2016 02 14 21 50  61 10.5 13.1  2.76  8.33  6.27  50 1011.4  26.9  27.1  21.8 99.0 99.00
2016 02 14 22 50  53 10.2 12.3  2.67  8.33  6.27  51 1011.8  26.5  27.2  22.8 99.0 99.00
2016 02 14 23 50  53  9.9 12.3  2.43  8.33  5.88  71 1012.2  26.5  27.1  22.7 99.0 99.00
2016 02 15 00 50  57 10.0 12.0  2.25  7.69  5.84  47 1012.8  26.5  27.1  22.4 99.0 99.00
2016 02 15 01 50  56  9.3 11.0  2.42  8.33  5.94  61 1013.6  26.5  27.1  22.6 99.0 99.00
2016 02 15 02 50  56  8.9 10.9  2.43  8.33  6.12  59 1013.9  26.6  27.1  22.6 99.0 99.00
2016 02 15 03 50  52  9.1 11.0  2.55  8.33  6.21  63 1014.1  26.6  27.1  22.4 99.0 99.00
2016 02 15 04 50  47  9.4 10.9  2.27  8.33  5.82  64 1013.5  26.6  27.1  22.5 99.0 99.00
2016 02 15 05 50  64  8.4 10.5  2.26  8.33  5.91  55 1013.0  25.4  27.1  21.7 99.0 99.00
2016 02 15 06 50  64  9.1 10.6  2.18  8.33  5.92  56 1012.1  25.7  27.1  22.6 99.0 99.00
2016 02 15 07 50  60  8.7 10.3  2.33  8.33  6.06  74 1011.3  25.6  27.1  22.8 99.0 99.00
2016 02 15 08 50  75 10.3 12.0  1.97  7.69  5.57  61 1010.6  26.0  27.1  23.0 99.0 99.00
2016 02 15 09 50  85  8.9 10.8  2.24  8.33  5.83  64 1010.5  26.3  27.1  22.2 99.0 99.00
2016 02 15 10 50  86  8.5 10.1  2.16  8.33  5.82  66 1010.8  26.2  27.1  22.6 99.0 99.00
2016 02 15 11 50  88  8.4  9.8  2.19  8.33  5.97  59 1011.2  26.4  27.1  22.6 99.0 99.00
2016 02 15 12 50  91  8.2  9.7  2.02  7.69  5.90  64 1012.0  26.7  27.1  22.6 99.0 99.00
2016 02 15 13 50  94  9.0 10.6  2.03  7.69  5.75  69 1012.3  27.0  27.1  21.9 99.0 99.00
2016 02 15 14 50  91  9.1 10.8  1.94  7.69  5.68  61 1012.7  27.0  27.1  22.4 99.0 99.00
2016 02 15 15 50  92  9.0 10.8  1.83  7.69  5.55  70 1013.0  27.0  27.2  22.7 99.0 99.00
2016 02 15 16 50  92  8.7 10.2  1.88  7.69  5.61  68 1012.5  27.0  27.1  22.5 99.0 99.00
2016 02 15 17 50  93  8.8 11.2  2.10  8.33  5.69  81 1011.2  26.9  27.1  22.4 99.0 99.00
2016 02 15 18 50  87  7.9  9.0  2.02  7.14  5.49  51 1010.6  26.9  27.2  22.6 99.0 99.00
2016 02 15 19 50  98  8.1  9.6  2.02  8.33  5.63  72 1009.8  27.1  27.2  21.8 99.0 99.00
2016 02 15 20 50  89  6.7  7.6  2.12  8.33  5.80  88 1009.5  27.0  27.2  22.6 99.0 99.00
2016 02 15 21 50  95  7.4  8.5  2.15  8.33  5.95  76 1009.3  27.0  27.2  22.6 99.0 99.00
2016 02 15 22 50  94  7.4  8.9  2.10  7.69  5.90  65 1009.5  27.1  27.2  22.1 99.0 99.00
2016 02 15 23 50  94  6.6  8.3  1.80  7.69  5.66  71 1009.9  27.0  27.2  22.4 99.0 99.00
2016 02 16 00 50  95  6.5  8.0  2.12  7.69  5.88  74 1010.3  27.0  27.1  22.4 99.0 99.00
2016 02 16 01 50  92  6.6  7.7  1.73  7.69  5.77  72 1010.9  26.9  27.1  22.3 99.0 99.00
2016 02 16 02 50  89  7.3  8.4  1.66  7.69  5.62  81 1011.1  26.9  27.1  22.8 99.0 99.00
2016 02 16 03 50  96  6.4  7.8  1.71  7.69  5.71  94 1011.0  26.9  27.1  22.7 99.0 99.00
2016 02 16 04 50 102  6.2  7.2  1.72  7.14  5.62  72 1011.1  26.9  27.1  22.4 99.0 99.00
2016 02 16 05 50 111  7.0  8.3  1.56  8.33  5.74  94 1010.6  26.8  27.1  22.5 99.0 99.00
2016 02 16 06 50 107  5.2  6.2  1.49  8.33  5.73 104 1010.4  26.7  27.1  22.6 99.0 99.00
2016 02 16 07 50 100  5.6  6.9  1.41  8.33  5.75 109 1009.9  26.6  27.1  22.5 99.0 99.00
2016 02 16 08 50 100  5.1  6.1  1.34  8.33  5.54 109 1009.7  26.6  27.1  22.3 99.0 99.00
2016 02 16 09 50 106  4.5  5.2  1.41  8.33  5.52 105 1009.7  26.6  27.1  22.2 99.0 99.00
2016 02 16 10 50  82  5.1  6.5  1.37  8.33  5.64 106 1009.9  26.6  27.1  22.4 99.0 99.00
2016 02 16 11 50  87  5.2  6.2  1.28  8.33  5.67  95 1010.5  26.6  27.1  22.3 99.0 99.00
2016 02 16 12 50  85  5.3  6.0  1.44  8.33  5.89  97 1011.5  26.8  27.1  22.5 99.0 99.00
2016 02 16 13 50  85  6.5  7.6  1.24  7.69  5.43  99 1012.1  27.0  27.1  22.5 99.0 99.00
2016 02 16 14 50  83  6.0  7.0  1.36  8.33  5.65  97 1012.8  27.1  27.2  22.6 99.0 99.00
2016 02 16 15 50  91  5.4  6.5  1.31  9.09  5.59 113 1012.9  27.0  27.2  22.4 99.0 99.00
2016 02 16 16 50  89  5.1  5.8  1.39  8.33  5.70 100 1012.6  27.0  27.3  22.7 99.0 99.00
2016 02 16 17 50  91  4.4  5.1  1.50  8.33  5.98  98 1011.9  27.1  27.4  22.8 99.0 99.00
2016 02 16 18 50  89  4.5  5.5  1.38  8.33  5.93 106 1011.2  27.1  27.6  22.8 99.0 99.00
2016 02 16 19 50  90  4.7  5.6  1.19  9.09  5.54 110 1010.6  27.2  27.6  22.2 99.0 99.00
2016 02 16 20 50  88  5.2  6.1  1.15  9.09  5.60 107 1010.1  27.2  27.6  22.1 99.0 99.00
2016 02 16 21 50  88  5.4  6.4  1.40  9.09  6.18  95 1010.3  27.3  27.5  22.1 99.0 99.00
2016 02 16 22 50  85  5.6  6.7  1.29  9.09  5.81  97 1010.8  27.2  27.5  22.4 99.0 99.00
2016 02 16 23 50  74  6.1  7.0  1.31  8.33  5.94 103 1011.4  27.1  27.3  23.0 99.0 99.00
2016 02 17 00 50  78  6.0  7.1  1.42  8.33  5.86  99 1012.3  27.1  27.3  22.7 99.0 99.00
2016 02 17 01 50  77  5.5  6.6  1.25  8.33  5.50 107 1013.0  27.1  27.4  22.9 99.0 99.00
2016 02 17 02 50  67  5.9  6.8  1.27  7.69  5.53 107 1013.4  27.0  27.4  23.1 99.0 99.00
2016 02 17 03 50  72  5.9  7.0  1.34  8.33  5.50 108 1013.5  27.0  27.3  23.3 99.0 99.00
2016 02 17 04 50  70  5.4  6.8  1.36  8.33  5.47 116 1013.7  26.9  27.3  23.3 99.0 99.00
2016 02 17 05 50  72  5.6  6.5  1.32  8.33  5.55 108 1013.2  26.8  27.3  23.1 99.0 99.00
2016 02 17 06 50  66  5.5  6.7  1.31  9.09  5.60 115 1012.8  26.8  27.2  23.2 99.0 99.00
2016 02 17 07 50  69  5.1  6.4  1.20  8.33  5.27 102 1012.6  26.7  27.2  23.1 99.0 99.00
2016 02 17 08 50  63  5.2  6.2  1.20  8.33  5.25 107 1012.3  26.6  27.2  23.0 99.0 99.00
2016 02 17 09 50  65  5.4  6.0  1.10  8.33  5.10 110 1012.4  26.7  27.2  23.0 99.0 99.00
2016 02 17 10 50  62  6.0  7.0  1.04  7.69  5.07 106 1012.8  26.7  27.2  23.0 99.0 99.00
2016 02 17 11 50  65  6.4  7.6  1.06  7.69  5.07  97 1013.6  26.7  27.2  23.1 99.0 99.00
2016 02 17 12 50  65  6.3  7.2  1.01  8.33  4.82 111 1014.0  26.9  27.3  23.2 99.0 99.00
2016 02 17 13 50  78  6.6  7.9  1.03  8.33  4.61 110 1014.9  27.2  27.3  23.3 99.0 99.00
2016 02 17 14 50  79  6.4  7.4  0.94  8.33  4.41  89 1015.7  27.2  27.3  23.1 99.0 99.00
2016 02 17 15 50  68  6.8  7.9  0.94  7.69  4.53  84 1015.7  27.2  27.3  23.1 99.0 99.00
2016 02 17 16 50  64  5.9  7.1  0.98  8.33  4.54 113 1015.6  27.2  27.4  23.3 99.0 99.00
2016 02 17 17 50  64  6.3  7.3  0.86  9.09  4.45 120 1015.0  27.2  27.4  23.1 99.0 99.00
2016 02 17 18 50  50  5.9  6.8  0.84  8.33  4.58 106 1014.5  27.2  27.5  23.4 99.0 99.00
2016 02 17 19 50  56  6.0  6.7  0.94  9.09  5.07 114 1013.9  27.3  27.6  22.8 99.0 99.00
2016 02 17 20 50  33  5.1  6.3  1.04  8.33  4.98  95 1013.8  27.3  27.6  23.6 99.0 99.00
2016 02 17 21 50  35  6.8  7.7  1.05  8.33  4.56 108 1014.1  27.5  27.6  23.2 99.0 99.00
2016 02 17 22 50  38  6.7  7.8  1.20  8.33  4.84 111 1014.5  27.4  27.5  23.4 99.0 99.00
2016 02 17 23 50  37  6.8  7.9  1.16  9.09  4.83 111 1014.9  27.3  27.5  23.6 99.0 99.00
2016 02 18 00 50  36  6.9  8.1  1.19  8.33  4.80  98 1015.4  27.2  27.4  23.5 99.0 99.00
2016 02 18 01 50  46  7.3  8.4  1.21  9.09  4.80 103 1016.1  27.2  27.4  23.6 99.0 99.00
2016 02 18 02 50  50  7.9  9.3  1.23  7.69  4.86  92 1016.2  27.1  27.4  23.6 99.0 99.00
2016 02 18 03 50  54  8.1  9.8  1.23  8.33  4.82 101 1016.0  27.1  27.3  23.5 99.0 99.00
2016 02 18 04 50  44  8.9 10.2  1.33  8.33  4.88 104 1015.9  27.1  27.3  23.4 99.0 99.00
2016 02 18 05 50  46  8.4  9.8  1.48  4.55  4.76  55 1015.8  27.0  27.2  22.8 99.0 99.00
2016 02 18 06 50  41  8.7  9.9  1.32  4.55  4.60  59 1015.2  26.9  27.2  23.2 99.0 99.00
2016 02 18 07 50  48  8.4  9.9  1.38  4.76  4.71  72 1014.6  26.8  27.2  23.3 99.0 99.00
2016 02 18 08 50  38  9.6 11.5  1.42  4.76  4.68  69 1014.4  26.8  27.2  23.2 99.0 99.00
2016 02 18 09 50  44  9.1 10.9  1.39  5.00  4.59  58 1014.6  26.9  27.2  22.9 99.0 99.00
2016 02 18 10 50  46  8.9 10.7  1.54  5.00  4.78  69 1015.0  26.9  27.2  23.0 99.0 99.00
2016 02 18 11 50  46  8.7 10.1  1.42  5.26  4.74  70 1015.4  27.1  27.2  23.3 99.0 99.00
2016 02 18 12 50  39  8.6 10.0  1.47  5.56  4.78  73 1016.1  27.0  27.2  23.5 99.0 99.00
2016 02 18 13 50  39  9.0 11.1  1.45  5.26  4.68  71 1016.8  27.1  27.2  23.6 99.0 99.00
2016 02 18 14 50  38  9.5 11.0  1.51  5.26  4.69  68 1017.5  27.1  27.2  23.3 99.0 99.00
2016 02 18 15 50  36 10.0 11.5  1.55  5.88  4.72  56 1017.8  27.0  27.3  22.4 99.0 99.00
2016 02 18 16 50  44 10.2 11.8  1.70  5.56  4.85  57 1017.4  27.0  27.3  22.5 99.0 99.00
2016 02 18 17 50  49  9.2 10.6  1.67  5.56  4.87  59 1016.8  27.0  27.3  22.4 99.0 99.00
2016 02 18 18 50  39  9.4 10.8  1.75  5.88  5.13  58 1016.1  26.9  27.3  22.8 99.0 99.00
2016 02 18 19 50  36  9.6 11.1  1.67  5.88  5.06  54 1015.5  26.9  27.3  23.1 99.0 99.00
2016 02 18 20 50  35  9.7 11.7  1.72  6.25  5.19  61 1015.1  27.0  27.3  22.9 99.0 99.00
2016 02 18 21 50  40  9.6 11.1  1.72  6.67  4.98  43 1015.0  27.0  27.3  22.7 99.0 99.00
2016 02 18 22 50  41  9.0 10.9  1.78  6.67  5.09  58 1015.0  26.8  27.3  22.7 99.0 99.00
2016 02 18 23 50  37  9.9 11.7  1.73  7.14  5.07  62 1015.3  26.6  27.3  22.7 99.0 99.00
2016 02 19 00 50  37  9.9 11.9  1.72  7.14  5.08  59 1015.7  26.6  27.2  22.5 99.0 99.00
2016 02 19 01 50  37 10.2 12.2  1.79  6.67  5.15  44 1016.4  26.6  27.2  22.2 99.0 99.00
2016 02 19 02 50  37  9.9 11.9  1.94  7.14  5.18  52 1017.1  26.6  27.2  22.2 99.0 99.00
2016 02 19 03 50  37  9.9 11.6  1.89  7.14  5.01  55 1017.4  26.7  27.2  22.4 99.0 99.00
2016 02 19 04 50  41 10.2 12.3  1.93  7.14  5.12  59 1016.9  26.8  27.2  22.8 99.0 99.00
2016 02 19 05 50  40 10.6 11.9  2.01  6.67  5.17  49 1016.3  26.8  27.1  22.5 99.0 99.00
2016 02 19 06 50  35 11.2 13.3  2.03  7.14  5.10  48 1015.7  26.8  27.1  22.5 99.0 99.00
2016 02 19 07 50  37 10.9 13.0  2.28  6.67  5.38  44 1015.1  26.8  27.1  22.9 99.0 99.00
2016 02 19 08 50  45 11.9 14.2  2.18  7.14  5.35  38 1014.6  26.7  27.1  22.8 99.0 99.00
2016 02 19 09 50  49 12.0 14.4  2.44  7.14  5.47  49 1014.5  26.5  27.1  22.1 99.0 99.00
2016 02 19 10 50  48 11.6 13.6  2.25  7.14  5.40  44 1014.7  26.4  27.1  22.4 99.0 99.00
2016 02 19 11 50  52 11.1 13.3  2.63  7.14  5.78  52 1015.6  26.3  27.0  22.2 99.0 99.00
2016 02 19 12 50  44  9.8 11.4  2.64  7.69  5.84  45 1016.3  26.4  27.0  22.2 99.0 99.00
2016 02 19 13 50  40 10.3 12.2  2.34  7.69  5.68  55 1017.0  26.7  27.1  22.0 99.0 99.00
2016 02 19 14 50  41 11.1 13.2  2.54  8.33  5.98  54 1017.3  26.6  27.1  22.4 99.0 99.00
2016 02 19 15 50  42 11.0 12.7  2.57  8.33  5.75  52 1017.5  26.6  27.1  22.4 99.0 99.00
2016 02 19 16 50  41 10.0 12.5  2.67  7.69  5.97  47 1017.4  26.6  27.1  22.3 99.0 99.00
2016 02 19 17 50  36 10.4 12.5  2.39  8.33  5.81  57 1016.3  26.6  27.2  22.7 99.0 99.00
2016 02 19 18 50  39  9.8 12.0  2.43  8.33  5.84  51 1015.6  26.6  27.1  22.8 99.0 99.00
2016 02 19 19 50  41 10.5 12.9  2.61  8.33  6.18  51 1014.6  26.6  27.2  22.8 99.0 99.00
2016 02 19 20 50  46 10.5 12.7  2.54  9.09  5.98  52 1013.9  26.7  27.2  22.5 99.0 99.00
2016 02 19 21 50  42 10.6 12.7  2.49  8.33  5.86  55 1014.1  26.6  27.2  22.1 99.0 99.00
2016 02 19 22 50  37 10.5 12.1  2.68  9.09  6.19  61 1014.2  26.5  27.2  22.2 99.0 99.00
2016 02 19 23 50  42 11.0 13.5  2.67  8.33  6.02  41 1014.6  26.5  27.1  22.3 99.0 99.00
2016 02 20 00 50  44 10.3 12.6  2.19  8.33  5.61  60 1015.3  26.6  27.1  22.2 99.0 99.00
2016 02 20 01 50  41  9.7 11.9  2.37  9.09  5.74  45 1016.0  26.7  27.1  22.2 99.0 99.00
2016 02 20 02 50  44 10.5 12.5  2.50  7.69  6.00  43 1016.0  26.7  27.2  21.7 99.0 99.00
2016 02 20 03 50  46 10.7 13.3  2.16  8.33  5.53  55 1016.1  26.9  27.2  20.7 99.0 99.00
2016 02 20 04 50  46 10.2 12.4  2.34  8.33  5.63  55 1015.9  26.7  27.2  21.2 99.0 99.00
2016 02 20 05 50  47  9.4 11.2  2.31  8.33  5.81  56 1015.3  26.6  27.2  21.7 99.0 99.00
2016 02 20 06 50  44 10.1 12.2  2.30  8.33  5.60  58 1014.6  26.6  27.2  21.4 99.0 99.00
2016 02 20 07 50  46  9.8 11.8  2.18  8.33  5.57  47 1014.3  26.6  27.1  21.3 99.0 99.00
2016 02 20 08 50  55 10.4 11.9  2.21  8.33  5.65  46 1013.6  26.6  27.1  21.2 99.0 99.00
2016 02 20 09 50  52  9.7 11.7  2.18  8.33  5.77  55 1013.5  26.5  27.1  21.2 99.0 99.00
2016 02 20 10 50  45 10.0 11.9  1.87  7.14  5.34  55 1013.8  26.4  27.1  21.4 99.0 99.00
2016 02 20 11 50  40  9.9 11.7  1.86  7.69  5.67  44 1014.7  26.3  27.1  22.2 99.0 99.00
2016 02 20 12 50  46  9.6 11.5  2.13  8.33  5.71  60 1015.3  26.4  27.0  22.2 99.0 99.00
2016 02 20 13 50  38 10.4 12.7  2.19  7.14  5.57  49 1015.8  26.4  27.0  22.2 99.0 99.00
2016 02 20 14 50  42  9.6 11.5  2.29  7.69  5.70  42 1016.5  26.5  27.0  22.2 99.0 99.00
2016 02 20 15 50  51  9.0 10.6  2.20  7.69  5.65  58 1016.9  26.8  27.0  21.7 99.0 99.00
2016 02 20 16 50  57  9.0 10.4  2.17  7.69  5.64  52 1016.3  26.8  27.1  21.5 99.0 99.00
2016 02 20 17 50  54  8.3  9.9  2.12  8.33  5.74  32 1015.5  26.7  27.1  22.0 99.0 99.00
2016 02 20 18 50  42  8.2  9.6  2.00  8.33  5.75  44 1014.5  26.7  27.2  22.3 99.0 99.00
2016 02 20 19 50  43  8.0  9.3  2.15  8.33  5.89  59 1013.9  26.8  27.2  22.2 99.0 99.00
2016 02 20 20 50  45  8.7 10.3  1.98  8.33  5.84  44 1013.2  26.7  27.2  22.3 99.0 99.00
2016 02 20 21 50  50  9.0 10.5  1.94  8.33  5.71  46 1013.2  26.6  27.2  21.9 99.0 99.00
2016 02 20 22 50  51  8.7 10.4  1.86  7.69  5.53  33 1013.3  26.7  27.2  22.1 99.0 99.00
2016 02 20 23 50  50  9.5 11.1  2.04  8.33  5.67  51 1013.5  26.5  27.1  20.9 99.0 99.00
2016 02 21 00 50  44  9.6 11.6  2.07  8.33  5.69  69 1014.1  26.6  27.1  21.3 99.0 99.00
2016 02 21 01 50  52 10.5 12.3  1.94  7.69  5.31  56 1014.7  26.6  27.1  21.0 99.0 99.00
2016 02 21 02 50  44  9.7 11.5  1.96  7.69  5.29  59 1015.0  26.6  27.2  21.1 99.0 99.00
2016 02 21 03 50  50  9.3 11.3  1.94  6.25  5.33  57 1015.3  26.5  27.1  21.6 99.0 99.00
2016 02 21 04 50  49  8.6 10.2  1.94  7.69  5.49  61 1015.3  26.5  27.1  20.8 99.0 99.00
2016 02 21 05 50  48  8.3 10.3  1.91  6.67  5.35  60 1014.4  26.5  27.1  21.1 99.0 99.00
2016 02 21 06 50  44  8.6 10.3  1.81  8.33  5.34  73 1013.5  26.4  27.1  21.3 99.0 99.00
2016 02 21 07 50  45  9.1 11.2  1.91  8.33  5.38  78 1012.8  26.3  27.1  21.3 99.0 99.00
2016 02 21 08 50  45  8.7 10.5  1.84  7.69  5.26  66 1012.5  26.4  27.1  21.5 99.0 99.00
2016 02 21 09 50  53  9.6 10.9  1.77  7.14  5.18  68 1012.2  26.6  27.1  20.7 99.0 99.00
2016 02 21 10 50  50  9.1 11.4  1.79  7.14  5.12  59 1012.6  26.4  27.1  21.7 99.0 99.00
2016 02 21 11 50  57  9.0 10.7  1.77  7.14  5.09  65 1013.4  26.5  27.1  21.5 99.0 99.00
2016 02 21 12 50  62  8.5  9.9  1.68  7.14  5.02  67 1013.9  26.7  27.1  21.6 99.0 99.00
2016 02 21 13 50  62  8.2  9.6  1.55  7.69  4.99  72 1014.4  26.7  27.1  22.0 99.0 99.00
2016 02 21 14 50  56  8.2  9.6  1.66  7.14  5.33  77 1014.9  26.8  27.1  21.8 99.0 99.00
2016 02 21 15 50  53  7.6  8.8  1.52  7.14  5.06  68 1014.9  26.7  27.2  22.1 99.0 99.00
2016 02 21 16 50  51  7.1  8.8  1.53  7.69  4.95  77 1014.5  26.6  27.2  22.3 99.0 99.00
2016 02 21 17 50  56  6.8  8.3  1.61  7.69  5.31  68 1013.7  26.9  27.2  21.6 99.0 99.00
2016 02 21 18 50  58  7.0  8.1  1.62  7.14  5.42  42 1012.9  26.8  27.3  21.8 99.0 99.00
2016 02 21 19 50  61  6.8  7.7  1.69  7.69  5.70  47 1012.4  26.7  27.4  21.6 99.0 99.00
2016 02 21 20 50  57  5.8  6.9  1.67  7.69  5.75  65 1012.4  26.9  27.4  21.7 99.0 99.00
2016 02 21 21 50  57  6.0  7.2  1.76  7.69  5.84  56 1012.5  26.8  27.4  22.0 99.0 99.00
2016 02 21 22 50  58  6.2  7.3  1.57  7.69  5.74  53 1012.4  26.8  27.4  22.0 99.0 99.00
2016 02 21 23 50  57  6.6  8.0  1.50  7.69  5.82  54 1012.5  26.7  27.3  22.1 99.0 99.00
2016 02 22 00 50  64  6.5  7.6  1.40  7.14  5.40  47 1013.0  26.7  27.3  22.0 99.0 99.00
2016 02 22 02 50  54  8.0  9.2  1.44  7.69  5.41  59 1013.6  26.7  27.3  22.4 99.0 99.00
2016 02 22 03 50  59  7.6  8.8  1.44  7.69  5.33  78 1013.8  26.6  27.3  22.4 99.0 99.00
2016 02 22 04 50  57  7.6  8.9  1.27  6.67  5.08  48 1013.2  26.5  27.3  22.2 99.0 99.00
2016 02 22 05 50  66  7.1  8.1  1.23  7.14  5.28  63 1012.7  26.4  27.2  22.2 99.0 99.00
2016 02 22 06 50  60  6.3  7.5  1.39  8.33  5.54  96 1012.1  26.3  27.1  22.2 99.0 99.00
2016 02 22 07 50  59  5.8  6.9  1.37  9.09  5.50  90 1011.6  26.3  27.1  21.9 99.0 99.00
2016 02 22 08 50  65  5.1  5.9  1.44  9.09  5.67 102 1011.5  26.3  27.1  21.9 99.0 99.00
2016 02 22 09 50  59  5.6  6.8  1.33  7.14  5.59  82 1011.5  26.3  27.1  21.7 99.0 99.00
2016 02 22 10 50  48  5.6  6.5  1.23  9.09  5.35 113 1011.8  26.3  27.1  22.1 99.0 99.00
2016 02 22 11 50  58  5.9  6.6  1.19  6.25  5.20  68 1012.4  26.4  27.1  21.4 99.0 99.00
2016 02 22 12 50  58  6.1  7.1  1.26  7.69  5.35  88 1012.9  26.6  27.1  21.9 99.0 99.00
2016 02 22 13 50  50  5.4  6.2  1.12  6.67  5.22  91 1013.5  26.6  27.2  22.0 99.0 99.00
2016 02 22 14 50  69  4.7  5.6  1.21  7.14  5.33  86 1013.9  26.7  27.2  22.0 99.0 99.00
2016 02 22 15 50  79  3.7  4.5  1.28  7.14  5.78  81 1013.8  26.7  27.2  21.9 99.0 99.00
2016 02 22 16 50  74  2.4  3.2  1.20  7.14  5.71  72 1013.7  26.7  27.4  22.2 99.0 99.00
2016 02 22 17 50  82  3.1  3.9  1.22  7.14  5.72  74 1012.7  26.7  27.7  22.0 99.0 99.00
2016 02 22 18 50  83  3.2  3.8  1.30  6.25  5.82  72 1011.8  26.8  27.7  21.6 99.0 99.00
2016 02 22 19 50  83  2.8  3.8  1.16  7.14  5.57  86 1011.0  26.8  27.8  21.5 99.0 99.00
2016 02 22 20 50  73  3.6  4.5  1.18  6.67  5.70  92 1010.8  26.8  27.7  21.8 99.0 99.00
2016 02 22 21 50  80  5.3  6.1  1.09  5.88  5.32  76 1010.8  26.6  27.7  22.6 99.0 99.00
2016 02 22 22 50  62  5.1  6.4  1.00  5.56  4.91  78 1010.9  26.5  27.5  22.8 99.0 99.00
2016 02 22 23 50  78  6.4  7.6  1.00  7.69  5.08  98 1011.2  25.2  27.4  22.5 99.0 99.00
2016 02 23 00 50  96  4.4  5.4  1.08  7.69  5.26 116 1011.9  25.5  27.3  23.2 99.0 99.00
2016 02 23 01 50  73  3.9  4.9  1.18  8.33  5.71  99 1012.3  26.3  27.2  23.6 99.0 99.00
2016 02 23 02 50  71  5.1  6.1  1.11  8.33  5.40 110 1012.5  26.8  27.3  23.3 99.0 99.00
2016 02 23 03 50  91  5.5  6.7  1.17  8.33  5.34 102 1012.7  26.8  27.3  22.7 99.0 99.00
2016 02 23 04 50  91  6.0  7.3  1.31  8.33  5.54  94 1012.6  26.7  27.3  22.8 99.0 99.00
2016 02 23 05 50 100  5.6  6.4  1.24  8.33  5.39 110 1012.4  26.7  27.3  22.6 99.0 99.00
2016 02 23 06 50 109  5.7  6.8  1.23  8.33  5.47  96 1011.7  26.6  27.3  22.7 99.0 99.00
2016 02 23 07 50 111  7.5  8.6  1.20  8.33  5.19 107 1010.7  26.6  27.3  22.5 99.0 99.00
2016 02 23 08 50 111  7.3  8.5  1.09  6.67  5.19  90 1010.4  26.6  27.3  22.7 99.0 99.00
2016 02 23 09 50 105  7.7  9.2  1.12  7.69  4.67  83 1010.2  26.6  27.3  22.3 99.0 99.00
2016 02 23 10 50 114  7.3  8.8  1.14  7.14  4.54  96 1010.5  26.6  27.3  22.6 99.0 99.00
2016 02 23 11 50 109  7.2  8.3  1.14  6.67  4.60 105 1011.2  26.6  27.3  22.7 99.0 99.00
2016 02 23 12 50 113  7.2  8.3  1.10  6.25  4.52 105 1011.9  26.9  27.3  22.6 99.0 99.00
2016 02 23 13 50 112  7.7  9.1  1.14  8.33  4.51 100 1012.3  27.0  27.3  22.7 99.0 99.00
2016 02 23 14 50 116  7.1  8.1  1.15  7.69  4.58 103 1013.1  27.1  27.3  22.9 99.0 99.00
2016 02 23 15 50 122  7.4  8.4  1.23  4.76  4.60 109 1013.1  27.1  27.4  23.0 99.0 99.00
2016 02 23 16 50 120  7.1  8.4  1.19  5.00  4.46  95 1012.8  27.2  27.4  23.0 99.0 99.00
2016 02 23 17 50 125  8.0  9.1  1.21  4.55  4.48 105 1011.8  27.3  27.4  23.1 99.0 99.00
2016 02 23 18 50 130  8.0  9.7  1.19  4.35  4.39 103 1010.8  27.3  27.4  23.0 99.0 99.00
2016 02 23 19 50 125  8.0  9.8  1.15  5.56  4.44 100 1010.0  27.3  27.4  23.0 99.0 99.00
2016 02 23 20 50 121  7.4  8.7  1.21  5.56  4.44  96 1009.7  27.3  27.4  23.5 99.0 99.00
2016 02 23 21 50 118  7.9  9.4  1.27  5.88  4.41  96 1009.5  27.5  27.4  23.3 99.0 99.00
2016 02 23 22 50 112  8.3  9.5  1.20  4.76  4.44 123 1009.2  27.3  27.4  23.4 99.0 99.00
2016 02 23 23 50 117  9.0 10.9  1.29  5.26  4.52 112 1009.5  27.2  27.3  23.5 99.0 99.00
2016 02 24 00 50 117  9.4 11.3  1.39  5.26  4.59 102 1010.2  27.3  27.4  23.1 99.0 99.00
2016 02 24 01 50 116  8.9 10.9  1.44  5.88  4.56 105 1011.1  27.3  27.3  23.4 99.0 99.00
